CIA - The World Factbook -- Field Listing - International organization participation

| Country | International organization participation |
| **Micronesia, Federated States of** | ACP, AsDB, ESCAP, G-77, IBRD, ICAO, IDA, IFC, IFRCS (associate), IMF, IOC, ITU, OPCW, Sparteca, SPC, SPF, UN, UNCTAD, UNESCO, WHO, WMO |
| **Moldova** | ACCT, BIS, BSEC, CE, CEI, CIS, EAPC, EBRD, ECE, FAO, GUUAM, IAEA, IBRD, ICAO, ICCt (signatory), ICFTU, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO (correspondent), ITU, OPCW, OSCE, PFP, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WHO, WIPO, WMO, WToO, WTrO |
| **Monaco** | ACCT, ECE, FAO, IAEA, ICAO, ICC, ICCt (signatory), ICRM, IFRCS, IHO, IMO, Interpol, IOC, ITU, OPCW, OSCE, UN, UNCTAD, UNESCO, UNITAR, UPU, WHO, WIPO, WMO, WToO |
| **Mongolia** | ARF (dialogue partner), AsDB, ASEAN (observer), CP (provisional), EBRD, ESCAP, FAO, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ISO, ITU, MONUC, NAM, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WHO, WIPO, WMO, WToO, WTrO |
| **Montserrat** | Caricom, CDB, ECLAC (associate), ICFTU, Interpol (subbureau), OECS |
| **Morocco** | ABEDA, ACCT, AfDB, AFESD, AL, AMF, AMU, EBRD, ECA, FAO, G-77, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MONUC, NAM, OAS (observer), OIC, OPCW, OSCE (partner), PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNITAR, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTrO |
| **Mozambique** | ACP, AfDB, C, ECA, FAO, G-77, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO (correspondent), ITU, MONUC, NAM, OAU, OIC, OPCW, SADC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMISET, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Namibia** | ACP, AfDB, C, ECA, FAO, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO (correspondent), ITU, NAM, OAU, OPCW, SACU, SADC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTrO |
| **Nauru** | ACP, AsDB, C, ESCAP, FAO, ICAO, ICCt, Interpol, IOC, ITU, OPCW, Sparteca, SPC, SPF, UN, UNESCO, UPU, WHO |
| **Nepal** | AsDB, CP, ESCAP, FAO, G-77, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO (correspondent), ITU, MONUC, NAM, OPCW, SAARC, UN, UNAMSIL, UNCTAD, UNESCO, UNIDO, UNMEE, UNMIBH, UNMIK, UNMISET, UNMOP, UNMOT, UNTSO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO (observer) |
| **Netherlands** | AfDB, AsDB, Australia Group, Benelux, BIS, CE, CERN, EAPC, EBRD, ECE, ECLAC, EIB, EMU, ESA, ESCAP, EU, FAO, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNITAR, UNMEE, UNMIBH, UNTSO, UNU, UPU, WCL, WCO, WEU, WHO, WIPO, WMO, WToO, WTrO, ZC |
| **Netherlands Antilles** | Caricom (observer), ECLAC (associate), Interpol, IOC, UNESCO (associate), WCL, WCO, WMO, WToO (associate) |
| **New Caledonia** | ESCAP (associate), FZ, ICFTU, SPC, WFTU, WMO |
| **New Zealand** | ABEDA, ANZUS (US suspended security obligations to NZ on 11 August 1986), APEC, ARF (dialogue partner), AsDB, ASEAN (dialogue partner), Australia Group, C, CP, EBRD, ESCAP, FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO, ITU, NAM (guest), NSG, OECD, OPCW, PCA, Sparteca, SPC, SPF, UN, UNAMSIL, UNCTAD, UNESCO, UNHCR, UNIDO, UNMIK, UNMISET, UNMOP, UNTSO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTrO |
| **Nicaragua** | BCIE, CACM, ECLAC, FAO, G-77, IADB, IAEA, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO (correspondent), ITU, LAES, LAIA (observer), NAM, OAS, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTrO |
| **Niger** | ACCT, ACP, AfDB, ECA, ECOWAS, Entente, FAO, FZ, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, ISO (subscriber), ITU, MIPONUH, MONUC, NAM, OAU, OIC, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WADB (regional), WAEMU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Nigeria** | ACP, AfDB, C, ECA, ECOWAS, FAO, G-15, G-19, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MINURSO, MONUC, NAM, OAU, OIC, OPCW, OPEC, PCA, UN, UNAMSIL, UNCTAD, UNESCO, UNHCR, UNIDO, UNIKOM, UNITAR, UNMEE, UNMIBH, UNMIK, UNMOP, UNMOT, UNMOVIC, UNU, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Niue** | ACP, ESCAP (associate), FAO, Sparteca, SPC, SPF, UNESCO, WHO, WMO |
| **Norfolk Island** | none |
| **Northern Mariana Islands** | ESCAP (associate), Interpol (subbureau), SPC |
| **Norway** | AfDB, AsDB, Australia Group, BIS, CBSS, CE, CERN, EAPC, EBRD, ECE, EFTA, ESA, FAO, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, NAM (guest), NATO, NC, NEA, NIB, NSG, OAS (observer), OECD, OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNMIBH, UNMIK, UNMISET, UNMOP, UNTSO, UPU, WCO, WEU (associate), WHO, WIPO, WMO, WTrO, ZC |
| **Oman** | ABEDA, AFESD, AL, AMF, ESCWA, FAO, G-77, GCC, IBRD, ICAO, ICCt (signatory), IDA, IDB, IFAD, IFC, IHO, ILO, IMF, IMO, Interpol, IOC, ISO (correspondent), ITU, NAM, OIC, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTrO |
| **Pakistan** | AsDB, ASEAN (dialogue partner), C (suspended), CP, ECO, ESCAP, FAO, G-19, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MINURSO, MONUC, NAM, OAS (observer), OIC, OPCW, PCA, SAARC, UN, UN Security Council (temporary), UNAMSIL, UNCTAD, UNESCO, UNHCR, UNIDO, UNIKOM, UNITAR, UNMIBH, UNMIK, UNMISET, UNMOP, UNOMIG, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Palau** | ACP, ESCAP, FAO, G-77, IBRD, ICAO, ICRM, IDA, IFC, IFRCS, IMF, IOC, Sparteca, SPC, SPF, UN, UNCTAD, UNESCO, WHO |
| **Panama** | ECLAC, FAO, G-77, IADB, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO (correspondent), ITU, LAES, LAIA (observer), NAM, OAS, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Papua New Guinea** | ACP, APEC, ARF (dialogue partner), AsDB, ASEAN (associate member), C, CP, ESCAP, FAO, G-77, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO (correspondent), ITU, NAM, OPCW, Sparteca, SPC, SPF, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTrO |
| **Paraguay** | ECLAC, FAO, G-77, IADB, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO (correspondent), ITU, LAES, LAIA, Mercosur, MONUC, NAM (observer), OAS, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNIDO, UNMEE, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTrO |
| **Peru** | ABEDA, APEC, CAN, ECLAC, FAO, G-15, G-19, G-24, G-77, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO (correspondent), ITU, LAES, LAIA, MONUC, NAM, OAS, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNIDO, UNMEE, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Philippines** | APEC, ARF, AsDB, ASEAN, CP, ESCAP, FAO, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, NAM, OAS (observer), OPCW, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMISET, UNU, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Pitcairn Islands** | SPC |
| **Poland** | ACCT (observer), Australia Group, BIS, BSEC (observer), CBSS, CE, CEI, CERN, EAPC, EBRD, ECE, EU (applicant), FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA (observer), IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MINURSO, MONUC, NAM (guest), NATO, NSG, OAS (observer), OECD, OPCW, OSCE, PCA, PFP, UN, UNCTAD, UNDOF, UNESCO, UNHCR, UNIDO, UNIFIL, UNIKOM, UNMEE, UNMIBH, UNMIK, UNMOP, UNMOT, UNOMIG, UPU, WCL, WCO, WEU (associate), WFTU, WHO, WIPO, WMO, WToO, WTrO, ZC |
| **Portugal** | AfDB, AsDB, Australia Group, BIS, CE, CERN, EAPC, EBRD, ECE, ECLAC, EIB, EMU, ESA, EU, FAO, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, LAIA (observer), MINURSO, MONUC, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNIDO, UNMIBH, UNMIK, UNMISET, UPU, WCL, WCO, WEU, WFTU, WHO, WIPO, WMO, WToO, WTrO, ZC |
| **Puerto Rico** | Caricom (observer), ECLAC (associate), FAO (associate), ICFTU, Interpol (subbureau), IOC, WCL, WFTU, WHO (associate), WToO (associate) |
| **Qatar** | ABEDA, AFESD, AL, AMF, ESCWA, FAO, G-77, GCC, IAEA, IBRD, ICAO, ICC, ICRM, IDB, IFAD, IFRCS, IHO (pending member), ILO, IMF, IMO, Interpol, IOC, ISO (correspondent), ITU, NAM, OAPEC, OAS (observer), OIC, OPCW, OPEC, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WHO, WIPO, WMO, WToO, WTrO |
| **Reunion** | FZ, InOC, WFTU |
| **Romania** | ACCT, Australia Group, BIS, BSEC, CE, CEI, EAPC, EBRD, ECE, EU (applicant), FAO, G- 9, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, LAIA (observer), MONUC, NAM (guest), NSG, OAS (observer), OPCW, OSCE, PCA, PFP, UN, UNCTAD, UNESCO, UNIDO, UNIKOM, UNMEE, UNMIBH, UNMIK, UPU, WCL, WCO, WEU (associate partner), WFTU, WHO, WIPO, WMO, WToO, WTrO, ZC |
| **Russia** | APEC, ARF (dialogue partner), ASEAN (dialogue partner), BIS, BSEC, CBSS, CE, CERN (observer), CIS, EAPC, EBRD, ECE, ESCAP, G- 8, GEF, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, ICRM, IDA, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO, ITU, LAIA (observer), MINURSO, MONUC, NAM (guest), NSG, OAS (observer), OPCW, OSCE, PCA, PFP, SCO, UN, UN Security Council, UNAMSIL, UNCTAD, UNDP, UNHCR, UNIDO, UNIKOM, UNITAR, UNMEE, UNMIBH, UNMIK, UNMISET, UNMOP, UNMOVIC, UNOMIG, UNTSO, UPU, WFTU, WHO, WIPO, WMO, WToO, WTrO (observer), ZC |
| **Rwanda** | ACCT, ACP, AfDB, CEEAC, CEPGL, ECA, FAO, G-77, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, IOM, ISO (correspondent), ITU, NAM, OAU, OPCW (signatory), UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTrO |
| **Saint Helena** | ICFTU |
| **Saint Kitts and Nevis** | ACP, C, Caricom, CDB, ECLAC, FAO, G-77, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, OAS, OECS, OPANAL, OPCW (signatory), UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WHO, WIPO, WTrO |
| **Saint Lucia** | ACCT, ACP, C, Caricom, CDB, ECLAC, FAO, G-77, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ITU, NAM, OAS, OECS, OPANAL, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WFTU, WHO, WIPO, WMO, WTrO |
| **Saint Pierre and Miquelon** | FZ, WFTU |
| **Saint Vincent and the Grenadines** | ACP, C, Caricom, CDB, ECLAC, FAO, G-77, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFRCS, ILO, IMF, IMO, Interpol, IOC, ITU, OAS, OECS, OPANAL, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WFTU, WHO, WIPO, WTrO |
| **Samoa** | ACP, AsDB, C, ESCAP, FAO, G-77, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IMF, IMO, IOC, ITU, OPCW, Sparteca, SPC, SPF, UN, UNCTAD, UNESCO, UPU, WCO, WHO, WIPO, WMO, WTrO (observer) |
| **San Marino** | CE, ECE, FAO, IBRD, ICAO, ICCt, ICFTU, ICRM, IFRCS, ILO, IMF, IMO, IOC, IOM (observer), ITU, OPCW, OSCE, UN, UNCTAD, UNESCO, UPU, WHO, WIPO, WToO |
| **Sao Tome and Principe** | ACCT, ACP, AfDB, CEEAC, ECA, FAO, G-77, IBRD, ICAO, ICCt (signatory), ICRM, IDA, IFAD, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ITU, NAM, OAU, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WHO, WIPO, WMO, WToO, WTrO (observer) |
| **Saudi Arabia** | ABEDA, AfDB, AFESD, AL, AMF, BIS, ESCWA, FAO, G-19, G-77, GCC, IAEA, IBRD, ICAO, ICC, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ISO, ITU, NAM, OAPEC, OAS (observer), OIC, OPCW, OPEC, PCA, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO (observer) |
| **Senegal** | ACCT, ACP, AfDB, ECA, ECOWAS, FAO, FZ, G-15, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ITU, MIPONUH, MONUC, NAM, OAU, OIC, OPCW, PCA, UN, UNCTAD, UNESCO, UNIDO, UNIKOM, UNMIBH, UNMOVIC, UPU, WADB (regional), WAEMU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Serbia and Montenegro** | ABEDA, BIS, CE (guest), CEI, EBRD, FAO, G- 9, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, NAM, OAS (observer), OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMISET, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTrO (observer) |
| **Seychelles** | ACCT, ACP, AfDB, C, ECA, FAO, G-77, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IFAD, IFC, IFRCS, ILO, IMF, IMO, InOC, Interpol, IOC, ISO (correspondent), ITU, NAM, OAU, OPCW, SADC, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WHO, WIPO, WMO, WToO, WTrO (observer) |
| **Sierra Leone** | ACP, AfDB, C, ECA, ECOWAS, FAO, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ITU, NAM, OAU, OIC, OPCW (signatory), UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Singapore** | APEC, ARF, AsDB, ASEAN, BIS, C, CP, ESCAP, G-77, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, ISO, ITU, NAM, OPCW, PCA, UN, UNCTAD, UNIKOM, UNMEE, UNMISET, UPU, WCL, WCO, WHO, WIPO, WMO, WTrO |
| **Slovakia** | Australia Group, BIS, BSEC (observer), CE, CEI, CERN, EAPC, EBRD, ECE, EU (applicant), FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, NAM (guest), NEA, NSG, OAS (observer), OECD, OPCW, OSCE, PCA, PFP, UN, UNAMSIL, UNCTAD, UNDOF, UNESCO, UNFICYP, UNIDO, UNMEE, UNMISET, UNTSO, UPU, WCL, WCO, WEU (associate partner), WFTU, WHO, WIPO, WMO, WToO, WTrO, ZC |
| **Slovenia** | ABEDA, ACCT (observer), BIS, CE, CEI, EAPC, EBRD, ECE, EU (applicant), FAO, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IDA, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, NAM (guest), NSG, OPCW, OSCE, PCA, PFP, UN, UNCTAD, UNESCO, UNIDO, UNMIK, UNTSO, UPU, WCO, WEU (associate partner), WHO, WIPO, WMO, WToO, WTrO, ZC |
| **Solomon Islands** | ACP, AsDB, C, ESCAP, FAO, G-77, IBRD, ICAO, ICCt (signatory), ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, IOC, ITU, Sparteca, SPC, SPF, UN, UNCTAD, UNESCO, UPU, WFTU, WHO, WMO, WTrO |
| **Somalia** | ACP, AfDB, AFESD, AL, AMF, CAEU, ECA, FAO, G-77, IBRD, ICAO, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IGAD, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ITU, NAM, OAU, OIC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WFTU, WHO, WIPO, WMO, WTrO (observer) |
| **South Africa** | ACP, AfDB, BIS, C, ECA, FAO, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MONUC, NAM, NSG, OAU, OPCW, PCA, SACU, SADC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNITAR, UNMEE, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO, ZC |
| **Spain** | AfDB, AsDB, Australia Group, BIS, CE, CERN, EAPC, EBRD, ECE, ECLAC, EIB, EMU, ESA, EU, FAO, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO, ITU, LAIA (observer), MONUC, NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, PCA, UN, UN Security Council (temporary), UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNMIBH, UNMIK, UNU, UPU, WCL, WCO, WEU, WHO, WIPO, WMO, WToO, WTrO, ZC |
| **Sri Lanka** | AsDB, C, CP, ESCAP, FAO, G-15, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MONUC, NAM, OAS (observer), OPCW, PCA, SAARC, UN, UNCTAD, UNESCO, UNIDO, UNU, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Sudan** | ABEDA, ACP, AfDB, AFESD, AL, AMF, ECA, FAO, G-77, IAEA, IBRD, ICAO, ICCt (signatory), ICRM, IDA, IDB, IFAD, IFC, IFRCS, IGAD, ILO, IMF, IMO, Interpol, IOC, IOM, ISO (correspondent), ITU, NAM, OAU, OIC, OPCW, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNU, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO (observer) |
| **Suriname** | ACP, Caricom, ECLAC, FAO, G-77, IADB, IBRD, ICAO, ICFTU, ICRM, IDB, IFAD, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, ITU, LAES, NAM, OAS, OIC, OPANAL, OPCW, PCA, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WHO, WIPO, WMO, WTrO |
| **Svalbard** | none |
| **Swaziland** | ACP, AfDB, C, ECA, FAO, G-77, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, ISO (correspondent), ITU, NAM, OAU, OPCW, PCA, SACU, SADC, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WHO, WIPO, WMO, WToO, WTrO |
| **Sweden** | AfDB, AsDB, Australia Group, BIS, CBSS, CE, CERN, EAPC, EBRD, ECE, EIB, ESA, EU, FAO, G- 6, G- 9, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MONUC, NAM (guest), NC, NEA, NIB, NSG, OAS (observer), OECD, OPCW, OSCE, PCA, PFP, UN, UNAMSIL, UNCTAD, UNDOF, UNESCO, UNHCR, UNIDO, UNIKOM, UNITAR, UNMEE, UNMIBH, UNMIK, UNMISET, UNMOGIP, UNOMIG, UNTSO, UPU, WCO, WEU (observer), WFTU, WHO, WIPO, WMO, WTrO, ZC |
| **Switzerland** | ACCT, AfDB, AsDB, Australia Group, BIS, CE, CERN, EAPC, EBRD, ECE, EFTA, ESA, FAO, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, LAIA (observer), MONUC, NAM (guest), NEA, NSG, OAS (observer), OECD, OPCW, OSCE, PCA, PFP, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNITAR, UNMEE, UNMIBH, UNMIK, UNMOP, UNOMIG, UNTSO, UNU, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTrO, ZC |
| **Syria** | AFESD, AL, AMF, CAEU, ESCWA, FAO, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, ISO, ITU, NAM, OAPEC, OIC, UN, UN Security Council (temporary), UNCTAD, UNESCO, UNIDO, UNRWA, UPU, WCO, WFTU, WHO, WMO, WToO |
| **Taiwan** | APEC, AsDB, BCIE, ICC, ICFTU, IFRCS, IOC, WCL, WTrO |
| **Tajikistan** | AsDB, CIS, EAPC, EBRD, ECE, ECO, ESCAP, FAO, IAEA, IBRD, ICAO, ICCt, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IOC, IOM, ITU, OIC, OPCW, OSCE, PFP, SCO, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTrO (observer) |
| **Tanzania** | ACP, AfDB, C, EADB, ECA, FAO, G- 6, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, NAM, OAU, OPCW, SADC, UN, UNAMSIL, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Thailand** | APEC, ARF, AsDB, ASEAN, BIS, CP, ESCAP, FAO, G-77, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, NAM, OAS (observer), OIC (observer), OPCW, OSCE (partner), PCA, UN, UNAMSIL, UNCTAD, UNESCO, UNHCR, UNIDO, UNIKOM, UNMIBH, UNMISET, UNU, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
