CIA - The World Factbook -- Field Listing - International organization participation

| Country | International organization participation |
| **Malta** | Australia Group, C, CE, EBRD, EIB, EU (new member), FAO, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, NAM, NSG, OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Marshall Islands** | ACP, AsDB, FAO, G-77, IAEA, IBRD, ICAO, ICCt, IDA, IFC, IMF, IMO, Interpol, IOC, ITU, OPCW, PIF, Sparteca, SPC, UN, UNCTAD, UNESCO, WHO |
| **Martinique** | UPU, WCL, WFTU |
| **Mauritania** | ABEDA, ACCT, ACP, AfDB, AFESD, AMF, AMU, AU, CAEU, FAO, G-77, IAEA, IBRD, ICAO, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ITU, LAS, MIGA, NAM, OIC, OIF, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Mauritius** | ACCT, ACP, AfDB, AU, C, COMESA, FAO, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, InOC, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, NAM, OIF, OPCW, PCA, SADC, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Mayotte** | UPU |
| **Mexico** | APEC, BCIE, BIS, CAN (observer), CDB, CE (observer), CSN (observer), EBRD, FAO, G-3, G-6, G-15, G-24, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, LAES, LAIA, NAFTA, NAM (observer), NEA, OAS, OECD, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNITAR, UNMOVIC, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Micronesia, Federated States of** | ACP, AsDB, FAO, G-77, IBRD, ICAO, ICRM, IDA, IFC, IFRCS, IMF, IOC, ITU, MIGA, OPCW, PIF, Sparteca, SPC, UN, UNCTAD, UNESCO, WHO, WMO |
| **Moldova** | ACCT, BSEC, CE, CEI, CIS, EAPC, EBRD, FAO, GUAM, IAEA, IBRD, ICAO, ICCt (signatory), ICFTU, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, MIGA, OIF, OPCW, OSCE, PFP, SECI, UN, UNCTAD, UNESCO, UNIDO, UNMIL, UNMIS, UNOCI, UPU, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Monaco** | ACCT, CE, FAO, IAEA, ICAO, ICC, ICCt (signatory), ICRM, IFRCS, IHO, IMO, Interpol, IOC, IPU, ITU, OIF, OPCW, OSCE, UN, UNCTAD, UNESCO, UNIDO, UNITAR, UPU, WHO, WIPO, WMO, WToO |
| **Mongolia** | ARF, AsDB, CP, EBRD, FAO, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IPU, ISO, ITU, MIGA, MINURSO, MONUC, NAM, OPCW, OSCE (partner), SCO (observer), UN, UNCTAD, UNESCO, UNIDO, UNMIL, UNMIS, UPU, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Montenegro** | CEI, EBRD, FAO, IAEA, ICFTU, ILO, Interpol, IPU, ITU, OSCE, UN, UPU, WHO, WTO (observer) |
| **Montserrat** | Caricom, CDB, ICFTU, Interpol (subbureau), OECS, UPU |
| **Morocco** | ABEDA, ACCT, AfDB, AFESD, AMF, AMU, EBRD, FAO, G-77, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, LAS, MIGA, MINUSTAH, MONUC, NAM, OAS (observer), OIC, OIF, OPCW, OSCE (partner), PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNITAR, UNOCI, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Mozambique** | ACP, AfDB, AU, C, FAO, G-77, IAEA, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM (observer), IPU, ISO (correspondent), ITU, MIGA, MONUC, NAM, OIC, OIF (observer), OPCW, SADC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMIS, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Namibia** | ACP, AfDB, AU, C, FAO, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), IPU, ISO (correspondent), ITU, MIGA, NAM, ONUB, OPCW, SACU, SADC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNMIL, UNMIS, UNOCI, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Nauru** | ACP, AsDB, C, FAO, ICAO, ICCt, Interpol, IOC, ITU, OPCW, PIF, Sparteca, SPC, UN, UNCTAD, UNESCO, UPU, WHO |
| **Nepal** | AsDB, BIMSTEC, CP, FAO, G-77, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), IPU, ISO (correspondent), ITU, MIGA, MINUSTAH, MONUC, NAM, ONUB, OPCW, SAARC, SACEP, UN, UNCTAD, UNDOF, UNESCO, UNIDO, UNMEE, UNMIL, UNMIS, UNOCI, UNTSO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Netherlands** | AfDB, Arctic Council (observer), AsDB, Australia Group, Benelux, BIS, CBSS (observer), CE, CERN, EAPC, EBRD, EIB, EMU, ESA, EU, FAO, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, MONUC, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, Paris Club, PCA, SECI (observer), UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMIS, UNRWA, UNTSO, UPU, WCL, WCO, WEU, WHO, WIPO, WMO, WToO, WTO, ZC |
| **Netherlands Antilles** | ILO, IMF, Interpol, IOC, UNESCO (associate), UPU, WCL, WCO, WMO, WToO (associate) |
| **New Caledonia** | ICFTU, PIF (observer), SPC, UPU, WFTU, WMO |
| **New Zealand** | ANZUS (US suspended security obligations to NZ on 11 August 1986), APEC, ARF, AsDB, ASEAN (dialogue partner), Australia Group, BIS, C, CP, EAS, EBRD, FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, NAM (guest), NSG, OECD, OPCW, PCA, PIF, Sparteca, SPC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMIS, UNTSO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Nicaragua** | BCIE, CACM, FAO, G-77, IADB, IAEA, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, LAES, LAIA (observer), MIGA, NAM, OAS, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Niger** | ACCT, ACP, AfDB, AU, ECOWAS, Entente, FAO, FZ, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, MONUC, NAM, OIC, OIF, ONUB, OPCW, UN, UNCTAD, UNESCO, UNIDO, UNMIL, UNOCI, UPU, WADB (regional), WAEMU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Nigeria** | ACP, AfDB, AU, C, ECOWAS, FAO, G-15, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, MINURSO, MONUC, NAM, OAS (observer), OIC, ONUB, OPCW, OPEC, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNITAR, UNMEE, UNMIL, UNMIS, UNMOVIC, UNOCI, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Niue** | ACP, FAO, IFAD, OPCW, PIF, Sparteca, SPC, UNESCO, UPU, WHO, WMO |
| **Norfolk Island** | UPU |
| **Northern Mariana Islands** | Interpol (subbureau), SPC, UPU |
| **Norway** | AfDB, Arctic Council, AsDB, Australia Group, BIS, CBSS, CE, CERN, EAPC, EBRD, EFTA, ESA, FAO, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, NAM (guest), NATO, NC, NEA, NIB, NSG, OAS (observer), OECD, OPCW, OSCE, Paris Club, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNIFIL, UNMEE, UNMIS, UNRWA, UNTSO, UPU, WCO, WEU (associate), WHO, WIPO, WMO, WTO, ZC |
| **Oman** | ABEDA, AFESD, AMF, FAO, G-77, GCC, IBRD, ICAO, ICCt (signatory), IDA, IDB, IFAD, IFC, IHO, ILO, IMF, IMO, Interpol, IOC, ISO, ITU, LAS, MIGA, NAM, OIC, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO, WToO |
| **Pakistan** | ARF, AsDB, C (reinstated 2004), CP, ECO, FAO, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, MINURSO, MINUSTAH, MONUC, NAM, OAS (observer), OIC, ONUB, OPCW, PCA, SAARC, SACEP, SCO (observer), UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNITAR, UNMIL, UNMIS, UNOCI, UNOMIG, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Palau** | ACP, AsDB, FAO, IAEA, IBRD, ICAO, ICRM, IDA, IFC, IFRCS, IMF, IOC, IPU, MIGA, OPCW, PIF, Sparteca, SPC, UN, UNCTAD, UNESCO, WHO |
| **Panama** | CAN (observer), CSN (observer), FAO, G-77, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, LAES, LAIA (observer), MIGA, NAM, OAS, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Papua New Guinea** | ACP, APEC, ARF, AsDB, ASEAN (observer), C, CP, FAO, G-77, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM (observer), IPU, ISO (correspondent), ITU, MIGA, NAM, OPCW, PIF, Sparteca, SPC, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO, WToO |
| **Paraguay** | CAN (associate), CSN, FAO, G-77, IADB, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, LAES, LAIA, Mercosur, MIGA, MINUSTAH, MONUC, NAM (observer), OAS, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNIDO, UNMEE, UNMIL, UNMIS, UNOCI, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Peru** | APEC, CAN, CSN, FAO, G-15, G-24, G-77, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, LAES, LAIA, Mercosur (associate), MIGA, MINUSTAH, MONUC, NAM, OAS, OPANAL, OPCW, PCA, RG, UN, UN Security Council (temporary), UNCTAD, UNESCO, UNIDO, UNMEE, UNMIL, UNMIS, UNOCI, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Philippines** | APEC, APT, ARF, AsDB, ASEAN, BIS, CP, EAS, FAO, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, MINUSTAH, NAM, OAS (observer), ONUB, OPCW, PIF (partner), UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMIL, UNMIS, UNOCI, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Pitcairn Islands** | SPC, UPU |
| **Poland** | ACCT (observer), Arctic Council (observer), Australia Group, BIS, BSEC (observer), CBSS, CE, CEI, CERN, EAPC, EBRD, EIB, EU, FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, MINURSO, MONUC, NAM (guest), NATO, NSG, OAS (observer), OECD, OIF (observer), OPCW, OSCE, PCA, UN, UNCTAD, UNDOF, UNESCO, UNHCR, UNIDO, UNIFIL, UNMEE, UNMIL, UNMIS, UNOCI, UNOMIG, UPU, WCL, WCO, WEU (associate), WFTU, WHO, WIPO, WMO, WToO, WTO, ZC |
| **Portugal** | AfDB, AsDB, Australia Group, BIS, CE, CERN, EAPC, EBRD, EIB, EMU, ESA, EU, FAO, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, LAIA (observer), MIGA, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, ONUB, OPCW, OSCE, PCA, SECI (observer), UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WCL, WCO, WEU, WFTU, WHO, WIPO, WMO, WToO, WTO, ZC |
| **Puerto Rico** | Interpol (subbureau), IOC, UPU, WCL, WFTU, WToO (associate) |
| **Qatar** | ABEDA, ACC, AFESD, AMF, FAO, G-77, GCC, IAEA, IBRD, ICAO, ICC, ICRM, IDB, IFAD, IFRCS, ILO, IMF, IMO, Interpol, IOC, IPU, ISO, ITU, LAS, MIGA, NAM, OAPEC, OAS (observer), OIC, OPCW, OPEC, PCA, UN, UN Security Council (temporary), UNCTAD, UNESCO, UNIDO, UPU, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Reunion** | InOC, UPU, WFTU |
| **Romania** | ACCT, Australia Group, BIS, BSEC, CE, CEI, EAPC, EBRD, ESA (cooperating state), EU (applicant), FAO, G- 9, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, LAIA (observer), MIGA, MONUC, NAM (guest), NATO, NSG, OAS (observer), OIF, OPCW, OSCE, PCA, SECI, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNMIL, UNMIS, UNOCI, UNOMIG, UPU, WCL, WCO, WEU (associate partner), WFTU, WHO, WIPO, WMO, WToO, WTO, ZC |
| **Russia** | APEC, Arctic Council, ARF, ASEAN (dialogue partner), BIS, BSEC, CBSS, CE, CERN (observer), CIS, EAPC, EBRD, G- 8, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, ICRM, IDA, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM (observer), IPU, ISO, ITU, LAIA (observer), MIGA, MINURSO, MONUC, NAM (guest), NSG, OAS (observer), OIC (observer), ONUB, OPCW, OSCE, Paris Club, PCA, PFP, SCO, UN, UN Security Council, UNCTAD, UNESCO, UNHCR, UNIDO, UNITAR, UNMEE, UNMIL, UNMIS, UNMOVIC, UNOCI, UNOMIG, UNTSO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO (observer), ZC |
| **Rwanda** | ACCT, ACP, AfDB, AU, CEPGL, COMESA, FAO, G-77, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, MIGA, NAM, OIF, OPCW, UN, UNCTAD, UNESCO, UNIDO, UNMIS, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Saint Helena** | ICFTU, UPU |
| **Saint Kitts and Nevis** | ACP, C, Caricom, CDB, FAO, G-77, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ITU, MIGA, OAS, OECS, OPANAL, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WHO, WIPO, WTO |
| **Saint Lucia** | ACCT, ACP, C, Caricom, CDB, FAO, G-77, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ISO, ITU, MIGA, NAM, OAS, OECS, OIF, OPANAL, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Saint Pierre and Miquelon** | UPU, WFTU |
| **Saint Vincent and the Grenadines** | ACP, C, Caricom, CDB, FAO, G-77, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFRCS, ILO, IMF, IMO, Interpol, IOC, ISO (subscriber), ITU, MIGA, OAS, OECS, OPANAL, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WFTU, WHO, WIPO, WTO |
| **Samoa** | ACP, AsDB, C, FAO, G-77, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, IOC, IPU, ITU, MIGA, OPCW, PIF, Sparteca, SPC, UN, UNCTAD, UNESCO, UPU, WCO, WHO, WIPO, WMO, WTO (observer) |
| **San Marino** | CE, FAO, IBRD, ICAO, ICCt, ICFTU, ICRM, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), IPU, ITU, OPCW, OSCE, UN, UNCTAD, UNESCO, UPU, WHO, WIPO, WToO |
| **Sao Tome and Principe** | ACCT, ACP, AfDB, AU, FAO, G-77, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IFAD, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), IPU, ITU, NAM, OIF, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WHO, WIPO, WMO, WToO, WTO (observer) |
| **Saudi Arabia** | ABEDA, AfDB, AFESD, AMF, BIS, FAO, G-77, GCC, IAEA, IBRD, ICAO, ICC, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IPU, ISO, ITU, LAS, MIGA, NAM, OAPEC, OAS (observer), OIC, OPCW, OPEC, PCA, UN, UNCTAD, UNESCO, UNIDO, UNRWA, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO, WToO |
| **Senegal** | ACCT, ACP, AfDB, AU, ECOWAS, FAO, FZ, G-15, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, MIGA, MONUC, NAM, OIC, OIF, ONUB, OPCW, PCA, UN, UNCTAD, UNESCO, UNIDO, UNMIL, UNMOVIC, UNOCI, UPU, WADB (regional), WAEMU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Serbia** | ABEDA, BIS, BSEC, CE, CEI, EBRD, FAO, G-9, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFAD (suspended), IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, MONUC, NAM, OAS (observer), OIF (observer), OPCW, OSCE, PCA, SECI, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMIL, UNOCI, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTO (observer) |
| **Seychelles** | ACCT, ACP, AfDB, AU, C, COMESA, FAO, G-77, IAEA, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IFAD, IFC, IFRCS, ILO, IMF, IMO, InOC, Interpol, IOC, ISO (correspondent), ITU, MIGA, NAM, OIF, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WHO, WIPO, WMO, WToO, WTO (observer) |
| **Sierra Leone** | ACP, AfDB, AU, C, ECOWAS, FAO, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ITU, MIGA, NAM, OIC, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Singapore** | APEC, APT, ARF, AsDB, ASEAN, BIS, C, CP, EAS, G-77, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IPU, ISO, ITU, MIGA, NAM, OPCW, PCA, UN, UNCTAD, UPU, WCL, WCO, WHO, WIPO, WMO, WTO |
| **Slovakia** | ACCT (observer), Australia Group, BIS, BSEC (observer), CE, CEI, CERN, EAPC, EBRD, EIB, EU (new member), FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OIF (observer), OPCW, OSCE, PCA, UN, UN Security Council (temporary), UNCTAD, UNDOF, UNESCO, UNFICYP, UNIDO, UNTSO, UPU, WCL, WCO, WEU (associate partner), WFTU, WHO, WIPO, WMO, WToO, WTO, ZC |
| **Slovenia** | ACCT (observer), Australia Group, BIS, CE, CEI, EAPC, EBRD, EIB, EU (new member), FAO, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IDA, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, NAM (guest), NATO, NSG, OAS (observer), OIF (observer), OPCW, OSCE, PCA, SECI, UN, UNCTAD, UNESCO, UNIDO, UNTSO, UPU, WCO, WEU (associate partner), WHO, WIPO, WMO, WToO, WTO, ZC |
| **Solomon Islands** | ACP, AsDB, C, ESCAP, FAO, G-77, IBRD, ICAO, ICCt (signatory), ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, IOC, ITU, MIGA, OPCW, PIF, Sparteca, SPC, UN, UNCTAD, UNESCO, UPU, WFTU, WHO, WMO, WTO |
| **Somalia** | ACP, AfDB, AFESD, AMF, AU, CAEU, FAO, G-77, IBRD, ICAO, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IGAD, ILO, IMF, IMO, Interpol, IOC, IOM (observer), IPU, ITU, LAS, NAM, OIC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WFTU, WHO, WIPO, WMO |
| **South Africa** | ACP, AfDB, AU, BIS, C, FAO, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, MONUC, NAM, NSG, ONUB, OPCW, PCA, SACU, SADC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNITAR, UNMEE, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO, ZC |
| **Spain** | AfDB, AsDB, Australia Group, BCIE, BIS, CE, CERN, EAPC, EBRD, EIB, EMU, ESA, EU, FAO, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, LAIA (observer), MIGA, MONUC, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, Paris Club, PCA, SECI (observer), UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNIFIL, UNMEE, UNRWA, UPU, WCL, WCO, WEU, WHO, WIPO, WMO, WToO, WTO, ZC |
| **Sri Lanka** | AsDB, BIMSTEC, C, CP, FAO, G-15, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, MINURSO, MINUSTAH, MONUC, NAM, OAS (observer), OPCW, PCA, SAARC, SACEP, UN, UNCTAD, UNESCO, UNIDO, UNMIS, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Sudan** | ABEDA, ACP, AfDB, AFESD, AMF, AU, CAEU, COMESA, FAO, G-77, IAEA, IBRD, ICAO, ICCt (signatory), ICRM, IDA, IDB, IFAD, IFC, IFRCS, IGAD, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, LAS, MIGA, NAM, OIC, OPCW, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO (observer) |
| **Suriname** | ACP, Caricom, CSN, FAO, G-77, IADB, IBRD, ICAO, ICFTU, ICRM, IDB, IFAD, IFRCS, IHO (suspended), ILO, IMF, IMO, Interpol, IOC, IPU, ITU, LAES, MIGA, NAM, OAS, OIC, OPANAL, OPCW, PCA, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WHO, WIPO, WMO, WTO |
| **Svalbard** | none |
| **Swaziland** | ACP, AfDB, AU, C, COMESA, FAO, G-77, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, ISO (correspondent), ITU, MIGA, NAM, OPCW, PCA, SACU, SADC, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WHO, WIPO, WMO, WToO, WTO |
