CIA - The World Factbook -- Field Listing - Telephone system

| Country | Telephone system |
| | *international:* country code - 250; international connections employ microwave radio relay to neighboring countries and satellite communications to more distant countries; satellite earth stations - 1 Intelsat (Indian Ocean) in Kigali (includes telex and telefax service) |
| **Saint Helena** | *general assessment:* can communicate worldwide |
| | *domestic:* automatic network |
| | *international:* country code - 290; HF radiotelephone from Saint Helena to Ascension Island, which is a major coaxial submarine cable relay point between South Africa, Portugal, and UK; satellite earth stations - 2 Intelsat (Atlantic Ocean) |
| **Saint Kitts and Nevis** | *general assessment:* good interisland and international connections |
| | *domestic:* inter-island links via Eastern Caribbean Fiber Optic cable; construction of enhanced wireless infrastructure launched in November 2004 |
| | *international:* country code - 1-869; international calls are carried by submarine cable or Intelsat |
| **Saint Lucia** | *general assessment:* adequate system |
| | *domestic:* system is automatically switched |
| | *international:* country code - 1-758; direct microwave radio relay link with Martinique and Saint Vincent and the Grenadines; tropospheric scatter to Barbados; international calls beyond these countries are carried by Intelsat from Martinique |
| **Saint Pierre and Miquelon** | *general assessment:* adequate |
| | *domestic:* NA |
| | *international:* country code - 508; radiotelephone communication with most countries in the world; 1 earth station in French domestic satellite system |
| **Saint Vincent and the Grenadines** | *general assessment:* adequate system |
| | *domestic:* islandwide, fully automatic telephone system; VHF/UHF radiotelephone from Saint Vincent to the other islands of the Grenadines |
| | *international:* country code - 1-784; VHF/UHF radiotelephone from Saint Vincent to Barbados; new SHF radiotelephone to Grenada and to Saint Lucia; access to Intelsat earth station in Martinique through Saint Lucia |
| **Samoa** | *general assessment:* adequate |
| | *domestic:* NA |
| | *international:* country code - 685; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **San Marino** | *general assessment:* adequate connections |
| | *domestic:* automatic telephone system completely integrated into Italian system |
| | *international:* country code - 378; connected to Italian international network |
| **Sao Tome and Principe** | *general assessment:* adequate facilities |
| | *domestic:* minimal system |
| | *international:* country code - 239; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Saudi Arabia** | *general assessment:* modern system |
| | *domestic:* extensive microwave radio relay, coaxial cable, and fiber-optic cable systems |
| | *international:* country code - 966; microwave radio relay to Bahrain, Jordan, Kuwait, Qatar, UAE, Yemen, and Sudan; coaxial cable to Kuwait and Jordan; submarine cable to Djibouti, Egypt and Bahrain; satellite earth stations - 5 Intelsat (3 Atlantic Ocean and 2 Indian Ocean), 1 Arabsat, and 1 Inmarsat (Indian Ocean region) |
| **Senegal** | *general assessment:* good system |
| | *domestic:* above-average urban system; microwave radio relay, coaxial cable and fiber-optic cable in trunk system |
| | *international:* country code - 221; 4 submarine cables; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Serbia and Montenegro** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 381; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Seychelles** | *general assessment:* effective system |
| | *domestic:* radiotelephone communications between islands in the archipelago |
| | *international:* country code - 248; direct radiotelephone communications with adjacent island countries and African coastal countries; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Sierra Leone** | *general assessment:* marginal telephone and telegraph service |
| | *domestic:* the national microwave radio relay trunk system connects Freetown to Bo and Kenema |
| | *international:* country code - 232; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Singapore** | *general assessment:* excellent service |
| | *domestic:* excellent domestic facilities |
| | *international:* country code - 65; submarine cables to Malaysia (Sabah and Peninsular Malaysia), Indonesia, and the Philippines; satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Pacific Ocean), and 1 Inmarsat (Pacific Ocean region) |
| **Slovakia** | *general assessment:* a modernization and privatization program is increasing accessibility to telephone service, reducing the waiting time for new subscribers, and generally improving service quality |
| | *domestic:* predominantly an analog system that is now receiving digital equipment and is being enlarged with fiber-optic cable, especially in the larger cities; mobile cellular capability has been added |
| | *international:* country code - 421; three international exchanges (one in Bratislava and two in Banska Bystrica) are available; Slovakia is participating in several international telecommunications projects that will increase the availability of external services |
| **Slovenia** | *general assessment:* NA |
| | *domestic:* 100% digital (2000) |
| | *international:* country code - 386 |
| **Solomon Islands** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 677; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Somalia** | *general assessment:* the public telecommunications system was almost completely destroyed or dismantled by the civil war factions; private wireless companies offer service in most major cities and charge the lowest international rates on the continent |
| | *domestic:* local cellular telephone systems have been established in Mogadishu and in several other population centers |
| | *international:* country code - 252; international connections are available from Mogadishu by satellite |
| **South Africa** | *general assessment:* the system is the best developed and most modern in Africa |
| | *domestic:* consists of carrier-equipped open-wire lines, coaxial cables, microwave radio relay links, fiber-optic cable, radiotelephone communication stations, and wireless local loops; key centers are Bloemfontein, Cape Town, Durban, Johannesburg, Port Elizabeth, and Pretoria |
| | *international:* country code - 27; 2 submarine cables; satellite earth stations - 3 Intelsat (1 Indian Ocean and 2 Atlantic Ocean) |
| **South Georgia and the South Sandwich Islands** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* coastal radiotelephone station at Grytviken |
| **Spain** | *general assessment:* generally adequate, modern facilities; teledensity is 44 main lines for each 100 persons |
| | *domestic:* NA |
| | *international:* country code - 34; 22 coaxial submarine cables; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean), NA Eutelsat; tropospheric scatter to adjacent countries |
| **Sri Lanka** | *general assessment:* very inadequate domestic service, particularly in rural areas; likely improvement with privatization of national telephone company and encouragement to private investment; good international service (1999) |
| | *domestic:* national trunk network consists mostly of digital microwave radio relay; fiber-optic links now in use in Colombo area and two fixed wireless local loops have been installed; competition is strong in mobile cellular systems; telephone density remains low at 2.6 main lines per 100 persons (1999) |
| | *international:* country code - 94; submarine cables to Indonesia and Djibouti; satellite earth stations - 2 Intelsat (Indian Ocean) (1999) |
| **Sudan** | *general assessment:* large, well-equipped system by regional standards and being upgraded; cellular communications started in 1996 and have expanded substantially |
| | *domestic:* consists of microwave radio relay, cable, radiotelephone communications, tropospheric scatter, and a domestic satellite system with 14 earth stations |
| | *international:* country code - 249; satellite earth stations - 1 Intelsat (Atlantic Ocean) and 1 Arabsat (2000) |
| **Suriname** | *general assessment:* international facilities are good |
| | *domestic:* microwave radio relay network |
| | *international:* country code - 597; satellite earth stations - 2 Intelsat (Atlantic Ocean) |
| **Svalbard** | *general assessment:* probably adequate |
| | *domestic:* local telephone service |
| | *international:* country code - 47-790; satellite earth station - 1 of unknown type (for communication with Norwegian mainland only) |
| **Swaziland** | *general assessment:* a somewhat modern but not an advanced system |
| | *domestic:* system consists of carrier-equipped, open-wire lines and low-capacity, microwave radio relay |
| | *international:* country code - 268; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Sweden** | *general assessment:* excellent domestic and international facilities; automatic system |
| | *domestic:* coaxial and multiconductor cables carry most of the voice traffic; parallel microwave radio relay systems carry some additional telephone channels |
| | *international:* country code - 46; 5 submarine coaxial cables; satellite earth stations - 1 Intelsat (Atlantic Ocean), 1 Eutelsat, and 1 Inmarsat (Atlantic and Indian Ocean regions); note - Sweden shares the Inmarsat earth station with the other Nordic countries (Denmark, Finland, Iceland, and Norway) |
| **Switzerland** | *general assessment:* excellent domestic and international services |
| | *domestic:* extensive cable and microwave radio relay networks |
| | *international:* country code - 41; satellite earth stations - 2 Intelsat (Atlantic Ocean and Indian Ocean) |
| **Syria** | *general assessment:* fair system currently undergoing significant improvement and digital upgrades, including fiber-optic technology |
| | *domestic:* coaxial cable and microwave radio relay network |
| | *international:* country code - 963; satellite earth stations - 1 Intelsat (Indian Ocean) and 1 Intersputnik (Atlantic Ocean region); 1 submarine cable; coaxial cable and microwave radio relay to Iraq, Jordan, Lebanon, and Turkey; participant in Medarabtel |
| **Taiwan** | *general assessment:* provides telecommunications service for every business and private need |
| | *domestic:* thoroughly modern; completely digitalized |
| | *international:* country code - 886; satellite earth stations - 2 Intelsat (1 Pacific Ocean and 1 Indian Ocean); submarine cables to Japan (Okinawa), Philippines, Guam, Singapore, Hong Kong, Indonesia, Australia, Middle East, and Western Europe (1999) |
| **Tajikistan** | *general assessment:* poorly developed and not well maintained; many towns are not linked to the national network |
| | *domestic:* cable and microwave radio relay |
| | *international:* country code - 992; linked by cable and microwave radio relay to other CIS republics and by leased connections to the Moscow international gateway switch; Dushanbe linked by Intelsat to international gateway switch in Ankara (Turkey); satellite earth stations - 1 Orbita and 2 Intelsat |
| **Tanzania** | *general assessment:* fair system operating below capacity and being modernized for better service; VSAT (very small aperture terminal) system under construction |
| | *domestic:* trunk service provided by open-wire, microwave radio relay, tropospheric scatter, and fiber-optic cable; some links being made digital |
| | *international:* country code - 255; satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Atlantic Ocean) |
| **Thailand** | *general assessment:* high quality system, especially in urban areas like Bangkok; WTO requirement for privatization of telecom sector is planned to be complete by 2006 |
| | *domestic:* fixed line system provided by both a government owned and commercial provider; wireless service expanding rapidly and outpacing fixed lines |
| | *international:* country code - 66; satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Pacific Ocean); landing country for APCN submarine cable |
| **Togo** | *general assessment:* fair system based on a network of microwave radio relay routes supplemented by open-wire lines and a mobile cellular system |
| | *domestic:* microwave radio relay and open-wire lines for conventional system; cellular system has capacity of 10,000 telephones |
| | *international:* country code - 228; satellite earth stations - 1 Intelsat (Atlantic Ocean) and 1 Symphonie |
| **Tokelau** | *general assessment:* modern satellite-based communications system; |
| | *domestic:* radiotelephone service between islands |
| | *international:* country code - 690; radiotelephone service to Samoa; government-regulated telephone service (TeleTok), with 3 satellite earth stations, established in 1997 |
| **Tonga** | *general assessment:* competition between Tonga Telecommunications Corporation (TCC) and Shoreline Communications Tonga (SCT) is accelerating expansion of telecommunications; SCT recently granted authority to develop high-speed digital service for telephone, Internet, and television |
| | *domestic:* fully automatic switched network |
| | *international:* country code - 676; satellite earth station - 1 Intelsat (Pacific Ocean) (2004) |
| **Trinidad and Tobago** | *general assessment:* excellent international service; good local service |
| | *domestic:* NA |
| | *international:* country code - 1-868; satellite earth station - 1 Intelsat (Atlantic Ocean); tropospheric scatter to Barbados and Guyana |
| **Tunisia** | *general assessment:* above the African average and continuing to be upgraded; key centers are Sfax, Sousse, Bizerte, and Tunis; Internet access available |
| | *domestic:* trunk facilities consist of open-wire lines, coaxial cable, and microwave radio relay |
| | *international:* country code - 216; 5 submarine cables; satellite earth stations - 1 Intelsat (Atlantic Ocean) and 1 Arabsat; coaxial cable and microwave radio relay to Algeria and Libya; participant in Medarabtel; two international gateway digital switches |
| **Turkey** | *general assessment:* undergoing rapid modernization and expansion, especially with cellular telephones |
| | *domestic:* additional digital exchanges are permitting a rapid increase in subscribers; the construction of a network of technologically advanced intercity trunk lines, using both fiber-optic cable and digital microwave radio relay is facilitating communication between urban centers; remote areas are reached by a domestic satellite system; the number of subscribers to mobile cellular telephone service is growing rapidly |
| | *international:* country code - 90; international service is provided by three submarine fiber-optic cables in the Mediterranean and Black Seas, linking Turkey with Italy, Greece, Israel, Bulgaria, Romania, and Russia; also by 12 Intelsat earth stations, and by 328 mobile satellite terminals in the Inmarsat and Eutelsat systems (2002) |
| **Turkmenistan** | *general assessment:* poorly developed |
| | *domestic:* NA |
| | *international:* country code - 993; linked by cable and microwave radio relay to other CIS republics and to other countries by leased connections to the Moscow international gateway switch; a new telephone link from Ashgabat to Iran has been established; a new exchange in Ashgabat switches international traffic through Turkey via Intelsat; satellite earth stations - 1 Orbita and 1 Intelsat |
| **Turks and Caicos Islands** | *general assessment:* fully digital system with international direct dialing |
| | *domestic:* full range of services available |
| | *international:* country code - 1-649; 2 submarine cables; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Tuvalu** | *general assessment:* serves particular needs for internal communications |
| | *domestic:* radiotelephone communications between islands |
| | *international:* country code - 688; international calls can be made by satellite |
| **Uganda** | *general assessment:* seriously inadequate; two cellular systems have been introduced, but a sharp increase in the number of main lines is essential; e-mail and Internet services are available |
| | *domestic:* intercity traffic by wire, microwave radio relay, and radiotelephone communication stations, fixed and mobile cellular systems for short-range traffic |
| | *international:* country code - 256; satellite earth stations - 1 Intelsat (Atlantic Ocean) and 1 Inmarsat; analog links to Kenya and Tanzania |
| **Ukraine** | *general assessment:* Ukraine's telecommunication development plan, running through 2005, emphasizes improving domestic trunk lines, international connections, and the mobile cellular system |
| | *domestic:* at independence in December 1991, Ukraine inherited a telephone system that was antiquated, inefficient, and in disrepair; more than 3.5 million applications for telephones could not be satisfied; telephone density is now rising slowly and the domestic trunk system is being improved; the mobile cellular telephone system is expanding at a high rate |
| | *international:* country code - 380; two new domestic trunk lines are a part of the fiber-optic Trans-Asia-Europe (TAE) system and three Ukrainian links have been installed in the fiber-optic Trans-European Lines (TEL) project that connects 18 countries; additional international service is provided by the Italy-Turkey-Ukraine-Russia (ITUR) fiber-optic submarine cable and by earth stations in the Intelsat, Inmarsat, and Intersputnik satellite systems |
| **United Arab Emirates** | *general assessment:* modern fiber-optic integrated services; digital network with rapidly growing use of mobile cellular telephones; key centers are Abu Dhabi and Dubai |
| | *domestic:* microwave radio relay, fiber optic and coaxial cable |
| | *international:* country code - 971; satellite earth stations - 3 Intelsat (1 Atlantic Ocean and 2 Indian Ocean) and 1 Arabsat; submarine cables to Qatar, Bahrain, India, and Pakistan; tropospheric scatter to Bahrain; microwave radio relay to Saudi Arabia |
| **United Kingdom** | *general assessment:* technologically advanced domestic and international system |
| | *domestic:* equal mix of buried cables, microwave radio relay, and fiber-optic systems |
| | *international:* country code - 44; 40 coaxial submarine cables; satellite earth stations - 10 Intelsat (7 Atlantic Ocean and 3 Indian Ocean), 1 Inmarsat (Atlantic Ocean region), and 1 Eutelsat; at least 8 large international switching centers |
| **United States** | *general assessment:* a large, technologically advanced, multipurpose communications system |
| | *domestic:* a large system of fiber-optic cable, microwave radio relay, coaxial cable, and domestic satellites carries every form of telephone traffic; a rapidly growing cellular system carries mobile telephone traffic throughout the country |
| | *international:* country code - 1; 24 ocean cable systems in use; satellite earth stations - 61 Intelsat (45 Atlantic Ocean and 16 Pacific Ocean), 5 Intersputnik (Atlantic Ocean region), and 4 Inmarsat (Pacific and Atlantic Ocean regions) (2000) |
| **Uruguay** | *general assessment:* fully digitalized |
| | *domestic:* most modern facilities concentrated in Montevideo; new nationwide microwave radio relay network |
| | *international:* country code - 598; satellite earth stations - 2 Intelsat (Atlantic Ocean) (2002) |
| **Uzbekistan** | *general assessment:* antiquated and inadequate; in serious need of modernization |
| | *domestic:* the domestic telephone system is being expanded and technologically improved, particularly in Tashkent (Toshkent) and Samarqand, under contracts with prominent companies in industrialized countries; moreover, by 1998, six cellular networks had been placed in operation - four of the GSM type (Global System for Mobile Communication), one D-AMPS type (Digital Advanced Mobile Phone System), and one AMPS type (Advanced Mobile Phone System) |
| | *international:* country code - 998; linked by landline or microwave radio relay with CIS member states and to other countries by leased connection via the Moscow international gateway switch; after the completion of the Uzbek link to the Trans-Asia-Europe (TAE) fiber-optic cable, Uzbekistan will be independent of Russian facilities for international communications; Inmarsat also provides an international connection, albeit an expensive one; satellite earth stations - NA (1998) |
| **Vanuatu** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 678; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Venezuela** | *general assessment:* modern and expanding |
| | *domestic:* domestic satellite system with 3 earth stations; recent substantial improvement in telephone service in rural areas; substantial increase in digitalization of exchanges and trunk lines; installation of a national interurban fiber-optic network capable of digital multimedia services |
| | *international:* country code - 58; 3 submarine coaxial cables; satellite earth stations - 1 Intelsat (Atlantic Ocean) and 1 PanAmSat; participating with Colombia, Ecuador, Peru, and Bolivia in the construction of an international fiber-optic network |
| **Vietnam** | *general assessment:* Vietnam is putting considerable effort into modernization and expansion of its telecommunication system, but its performance continues to lag behind that of its more modern neighbors |
| | *domestic:* all provincial exchanges are digitalized and connected to Hanoi, Da Nang, and Ho Chi Minh City by fiber-optic cable or microwave radio relay networks; main lines have been substantially increased, and the use of mobile telephones is growing rapidly |
| | *international:* country code - 84; satellite earth stations - 2 Intersputnik (Indian Ocean region) |
| **Virgin Islands** | *general assessment:* modern system with total digital switching, uses fiber-optic cable and microwave radio relay |
| | *domestic:* full range of services available |
| | *international:* country code - 1-340; 2 submarine cable connections (Taino Carib, Americas-1); satellite earth stations - NA |
| **Wake Island** | *general assessment:* satellite communications; 1 DSN circuit off the Overseas Telephone System (OTS) |
| | *domestic:* NA |
| | *international:* NA |
| **Wallis and Futuna** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 681 |
| **West Bank** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* NA |
| | *note:* Israeli company BEZEK and the Palestinian company PALTEL are responsible for communication services in the West Bank |
| **Western Sahara** | *general assessment:* sparse and limited system |
| | *domestic:* NA |
| | *international:* country code - 212; tied into Morocco's system by microwave radio relay, tropospheric scatter, and satellite; satellite earth stations - 2 Intelsat (Atlantic Ocean) linked to Rabat, Morocco |
| **World** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* NA |
| **Yemen** | *general assessment:* since unification in 1990, efforts have been made to create a national telecommunications network |
| | *domestic:* the national network consists of microwave radio relay, cable, tropospheric scatter, and GSM cellular mobile telephone systems |
| | *international:* country code - 967; satellite earth stations - 3 Intelsat (2 Indian Ocean and 1 Atlantic Ocean), 1 Intersputnik (Atlantic Ocean region), and 2 Arabsat; microwave radio relay to Saudi Arabia and Djibouti |
| **Zambia** | *general assessment:* facilities are aging but still among the best in Sub-Saharan Africa |
| | *domestic:* high-capacity microwave radio relay connects most larger towns and cities; several cellular telephone services in operation; Internet service is widely available; very small aperture terminal (VSAT) networks are operated by private firms |
| | *international:* country code - 260; satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Atlantic Ocean) |
| **Zimbabwe** | *general assessment:* system was once one of the best in Africa, but now suffers from poor maintenance; more than 100,000 outstanding requests for connection despite an equally large number of installed but unused main lines |
| | *domestic:* consists of microwave radio relay links, open-wire lines, radiotelephone communication stations, fixed wireless local loop installations, and a substantial mobile cellular network; Internet connection is available in Harare and planned for all major towns and for some of the smaller ones |
| | *international:* country code - 263; satellite earth stations - 2 Intelsat; two international digital gateway exchanges (in Harare and Gweru) |

This page was last updated on 20 October, 2005
 
