CIA - The World Factbook 2000 -- Telephone system

| Country | Telephone system |
| | *domestic:* additional digital exchanges are permitting a rapid increase in subscribers; the construction of a network of technologically advanced intercity trunk lines, using both fiber-optic cable and digital microwave radio relay is facilitating communication between urban centers; remote areas are reached by a domestic satellite system; the number of subscribers to mobile cellular telephone service is growing rapidly |
| | *international:* international service is provided by three submarine fiber-optic cables in the Mediterranean and Black Seas, linking Turkey with Italy, Greece, Israel, Bulgaria, Romania, and Russia, by 12 Intelsat earth stations, and by 328 mobile satellite terminals in the Inmarsat and Eutelsat systems |
| **Turkmenistan** | poorly developed |
| | *domestic:* NA |
| | *international:* linked by cable and microwave radio relay to other CIS republics and to other countries by leased connections to the Moscow international gateway switch; a new telephone link from Ashgabat to Iran has been established; a new exchange in Ashgabat switches international traffic through Turkey via Intelsat; satellite earth stations - 1 Orbita and 1 Intelsat |
| **Turks and Caicos Islands** | fair cable and radiotelephone services |
| | *domestic:* NA |
| | *international:* 2 submarine cables; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Tuvalu** | *domestic:* radiotelephone communications between islands |
| | *international:* NA |
| **Uganda** | seriously inadequate; two cellular systems have been introduced, but a sharp increase in the number of main lines is essential; e-mail and Internet services are available |
| | *domestic:* intercity traffic by wire, microwave radio relay, and radiotelephone communication stations, fixed and mobile cellular systems for short range traffic |
| | *international:* satellite earth stations - 1 Intelsat (Atlantic Ocean) and 1 Inmarsat; analog links to Kenya and Tanzania |
| **Ukraine** | Ukraine's telecommunication development plan, running through 2005, emphasizes improving domestic trunk lines and international connections, and developing a mobile cellular system |
| | *domestic:* at independence in December 1991, Ukraine inherited a telephone system that was antiquated, inefficient and in disrepair; more than 3.5 million applications for telephones could not be satisfied; telephone density is now rising slowly and the domestic trunk system is being improved; from a small base, the mobile cellular telephone system is expanding at a high rate |
| | *international:* two new domestic trunk lines are a part of the fiber-optic Trans-Asia-Europe (TAE) system and three Ukrainian links have been installed in the fiber-optic Trans-European Lines (TEL) project which connects 18 countries; additional international service is provided by the Italy-Turkey-Ukraine-Russia (ITUR) fiber-optic submarine cable and by earth stations in the Intelsat, Inmarsat, and Intersputnik satellite systems |
| **United Arab Emirates** | modern system consisting of microwave radio relay and coaxial cable; key centers are Abu Dhabi and Dubai |
| | *domestic:* microwave radio relay and coaxial cable |
| | *international:* satellite earth stations - 3 Intelsat (1 Atlantic Ocean and 2 Indian Ocean) and 1 Arabsat; submarine cables to Qatar, Bahrain, India, and Pakistan; tropospheric scatter to Bahrain; microwave radio relay to Saudi Arabia |
| **United Kingdom** | technologically advanced domestic and international system |
| | *domestic:* equal mix of buried cables, microwave radio relay, and fiber-optic systems |
| | *international:* 40 coaxial submarine cables; satellite earth stations - 10 Intelsat (7 Atlantic Ocean and 3 Indian Ocean), 1 Inmarsat (Atlantic Ocean region), and 1 Eutelsat; at least 8 large international switching centers |
| **United States** | *domestic:* a large system of fiber-optic cable, microwave radio relay, coaxial cable, and domestic satellites carries every form of telephone traffic; a rapidly growing cellular system carries mobile telephone traffic throughout the country |
| | *international:* 24 ocean cable systems in use; satellite earth stations - 61 Intelsat (45 Atlantic Ocean and 16 Pacific Ocean), 5 Intersputnik (Atlantic Ocean region), and 4 Inmarsat (Pacific and Atlantic Ocean regions) (2000) |
| **Uruguay** | some modern facilities |
| | *domestic:* most modern facilities concentrated in Montevideo; new nationwide microwave radio relay network |
| | *international:* satellite earth stations - 2 Intelsat (Atlantic Ocean) |
| **Uzbekistan** | antiquated and inadequate; in serious need of modernization |
| | *domestic:* the domestic telephone system is being expanded and technologically improved, particularly in Tashkent and Samarqand, under contracts with prominent companies in industrialized countries; moreover, by 1998, six cellular networks had been placed in operation - four of the GSM type (Global System for Mobile Communication), one D-AMPS type (Digital Advanced Mobile Phone System), and one AMPS type (Advanced Mobile Phone System) |
| | *international:* linked by landline or microwave radio relay with CIS member states and to other countries by leased connection via the Moscow international gateway switch; after the completion of the Uzbek link to the Trans-Asia-Europe (TAE) fiber-optic cable, Uzbekistan will be independent of Russian facilities for international communications; Inmarsat also provides an international connection, albeit an expensive one; satellite earth stations - NA (1998) |
| **Vanuatu** | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Venezuela** | modern and expanding |
| | *domestic:* domestic satellite system with 3 earth stations; recent substantial improvement in telephone service in rural areas; substantial increase in digitalization of exchanges and trunk lines; installation of a national inter-urban fiber-optic network capable of digital multimedia services |
| | *international:* 3 submarine coaxial cables; satellite earth stations - 1 Intelsat (Atlantic Ocean) and 1 PanAmSat; participating with Colombia, Ecuador, Peru, and Bolivia in the construction of an international fiber-optic network |
| **Vietnam** | while Vietnam's telecommunication sector lags far behind other countries in Southeast Asia, Hanoi has made considerable progress since 1991 in upgrading the system; Vietnam has digitalized all provincial switch boards, while fiber-optic and microwave transmission systems have been extended from Hanoi, Da Nang, and Ho Chi Minh City to all provinces; the density of telephone receivers nationwide doubled from 1993 to 1995, but is still far behind other countries in the region |
| | *domestic:* NA |
| | *international:* satellite earth stations - 2 Intersputnik (Indian Ocean region) |
| **Virgin Islands** | *domestic:* modern, uses fiber-optic cable and microwave radio relay |
| | *international:* submarine cable and satellite communications; satellite earth stations - NA |
| **Wake Island** | satellite communications; 1 DSN circuit off the Overseas Telephone System (OTS) |
| | *domestic:* NA |
| | *international:* NA |
| **Wallis and Futuna** | *domestic:* NA |
| | *international:* NA |
| **West Bank** | *domestic:* NA |
| | *international:* NA |
| | *note:* Israeli company BEZEK and the Palestinian company PALTEL are responsible for communication services in the West Bank |
| **Western Sahara** | sparse and limited system |
| | *domestic:* NA |
| | *international:* tied into Morocco's system by microwave radio relay, tropospheric scatter, and satellite; satellite earth stations - 2 Intelsat (Atlantic Ocean) linked to Rabat, Morocco |
| **World** | *domestic:* NA |
| | *international:* NA |
| **Yemen** | since unification in 1990, efforts have been made to create a national telecommunications network |
| | *domestic:* the network consists of microwave radio relay, cable, and tropospheric scatter |
| | *international:* satellite earth stations - 3 Intelsat (2 Indian Ocean and 1 Atlantic Ocean), 1 Intersputnik (Atlantic Ocean region), and 2 Arabsat; microwave radio relay to Saudi Arabia and Djibouti |
| **Zambia** | facilities are among the best in Sub-Saharan Africa |
| | *domestic:* high-capacity microwave radio relay connects most larger towns and cities; several cellular telephone services in operation; Internet service is widely available; very small aperature terminal (VSAT) networks are operated by private firms |
| | *international:* satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Atlantic Ocean) |
| **Zimbabwe** | system was once one of the best in Africa, but now suffers from poor maintenance; more than 100,000 outstanding requests for connection despite an equally large number of installed but unused main lines |
| | *domestic:* consists of microwave radio relay links, open-wire lines, radiotelephone communication stations, fixed wireless local loop installations, and a substantial mobile cellular network; Internet connection is available in Harare and planned for all major towns and for some of the smaller ones |
| | *international:* satellite earth stations - 2 Intelsat; two international digital gateway exchanges (in Harare and Gweru) |
| **Taiwan** | *domestic:* provides modern telecommunications service for every business and private need; completely digitalized |
| | *international:* satellite earth stations - 2 Intelsat (1 Pacific Ocean and 1 Indian Ocean); submarine cables to Japan (Okinawa), Philippines, Guam, Singapore, Hong Kong, Indonesia, Australia, Middle East, and Western Europe (1999) |



