CIA - The World Factbook -- Field Listing - Telephone system

| Country | Telephone system |
| | *domestic:* NA |
| | *international:* country code - 269; microwave radio relay and HF radiotelephone communications to Comoros |
| **Mexico** | *general assessment:* low telephone density with about 18 main lines per 100 persons; privatized in December 1990; the opening to competition in January 1997 improved prospects for development, but Telmex remains dominant |
| | *domestic:* adequate telephone service for business and government, but the population is poorly served; mobile subscribers far outnumber fixed-line subscribers; domestic satellite system with 120 earth stations; extensive microwave radio relay network; considerable use of fiber-optic cable and coaxial cable |
| | *international:* country code - 52; satellite earth stations - 32 Intelsat, 2 Solidaridad (giving Mexico improved access to South America, Central America, and much of the US as well as enhancing domestic communications), 1 Panamsat, numerous Inmarsat mobile earth stations; linked to Central American Microwave System of trunk connections; high capacity Columbus-2 fiber-optic submarine cable with access to the US, Virgin Islands, Canary Islands, Morocco, Spain, and Italy (2005) |
| **Micronesia, Federated States of** | *general assessment:* adequate system |
| | *domestic:* islands interconnected by shortwave radiotelephone (used mostly for government purposes), satellite (Intelsat) ground stations, and some coaxial and fiber-optic cable; cellular service available on Kosrae, Pohnpei, and Yap |
| | *international:* country code - 691; satellite earth stations - 5 Intelsat (Pacific Ocean) (2002) |
| **Moldova** | *general assessment:* inadequate, outmoded, poor service outside Chisinau; some modernization is under way |
| | *domestic:* depending on location, new subscribers may face long wait for service; 2 private operators of GSM mobile cellular telephone service are operating; GPRS system is being introduced; license for 1 CDMA mobile telephone network currently being tendered |
| | *international:* country code - 373; service through Romania and Russia via landline; satellite earth stations - Intelsat, Eutelsat, and Intersputnik (2006) |
| **Monaco** | *general assessment:* modern automatic telephone system |
| | *domestic:* NA |
| | *international:* country code - 377; no satellite earth stations; connected by cable into the French communications system |
| **Mongolia** | *general assessment:* network is improving with international direct dialing available in many areas |
| | *domestic:* very low density of about 6 main lines per 100 persons (roughly 25 per 100 persons including cellular mobile phones); there are 3 wireless providers |
| | *international:* country code - 976; satellite earth stations - 7 |
| **Montenegro** | *general assessment:* modern telecommunications system with access to European satellites |
| | *domestic:* GSM wireless service, available through 2 providers with national coverage, is growing rapidly |
| | *international:* country code - 382 (the old code of 381 used by Serbia and Montenegro will also remain in use until Feb 2007); 2 international switches connect the national system |
| **Montserrat** | *general assessment:* modern and fully digitalized |
| | *domestic:* NA |
| | *international:* country code - 1-664 |
| **Morocco** | *general assessment:* modern system with all important capabilities; however, density is low with only 4 main lines available for each 100 persons |
| | *domestic:* good system composed of open-wire lines, cables, and microwave radio relay links; Internet available but expensive; principal switching centers are Casablanca and Rabat; national network nearly 100% digital using fiber-optic links; improved rural service employs microwave radio relay |
| | *international:* country code - 212; 7 submarine cables; satellite earth stations - 2 Intelsat (Atlantic Ocean) and 1 Arabsat; microwave radio relay to Gibraltar, Spain, and Western Sahara; coaxial cable and microwave radio relay to Algeria; participant in Medarabtel; fiber-optic cable link from Agadir to Algeria and Tunisia (1998) |
| **Mozambique** | *general assessment:* fair system but not available generally (extremely low density with less than 1 main line per 100 persons) |
| | *domestic:* the system consists of open-wire lines and trunk connection by microwave radio relay and tropospheric scatter |
| | *international:* country code - 258; satellite earth stations - 5 Intelsat (2 Atlantic Ocean and 3 Indian Ocean) |
| **Namibia** | *general assessment:* good system; about 6 telephones for each 100 persons |
| | *domestic:* good urban services; fair rural service; microwave radio relay links major towns; connections to other populated places are by open wire; 100% digital |
| | *international:* country code - 264; fiber-optic cable to South Africa, microwave radio relay link to Botswana, direct links to other neighboring countries; connected to Africa ONE and South African Far East (SAFE) submarine cables through South Africa; satellite earth stations - 4 Intelsat (2002) |
| **Nauru** | *general assessment:* adequate local and international radiotelephone communication provided via Australian facilities |
| | *domestic:* NA |
| | *international:* country code - 674; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Nepal** | *general assessment:* poor telephone and telegraph service; fair radiotelephone communication service and mobile cellular telephone network |
| | *domestic:* NA |
| | *international:* country code - 977; radiotelephone communications; microwave landline to India; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Netherlands** | *general assessment:* highly developed and well maintained |
| | *domestic:* extensive fixed-line fiber-optic network; cellular telephone system is one of the largest in Europe with 5 major network operators utilizing the third generation of the Global System for Mobile Communications (GSM) |
| | *international:* country code - 31; 9 submarine cables; satellite earth stations - 3 Intelsat (1 Indian Ocean and 2 Atlantic Ocean), 1 Eutelsat, and 1 Inmarsat (Atlantic and Indian Ocean regions) (2004) |
| **Netherlands Antilles** | *general assessment:* generally adequate facilities |
| | *domestic:* extensive interisland microwave radio relay links |
| | *international:* country code - 599; submarine cables - 2; satellite earth stations - 2 Intelsat (Atlantic Ocean) |
| **New Caledonia** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 687; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **New Zealand** | *general assessment:* excellent domestic and international systems |
| | *domestic:* NA |
| | *international:* country code - 64; submarine cables to Australia and Fiji; satellite earth stations - 1 InMarSat (Pacific Ocean), 7 other |
| **Nicaragua** | *general assessment:* inadequate system being upgraded by foreign investment |
| | *domestic:* low-capacity microwave radio relay and wire system being expanded; connected to Central American Microwave System |
| | *international:* country code - 505; satellite earth stations - 1 Intersputnik (Atlantic Ocean region) and 1 Intelsat (Atlantic Ocean) |
| **Niger** | *general assessment:* small system of wire, radio telephone communications, and microwave radio relay links concentrated in the southwestern area of Niger |
| | *domestic:* wire, radiotelephone communications, and microwave radio relay; domestic satellite system with 3 earth stations and 1 planned |
| | *international:* country code - 227; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean) |
| **Nigeria** | *general assessment:* expansion and modernization of the fixed-line telephone network has been slow due to faltering efforts at privatization |
| | *domestic:* the addition of a second fixed-line provider in 2002 resulted in faster growth of this service; wireless telephony has grown rapidly, in part responding to the shortcomings of the fixed-line network; 4 wireless (GSM) service providers operate nationally; the combined growth resulted in a sharp increase in teledensity reported to be over 18% in March 2006 |
| | *international:* country code - 234; satellite earth stations - 3 Intelsat (2 Atlantic Ocean and 1 Indian Ocean); fiber optic submarine cable (SAT-3/WASC) provides connectivity to Europe and Asia |
| **Niue** | *domestic:* single-line telephone system connects all villages on island |
| | *international:* country code - 683 (2001) |
| **Norfolk Island** | *general assessment:* adequate |
| | *domestic:* free local calls |
| | *international:* country code - 672; undersea coaxial cable links with Australia, New Zealand, and Canada; satellite earth station |
| **Northern Mariana Islands** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 1-670; satellite earth stations - 2 Intelsat (Pacific Ocean) |
| **Norway** | *general assessment:* modern in all respects; one of the most advanced telecommunications networks in Europe |
| | *domestic:* Norway has a domestic satellite system; moreover, the prevalence of rural areas encourages the wide use of cellular mobile systems instead of fixed-wire systems |
| | *international:* country code - 47; 2 buried coaxial cable systems; 4 coaxial submarine cables; satellite earth stations - NA Eutelsat, NA Intelsat (Atlantic Ocean), and 1 Inmarsat (Atlantic and Indian Ocean regions); note - Norway shares the Inmarsat earth station with the other Nordic countries (Denmark, Finland, Iceland, and Sweden) (1999) |
| **Oman** | *general assessment:* modern system consisting of open-wire, microwave, and radiotelephone communication stations; limited coaxial cable |
| | *domestic:* open-wire, microwave, radiotelephone communications, and a domestic satellite system with 8 earth stations |
| | *international:* country code - 968; satellite earth stations - 2 Intelsat (Indian Ocean), 1 Arabsat |
| **Pakistan** | *general assessment:* the telecom infrastructure is improving dramatically with foreign and domestic investments into fixed-line and mobile networks; mobile cellular subscribership has skyrocketed, approaching 50 million in late 2006, up from only about 300,000 in 2000; fiber systems are being constructed throughout the country to aid in network growth; main line availability has risen only marginally over the same period and there are still difficulties getting main line service to rural areas. |
| | *domestic:* microwave radio relay, coaxial cable, fiber-optic cable, cellular, and satellite networks |
| | *international:* country code - 92; satellite earth stations - 3 Intelsat (1 Atlantic Ocean and 2 Indian Ocean); 3 operational international gateway exchanges (1 at Karachi and 2 at Islamabad); microwave radio relay to neighboring countries (2006) |
| **Palau** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 680; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Panama** | *general assessment:* domestic and international facilities well developed |
| | *domestic:* NA |
| | *international:* country code - 507; 1 coaxial submarine cable; satellite earth stations - 2 Intelsat (Atlantic Ocean); connected to the Central American Microwave System |
| **Papua New Guinea** | *general assessment:* services are adequate; facilities provide radiotelephone and telegraph, coastal radio, aeronautical radio, and international radio communication services |
| | *domestic:* mostly radiotelephone |
| | *international:* country code - 675; submarine cables to Australia and Guam; satellite earth station - 1 Intelsat (Pacific Ocean); international radio communication service |
| **Paraguay** | *general assessment:* meager telephone service; principal switching center is in Asuncion |
| | *domestic:* fair microwave radio relay network |
| | *international:* country code - 595; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Peru** | *general assessment:* adequate for most requirements |
| | *domestic:* nationwide microwave radio relay system and a domestic satellite system with 12 earth stations |
| | *international:* country code - 51; satellite earth stations - 2 Intelsat (Atlantic Ocean); Pan American submarine cable |
| **Philippines** | *general assessment:* good international radiotelephone and submarine cable services; domestic and inter-island service adequate |
| | *domestic:* domestic satellite system with 11 earth stations; cellular communications now dominate the industry with roughly 10 mobile cellular subscribers for every fixed-line subscriber |
| | *international:* country code - 63; 11 international gateways; submarine cables to Hong Kong, Guam, Singapore, Taiwan, Japan, Brunei, and Malaysia among others (2006) |
| **Pitcairn Islands** | *general assessment:* satellite phone services |
| | *domestic:* domestic communication via radio (CB) |
| | *international:* country code - 872; satellite earth station - 1 (Inmarsat) |
| **Poland** | *general assessment:* modernization of the telecommunications network has accelerated with market based competition finalized in 2003; fixed-line service, dominated by the former state-owned company, is dwarfed by the growth in wireless telephony |
| | *domestic:* wireless service, available since 1993 (GSM service available since 1996) and provided by three nation-wide networks, has grown rapidly in response to the weak fixed-line coverage; third generation UMTS service available in urban areas; cellular coverage is generally good with more gaps in the east; fixed-line service is growing slowly and still lags in rural areas |
| | *international:* country code - 48; international direct dialing with automated exchanges; satellite earth station - 1 with access to Intelsat, Eutelsat, Inmarsat, and Intersputnik |
| **Portugal** | *general assessment:* Portugal's telephone system has achieved a state-of-the-art network with broadband, high-speed capabilities |
| | *domestic:* integrated network of coaxial cables, open-wire, microwave radio relay, and domestic satellite earth stations |
| | *international:* country code - 351; 6 submarine cables; satellite earth stations - 3 Intelsat (2 Atlantic Ocean and 1 Indian Ocean), NA Eutelsat; tropospheric scatter to Azores; note - an earth station for Inmarsat (Atlantic Ocean region) is planned (1998) |
| **Puerto Rico** | *general assessment:* modern system integrated with that of the US by high-capacity submarine cable and Intelsat with high-speed data capability |
| | *domestic:* digital telephone system; cellular telephone service |
| | *international:* country code - 1-787, 939; satellite earth station - 1 Intelsat; submarine cable to US |
| **Qatar** | *general assessment:* modern system centered in Doha |
| | *domestic:* NA |
| | *international:* country code - 974; tropospheric scatter to Bahrain; microwave radio relay to Saudi Arabia and UAE; submarine cable to Bahrain and UAE; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean) and 1 Arabsat |
| **Romania** | *general assessment:* rapidly improving domestic and international service, especially in wireless telephony |
| | *domestic:* 90% of telephone network is automatic; liberalization in 2003 is transforming telecommunications; there has been 20% growth in fixed lines with a penetration rate of 58% of households; nation-wide wireless service is growing even faster with 4 major providers and a penetration rate of 32% |
| | *international:* country code - 40; satellite earth stations - 10; digital, international, direct-dial exchanges operate in Bucharest (2005) |
| **Russia** | *general assessment:* the telephone system is experiencing significant changes; there are more than 1,000 companies licensed to offer communication services; access to digital lines has improved, particularly in urban centers; Internet and e-mail services are improving; Russia has made progress toward building the telecommunications infrastructure necessary for a market economy; the estimated number of mobile subscribers jumped from fewer than 1 million in 1998 to 120 million in 2005; a large demand for main line service remains unsatisfied, but fixed-line operators continue to grow their services |
| | *domestic:* cross-country digital trunk lines run from Saint Petersburg to Khabarovsk, and from Moscow to Novorossiysk; the telephone systems in 60 regional capitals have modern digital infrastructures; cellular services, both analog and digital, are available in many areas; in rural areas, the telephone services are still outdated, inadequate, and low density |
| | *international:* country code - 7; Russia is connected internationally by 3 undersea fiber-optic cables; digital switches in several cities provide more than 50,000 lines for international calls; satellite earth stations provide access to Intelsat, Intersputnik, Eutelsat, Inmarsat, and Orbita systems |
| **Rwanda** | *general assessment:* telephone system primarily serves business and government |
| | *domestic:* the capital, Kigali, is connected to the centers of the provinces by microwave radio relay and, recently, by cellular telephone service; much of the network depends on wire and HF radiotelephone |
| | *international:* country code - 250; international connections employ microwave radio relay to neighboring countries and satellite communications to more distant countries; satellite earth stations - 1 Intelsat (Indian Ocean) in Kigali (includes telex and telefax service) |
| **Saint Barthelemy** | *general assessment:* fully integrated access |
| | *domestic:* direct dial capability with both fixed and wireless systems |
| | *international:* country code - 590; undersea fiber-optic cable provides voice and data connectivity to Puerto Rico and Guadeloupe |
| **Saint Helena** | *general assessment:* can communicate worldwide |
| | *domestic:* automatic digital network |
| | *international:* country code (Saint Helena) - 290, (Ascension Island) - 247; international direct dialing; satellite voice and data communications; satellite earth stations - 5 (Ascension Island - 4, Saint Helena - 1) |
| **Saint Kitts and Nevis** | *general assessment:* good inter-island and international connections |
| | *domestic:* inter-island links via Eastern Caribbean Fiber Optic cable; construction of enhanced wireless infrastructure launched in November 2004 |
| | *international:* country code - 1-869; international calls are carried by submarine cable or Intelsat |
| **Saint Lucia** | *general assessment:* adequate system |
| | *domestic:* system is automatically switched |
| | *international:* country code - 1-758; direct microwave radio relay link with Martinique and Saint Vincent and the Grenadines; tropospheric scatter to Barbados; international calls beyond these countries are carried by Intelsat from Martinique |
| **Saint Martin** | *general assessment:* fully integrated access |
| | *domestic:* direct dial capability with both fixed and wireless systems |
| | *international:* country code - 590; undersea fiber-optic cable provides voice and data connectivity to Puerto Rico and Gudaloupe |
| **Saint Pierre and Miquelon** | *general assessment:* adequate |
| | *domestic:* NA |
| | *international:* country code - 508; radiotelephone communication with most countries in the world; satellite earth station - 1 in French domestic satellite system |
| **Saint Vincent and the Grenadines** | *general assessment:* adequate system |
| | *domestic:* islandwide, fully automatic telephone system; VHF/UHF radiotelephone from Saint Vincent to the other islands of the Grenadines |
| | *international:* country code - 1-784; VHF/UHF radiotelephone from Saint Vincent to Barbados; new SHF radiotelephone to Grenada and to Saint Lucia; access to Intelsat earth station in Martinique through Saint Lucia |
| **Samoa** | *general assessment:* adequate |
| | *domestic:* NA |
| | *international:* country code - 685; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **San Marino** | *general assessment:* adequate connections |
| | *domestic:* automatic telephone system completely integrated into Italian system |
| | *international:* country code - 378; connected to Italian international network |
| **Sao Tome and Principe** | *general assessment:* adequate facilities |
| | *domestic:* minimal system |
| | *international:* country code - 239; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Saudi Arabia** | *general assessment:* modern system |
| | *domestic:* extensive microwave radio relay, coaxial cable, and fiber-optic cable systems |
| | *international:* country code - 966; microwave radio relay to Bahrain, Jordan, Kuwait, Qatar, UAE, Yemen, and Sudan; coaxial cable to Kuwait and Jordan; submarine cable to Djibouti, Egypt and Bahrain; satellite earth stations - 5 Intelsat (3 Atlantic Ocean and 2 Indian Ocean), 1 Arabsat, and 1 Inmarsat (Indian Ocean region) |
| **Senegal** | *general assessment:* good system |
| | *domestic:* above-average urban system; microwave radio relay, coaxial cable and fiber-optic cable in trunk system |
| | *international:* country code - 221; 4 submarine cables; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Serbia** | *general assessment:* modernization of the telecommunications network has been slow as a result of damage stemming from the 1999 war and transition to a competitive market-based system; network was only 65% digitalized in 2005 |
| | *domestic:* teledensity remains below the average for neighboring states; GSM wireless service, available through 2 providers with national coverage, is growing very rapidly; best telecommunications service limited to urban centers |
| | *international:* country code - 381 |
| **Seychelles** | *general assessment:* effective system |
| | *domestic:* radiotelephone communications between islands in the archipelago |
| | *international:* country code - 248; direct radiotelephone communications with adjacent island countries and African coastal countries; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Sierra Leone** | *general assessment:* marginal telephone and telegraph service |
| | *domestic:* the national microwave radio relay trunk system connects Freetown to Bo and Kenema |
| | *international:* country code - 232; satellite earth station - 1 Intelsat (Atlantic Ocean) (2000) |
| **Singapore** | *general assessment:* excellent service |
| | *domestic:* excellent domestic facilities; launched 3G wireless service in February 2005 |
| | *international:* country code - 65; 9 submarine cables provide direct connection to more than 100 countries; satellite earth stations -4; supplemented by VSAT coverage (2003) |
| **Slovakia** | *general assessment:* Slovakia has a modern telecommunications system that has expanded dramatically in recent years with the growth in cellular services |
| | *domestic:* analog system is now receiving digital equipment and is being enlarged with fiber-optic cable, especially in the larger cities; 3 companies provide nationwide cellular services |
| | *international:* country code - 421; 3 international exchanges (1 in Bratislava and 2 in Banska Bystrica) are available; Slovakia is participating in several international telecommunications projects that will increase the availability of external services |
| **Slovenia** | *general assessment:* NA |
| | *domestic:* 100% digital (2000) |
| | *international:* country code - 386 |
| **Solomon Islands** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 677; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Somalia** | *general assessment:* the public telecommunications system was almost completely destroyed or dismantled by the civil war factions; private wireless companies offer service in most major cities and charge the lowest international rates on the continent |
| | *domestic:* local cellular telephone systems have been established in Mogadishu and in several other population centers |
| | *international:* country code - 252; international connections are available from Mogadishu by satellite (2001) |
| **South Africa** | *general assessment:* the system is the best developed and most modern in Africa |
| | *domestic:* consists of carrier-equipped open-wire lines, coaxial cables, microwave radio relay links, fiber-optic cable, radiotelephone communication stations, and wireless local loops; key centers are Bloemfontein, Cape Town, Durban, Johannesburg, Port Elizabeth, and Pretoria |
| | *international:* country code - 27; 2 submarine cables; satellite earth stations - 3 Intelsat (1 Indian Ocean and 2 Atlantic Ocean) |
| **South Georgia and the South Sandwich Islands** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* coastal radiotelephone station at Grytviken |
| **Spain** | *general assessment:* generally adequate, modern facilities; teledensity is 45 main lines for each 100 persons |
| | *domestic:* NA |
| | *international:* country code - 34; 22 coaxial submarine cables; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean), NA Eutelsat; tropospheric scatter to adjacent countries |
| **Sri Lanka** | *general assessment:* telephone services have improved significantly and are available in most parts of the country |
| | *domestic:* national trunk network consists mostly of digital microwave radio relay; fiber-optic links now in use in Colombo area and 2 fixed wireless local loops have been installed; competition is strong in mobile cellular systems and mobile cellular subscribership is increasing; telephone density remains low |
| | *international:* country code - 94; submarine cables to Indonesia, Djibouti, India and Maldives; satellite earth stations - 2 Intelsat (Indian Ocean) |
| **Sudan** | *general assessment:* large, well-equipped system by regional standards and being upgraded; cellular communications started in 1996 and have expanded substantially |
| | *domestic:* consists of microwave radio relay, cable, radiotelephone communications, tropospheric scatter, and a domestic satellite system with 14 earth stations |
| | *international:* country code - 249; satellite earth stations - 1 Intelsat (Atlantic Ocean), 1 Arabsat (2000) |
| **Suriname** | *general assessment:* international facilities are good |
| | *domestic:* microwave radio relay network |
| | *international:* country code - 597; satellite earth stations - 2 Intelsat (Atlantic Ocean) |
| **Svalbard** | *general assessment:* probably adequate |
| | *domestic:* local telephone service |
| | *international:* country code - 47-790; satellite earth station - 1 of unknown type (for communication with Norwegian mainland only) |
| **Swaziland** | *general assessment:* a somewhat modern but not an advanced system |
| | *domestic:* system consists of carrier-equipped, open-wire lines and low-capacity, microwave radio relay |
| | *international:* country code - 268; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Sweden** | *general assessment:* excellent domestic and international facilities; automatic system |
| | *domestic:* coaxial and multiconductor cables carry most of the voice traffic; parallel microwave radio relay systems carry some additional telephone channels |
| | *international:* country code - 46; 5 submarine coaxial cables; satellite earth stations - 1 Intelsat (Atlantic Ocean), 1 Eutelsat, and 1 Inmarsat (Atlantic and Indian Ocean regions); note - Sweden shares the Inmarsat earth station with the other Nordic countries (Denmark, Finland, Iceland, and Norway) |
| **Switzerland** | *general assessment:* excellent domestic and international services |
| | *domestic:* extensive cable and microwave radio relay networks |
| | *international:* country code - 41; satellite earth stations - 2 Intelsat (Atlantic Ocean and Indian Ocean) |
| **Syria** | *general assessment:* fair system currently undergoing significant improvement and digital upgrades, including fiber-optic technology |
| | *domestic:* coaxial cable and microwave radio relay network |
| | *international:* country code - 963; satellite earth stations - 1 Intelsat (Indian Ocean) and 1 Intersputnik (Atlantic Ocean region); 1 submarine cable; coaxial cable and microwave radio relay to Iraq, Jordan, Lebanon, and Turkey; participant in Medarabtel |
| **Taiwan** | *general assessment:* provides telecommunications service for every business and private need |
| | *domestic:* thoroughly modern; completely digitalized |
| | *international:* country code - 886; satellite earth stations - 2 Intelsat (1 Pacific Ocean and 1 Indian Ocean); submarine cables to Japan (Okinawa), Philippines, Guam, Singapore, Hong Kong, Indonesia, Australia, Middle East, and Western Europe (1999) |
| **Tajikistan** | *general assessment:* poorly developed and not well maintained; many towns are not linked to the national network |
| | *domestic:* the domestic telecommunications network has historically been under funded and poorly maintained; main line availability has not changed significantly since 1998; cellular telephony is rare and coverage remains limited |
| | *international:* country code - 992; linked by cable and microwave radio relay to other CIS republics and by leased connections to the Moscow international gateway switch; Dushanbe linked by Intelsat to international gateway switch in Ankara (Turkey); satellite earth stations - 1 Orbita and 2 Intelsat (2006) |
| **Tanzania** | *general assessment:* fair system operating below capacity and being modernized for better service; small aperture terminal (VSAT) system under construction |
| | *domestic:* trunk service provided by open-wire, microwave radio relay, tropospheric scatter, and fiber-optic cable; some links being made digital |
| | *international:* country code - 255; satellite earth stations - 2 Intelsat (1 Indian Ocean, 1 Atlantic Ocean) |
| **Thailand** | *general assessment:* high quality system, especially in urban areas like Bangkok |
| | *domestic:* fixed line system provided by both a government owned and commercial provider; wireless service expanding rapidly and outpacing fixed lines |
| | *international:* country code - 66; satellite earth stations - 2 Intelsat (1 Indian Ocean, 1 Pacific Ocean); landing country for APCN submarine cable |
| **Timor-Leste** | *general assessment:* rudimentary service limited to urban areas |
| | *domestic:* fixed and wireless service available; system suffered significant damage during the violence associated with independence |
| | *international:* country code - 670; international service is available in major urban centers |
| **Togo** | *general assessment:* fair system based on a network of microwave radio relay routes supplemented by open-wire lines and a mobile cellular system |
| | *domestic:* microwave radio relay and open-wire lines for conventional system |
| | *international:* country code - 228; satellite earth stations - 1 Intelsat (Atlantic Ocean), 1 Symphonie |
| **Tokelau** | *general assessment:* modern satellite-based communications system |
| | *domestic:* radiotelephone service between islands |
| | *international:* country code - 690; radiotelephone service to Samoa; government-regulated telephone service (TeleTok), with 3 satellite earth stations |
| **Tonga** | *general assessment:* competition between Tonga Telecommunications Corporation (TCC) and Shoreline Communications Tonga (SCT) is accelerating expansion of telecommunications; SCT recently granted authority to develop high-speed digital service for telephone, Internet, and television |
| | *domestic:* fully automatic switched network |
| | *international:* country code - 676; satellite earth station - 1 Intelsat (Pacific Ocean) (2004) |
| **Trinidad and Tobago** | *general assessment:* excellent international service; good local service |
| | *domestic:* NA |
| | *international:* country code - 1-868; satellite earth station - 1 Intelsat (Atlantic Ocean); tropospheric scatter to Barbados and Guyana |
| **Tunisia** | *general assessment:* above the African average and continuing to be upgraded; key centers are Sfax, Sousse, Bizerte, and Tunis; Internet access available |
| | *domestic:* trunk facilities consist of open-wire lines, coaxial cable, and microwave radio relay |
| | *international:* country code - 216; 5 submarine cables; satellite earth stations - 1 Intelsat (Atlantic Ocean) and 1 Arabsat; coaxial cable and microwave radio relay to Algeria and Libya; participant in Medarabtel; 2 international gateway digital switches |
| **Turkey** | *general assessment:* undergoing rapid modernization and expansion especially with cellular telephones |
| | *domestic:* additional digital exchanges are permitting a rapid increase in subscribers; the construction of a network of technologically advanced intercity trunk lines, using both fiber-optic cable and digital microwave radio relay, is facilitating communication between urban centers; remote areas are reached by a domestic satellite system; the number of subscribers to mobile cellular telephone service is growing rapidly |
| | *international:* country code - 90; international service is provided by 3 submarine fiber-optic cables in the Mediterranean and Black Seas, linking Turkey with Italy, Greece, Israel, Bulgaria, Romania, and Russia; satellite earth stations - 12 Intelsat; mobile satellite terminals - 328 in the Inmarsat and Eutelsat systems (2002) |
| **Turkmenistan** | *general assessment:* poorly developed |
| | *domestic:* Turkmenistan's telecommunications network remains woefully underdeveloped; Turkmentelekom, in cooperation with foreign investors, is planning to upgrade the country's telephone exchanges and install a new digital switching system |
| | *international:* country code - 993; linked by cable and microwave radio relay to other CIS republics and to other countries by leased connections to the Moscow international gateway switch; a new telephone link from Ashgabat to Iran has been established; a new exchange in Ashgabat switches international traffic through Turkey via Intelsat; satellite earth stations - 1 Orbita and 1 Intelsat (2006) |
| **Turks and Caicos Islands** | *general assessment:* fully digital system with international direct dialing |
| | *domestic:* full range of services available; GSM wireless service available |
| | *international:* country code - 1-649; 2 submarine cables; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Tuvalu** | *general assessment:* serves particular needs for internal communications |
| | *domestic:* radiotelephone communications between islands |
| | *international:* country code - 688; international calls can be made by satellite |
| **Uganda** | *general assessment:* seriously inadequate; 2 cellular systems have been introduced, but a sharp increase in the number of main lines is essential; e-mail and Internet services are available |
| | *domestic:* intercity traffic by wire, microwave radio relay, and radiotelephone communication stations, fixed and mobile cellular systems for short-range traffic |
| | *international:* country code - 256; satellite earth stations - 1 Intelsat (Atlantic Ocean) and 1 Inmarsat; analog links to Kenya and Tanzania |
| **Ukraine** | *general assessment:* Ukraine's telecommunication development plan, running through 2005, emphasizes improving domestic trunk lines, international connections, and the mobile cellular system |
| | *domestic:* at independence in December 1991, Ukraine inherited a telephone system that was antiquated, inefficient, and in disrepair; more than 3.5 million applications for telephones could not be satisfied; telephone density is rising slowly and the domestic trunk system is being improved; the mobile cellular telephone system is expanding at a high rate |
| | *international:* country code - 380; 2 new domestic trunk lines are a part of the fiber-optic Trans-Asia-Europe (TAE) system and 3 Ukrainian links have been installed in the fiber-optic Trans-European Lines (TEL) project that connects 18 countries; additional international service is provided by the Italy-Turkey-Ukraine-Russia (ITUR) fiber-optic submarine cable and by earth stations in the Intelsat, Inmarsat, and Intersputnik satellite systems |
| **United Arab Emirates** | *general assessment:* modern fiber-optic integrated services; digital network with rapidly growing use of mobile cellular telephones; key centers are Abu Dhabi and Dubai |
| | *domestic:* microwave radio relay, fiber optic and coaxial cable |
| | *international:* country code - 971; satellite earth stations - 3 Intelsat (1 Atlantic Ocean and 2 Indian Ocean) and 1 Arabsat; submarine cables to Qatar, Bahrain, India, and Pakistan; tropospheric scatter to Bahrain; microwave radio relay to Saudi Arabia |
| **United Kingdom** | *general assessment:* technologically advanced domestic and international system |
| | *domestic:* equal mix of buried cables, microwave radio relay, and fiber-optic systems |
| | *international:* country code - 44; 40 coaxial submarine cables; satellite earth stations - 10 Intelsat (7 Atlantic Ocean and 3 Indian Ocean), 1 Inmarsat (Atlantic Ocean region), and 1 Eutelsat; at least 8 large international switching centers |
| **United States** | *general assessment:* a large, technologically advanced, multipurpose communications system |
| | *domestic:* a large system of fiber-optic cable, microwave radio relay, coaxial cable, and domestic satellites carries every form of telephone traffic; a rapidly growing cellular system carries mobile telephone traffic throughout the country |
| | *international:* country code - 1; 24 ocean cable systems in use; satellite earth stations - 61 Intelsat (45 Atlantic Ocean and 16 Pacific Ocean), 5 Intersputnik (Atlantic Ocean region), and 4 Inmarsat (Pacific and Atlantic Ocean regions) (2000) |
| **Uruguay** | *general assessment:* fully digitalized |
| | *domestic:* most modern facilities concentrated in Montevideo; new nationwide microwave radio relay network |
| | *international:* country code - 598; satellite earth stations - 2 Intelsat (Atlantic Ocean) (2002) |
| **Uzbekistan** | *general assessment:* antiquated and inadequate; in serious need of modernization |
