CIA - The World Factbook -- Field Listing - Executive branch

| Country | Executive branch |
| | *election results:* President Alvaro URIBE Velez reelected president; percent of vote - Alvaro URIBE Velez 62%, Carlos GAVIRIA Diaz 22%, Horacio SERPA Uribe 12%, other 4% |
| **Comoros** | *chief of state:* President Ahmed Abdallah SAMBI (since 26 May 2006) |
| | *head of government:* President Ahmed Abdallah SAMBI (since 26 May 2006) |
| | *cabinet:* Council of Ministers appointed by the president |
| | *elections:* as defined by the 2001 constitution, the presidency rotates every four years among the elected presidents from the three main islands in the Union; election last held 14 May 2006 (next to be held by May 2010); prime minister appointed by the president; note - the post of prime minister has been vacant since May 2002 |
| | *election results:* Ahmed Abdallah SAMBI elected president; percent of vote - Ahmed Abdallah SAMBI 58.0%, Ibrahim HALIDI 28.3%, Mohamed DJAANFAMI 13.7% |
| **Congo, Democratic Republic of the** | *chief of state:* President Joseph KABILA (since 17 January 2001); note - following the assassination of his father, Joseph KABILA succeeded to the presidency which he retained through the 2003-06 transition; he was subsequently elected president in October 2006 |
| | *head of government:* Prime Minister Adolphe MUZITO (since 10 October 2008) |
| | *cabinet:* Ministers of State appointed by the president |
| | *elections:* under the new constitution the president is elected by popular vote for a five-year term (eligible for a second term); elections last held 30 July 2006 and 29 October 2006 (next to be held in 2011); prime minister appointed by the president |
| | *election results:* Joseph KABILA elected president; percent of vote (second round) - Joseph KABILA 58%, Jean-Pierre BEMBA Gombo 42% |
| | *note:* Joseph KABILA succeeded his father, Laurent Desire KABILA, following the latter's assassination in January 2001; negotiations with rebel leaders led to the establishment of a transitional government in July 2003 with free elections held on 30 July 2006 and 29 October 2006 confirming Joseph KABILA as president |
| **Congo, Republic of the** | *chief of state:* President Denis SASSOU-NGUESSO (since 25 October 1997, following the civil war in which he toppled elected president Pascal LISSOUBA); |
| | *head of government:* Prime Minister Isidore MVOUBA (since 7 January 2005) |
| | *cabinet:* Council of Ministers appointed by the president |
| | *elections:* president elected by popular vote for a seven-year term (eligible for a second term); election last held 10 March 2002 (next to be held in 2009) |
| | *election results:* Denis SASSOU-NGUESSO reelected president; percent of vote - Denis SASSOU-NGUESSO 89.4%, Joseph Kignoumbi Kia MBOUNGOU 2.7% |
| **Cook Islands** | *chief of state:* Queen ELIZABETH II (since 6 February 1952); represented by Frederick GOODWIN (since 9 February 2001); New Zealand High Commissioner Brian DONNELLY (since 21 February 2008), representative of New Zealand |
| | *head of government:* Prime Minister Jim MARURAI (since 14 December 2004); Deputy Prime Minister Terepai MAOATE (since 9 August 2005) |
| | *cabinet:* Cabinet chosen by the prime minister; collectively responsible to Parliament |
| | *elections:* the monarch is hereditary; the UK representative is appointed by the monarch; the New Zealand high commissioner is appointed by the New Zealand Government; following legislative elections, the leader of the majority party or the leader of the majority coalition usually becomes prime minister |
| **Coral Sea Islands** | administered from Canberra by the Australian Attorney-General's Department |
| **Costa Rica** | *chief of state:* President Oscar ARIAS Sanchez (since 8 May 2006); First Vice President Laura CHINCHILLA (since 8 May 2006); Second Vice President (vacant); note - the president is both the chief of state and head of government |
| | *head of government:* President Oscar ARIAS Sanchez (since 8 May 2006); First Vice President Laura CHINCHILLA (since 8 May 2006); Second Vice President (vacant) |
| | *cabinet:* Cabinet selected by the president |
| | *elections:* president and vice presidents elected on the same ticket by popular vote for a single four-year term; election last held 5 February 2006 (next to be held in February 2010) |
| | *election results:* Oscar ARIAS Sanchez elected president; percent of vote - Oscar ARIAS Sanchez (PLN) 40.9%; Otton SOLIS (PAC) 39.8%, Otto GUEVARA Guth (PML) 8%, Ricardo TOLEDO (PUSC) 3% |
| **Cote d'Ivoire** | *chief of state:* President Laurent GBAGBO (since 26 October 2000) |
| | *head of government:* Prime Minister Guillaume SORO (since 4 April 2007) |
| | *cabinet:* Council of Ministers appointed by the president; note - under the current power-sharing agreement the prime minister and the president share the authority to appoint ministers |
| | *elections:* president elected by popular vote for a five-year term (no term limits); election last held 26 October 2000 (next to be held 30 November 2008; elections were to be held in 2005 but have been repeatedly postponed by the government; the UN Security Council has extended the government's mandate); prime minister appointed by the president |
| | *election results:* Laurent GBAGBO elected president; percent of vote - Laurent GBAGBO 59.4%, Robert GUEI 32.7%, Francis WODIE 5.7%, other 2.2% |
| **Croatia** | *chief of state:* President Stjepan (Stipe) MESIC (since 18 February 2000) |
| | *head of government:* Prime Minister Ivo SANADER (since 9 December 2003); Deputy Prime Ministers Jadranka KOSOR (since 23 December 2003) and Damir POLANCEC (since 15 February 2005), Djurdja ADLESIC (since 12 January 2008), Slobodan UZELAC (since 12 January 2008) |
| | *cabinet:* Council of Ministers named by the prime minister and approved by the parliamentary Assembly |
| | *elections:* president elected by popular vote for a five-year term (eligible for a second term); election last held 16 January 2005 (next to be held in January 2010); the leader of the majority party or the leader of the majority coalition is usually appointed prime minister by the president and then approved by the Assembly |
| | *election results:* Stjepan MESIC reelected president; percent of vote - Stjepan MESIC 66%, Jadranka KOSOR 34% in the second round |
| **Cuba** | *chief of state:* President of the Council of State and President of the Council of Ministers Gen. Raul CASTRO Ruz (president since 24 February 2008); First Vice President of the Council of State and First Vice President of the Council of Ministers Gen. Jose Ramon MACHADO Ventura (since 24 February 2008); note - the president is both the chief of state and head of government |
| | *head of government:* President of the Council of State and President of the Council of Ministers Gen. Raul CASTRO Ruz (president since 24 February 2008); First Vice President of the Council of State and First Vice President of the Council of Ministers Gen. Jose Ramon MACHADO Ventura (since 24 February 2008) |
| | *cabinet:* Council of Ministers proposed by the president of the Council of State and appointed by the National Assembly or the 31-member Council of State, elected by the Assembly to act on its behalf when it is not in session |
| | *elections:* president and vice presidents elected by the National Assembly for a term of five years; election last held 24 February 2008 (next to be held in 2013) |
| | *election results:* Gen. Raul CASTRO Ruz elected president; percent of legislative vote - 100%; Gen. Jose Ramon MACHADO Ventura elected vice president; percent of legislative vote - 100% |
| **Cyprus** | *chief of state:* President Dimitris CHRISTOFIAS (since 28 February 2008); note - the president is both the chief of state and head of government; post of vice president is currently vacant; under the 1960 constitution, the post is reserved for a Turkish Cypriot |
| | *head of government:* President Dimitris CHRISTOFIAS (since 28 February 2008) |
| | *cabinet:* Council of Ministers appointed jointly by the president and vice president |
| | *elections:* president elected by popular vote for a five-year term; election last held 17 and 24 February 2008 (next to be held in February 2013) |
| | *election results:* Dimitris CHRISTOFIAS elected president; percent of vote (first round) - Ioannis KASOULIDIS 33.5%, Dimitris CHRISTOFIAS 33.3%, Tassos PAPADOPOULOS 31.8%; (second round) Dimitris CHRISTOFIAS 53.4%, Ioannis KASOULIDIS 46.6% |
| | *note:* Mehmet Ali TALAT became "president" of the "TRNC", 24 April 2005, after "presidential" elections on 17 April 2005; results - Mehmet Ali TALAT 55.6%, Dervis EROGLU 22.7%; Ferdi Sabit SOYER is "TRNC prime minister" and heads the Council of Ministers (cabinet) in coalition with "Foreign Minister and Deputy Prime Minister" Turgay AVCI |
