CIA - The World Factbook -- Field Listing - Political parties and leaders

| Country | Political parties and leaders |
| **Kyrgyzstan** | Agrarian Labor Party of Kyrgyzstan [Uson S. SYDYKOV]; Agrarian Party of Kyrgyzstan [Arkin ALIYEV]; Ata-Meken or Fatherland [Omurbek TEKEBAYEV]; Banner National Revival Party or ASABA [Chaprashty BAZARBAY]; Democratic Movement of Kyrgyzstan or DDK [Jypar JEKSHEYEV]; Democratic Women's Party of Kyrgyzstan [T. A. SHAILIYEVA]; Dignity Party [Feliks KULOV]; Erkin Kyrgyzstan Progressive and Democratic Party [Tursunbay Bakir UULU]; Justice Party [Chingiz AYTMATOV]; Movement for the People's Salvation [Jumgalbek AMAMBAYEV]; Mutual Help Movement or Ashar [Jumagazy USUPOV]; My Country Party of Action [Almazbek ISMANKULOV]; National Unity Democratic Movement or DDNE [Yury RAZGULYAYEV]; Party of Communists of Kyrgyzstan or KCP [Absamat M. MASALIYEV]; Party of the Veterans of the War in Afghanistan [leader NA]; Peasant Party [leader NA]; People's Party [Melis ESHIMKANOV]; Republican Popular Party of Kyrgyzstan [J. SHARSHENALIYEV]; Social Democratic Party or PSD [J. IBRAMOV]; Union of Democratic Forces (composed of Social Democratic Party of Kyrgyzstan or PSD [J. IBRAMOV], Economic Revival Party, and Birimdik Party) |
| **Laos** | Lao People's Revolutionary Party or LPRP [KHAMTAI Siphandon, party president]; other parties proscribed |
| **Latvia** | Alliance of the Greens and Farmers Union or ZZS [Augusts BRIGMANIS (Farmer's Union); Indulis EMSIS (Green Party)]; CENTER Political Alliance [Juris CELMINS]; First Party of Latvia [Eriks JEKABSONS]; For Fatherland and Freedom or LNNK [Maris GRINBLATS]; For Human Rights in a United Latvia or PCTVL [Janis JURKANS], a coalition of the People's Harmony Party or TSP, the Latvian Socialist Party or LSP, and the Equal Rights Movement; Freedom Party [Ziedonis CEVERS]; Land of Mara [Irena SAPROVSKA]; Latvian Rebirth Party [Andris RUBINS]; Latvian Social-Democratic Workers Party (Social Democrats) or LSDSP [Juris BOJARS]; Latvia's Way Union or LC [Janis NAGLIS]; Light of Latgale or LG [Rihards EIGIMS]; New Era Party [Einars REPSE]; Our Land Party [Ilmars ANCANS]; Party of Latvians [Aivars GARDA]; People's Party [Andris SKELE]; Progressive Center Party [Inta STAMGUTE]; Russian Party [Mihails GAVRILOVS]; Social Democratic Union or SDS [Egils BALDZENS]; Social Democratic Welfare Party or SLP [Juris ZURAVLOVS]; United Republican Party of Latvia or LARP [Eriks Andrejs SAULUNS, Janis PUKIS, Sarmite JEGERE] |
| **Lebanon** | political party activity is organized along largely sectarian lines; numerous political groupings exist, consisting of individual political figures and followers motivated by religious, clan, and economic considerations |
| **Lesotho** | Basotho Congress Party or BCP [Tseliso MAKHAKHE]; Basotho National Party or BNP [Maj. Gen. Justine Metsing LEKHANYA]; Lesotho Congress for Democracy or LCD [Phebe MOTEBANO, chairwoman; Pakalitha MOSISILI, leader] - the governing party; Lesotho People's Congress or LPC [Kelebone MAOPE]; United Democratic Party or UDP [Charles MOFELI]; Marematlou Freedom Party or MFP and Setlamo Alliance [Vincent MALEBO]; Progressive National Party or PNP [Chief Peete Nkoebe PEETE]; Sefate Democratic Party or SDP [Bofihla NKUEBE] |
| **Liberia** | Alliance of Political Parties (a coalition of LAP and LUP) [leader NA]; All Liberia Coalition Party or ALCOP [Peter KERBAY]; Liberian Action Party or LAP [C. Gyude BRYANT]; Liberian People's Party or LPP [Koffa NAGBE]; Liberia Unification Party or LUP [leader NA]; National Patriotic Party or NPP [Cyril ALLEN] - governing party; United People's Party or UPP [Wesley JOHNSON]; Unity Party or UP [Charles CLARKE] |
| **Libya** | none |
| **Liechtenstein** | Fatherland Union or VU [Oswald KRANZ]; Progressive Citizens' Party or FBP [Ernst WALCH]; The Free List or FL [Dr. Pepo FRICK, Karin JENNY, Rene HASLER] |
| **Lithuania** | Electoral Action of Lithuanian Poles [Valdemar TOMASZEVSKI, chairman]; Homeland Union/Conservative Party or TS [Andrius KUBILIUS, chairman]; Lithuanian Center Union or LCS [Kestutis GLAVECKAS, chairman]; Lithuanian Christian Democrats or LKD [Kazys BOBELIS]; Lithuanian Farmer's Party or LUP [Ramunas KARBAUSKIS, chairman]; Lithuanian Green Party [Rimantas BRAZIULIS]; Lithuanian Liberal Youth [Neringa MOROZAITE]; Lithuanian National Democratic Party [Vygintas GONTIS]; Lithuanian Social Democratic Coalition [Algirdas BRAZAUSKAS, chairman] consists of the Lithuanian Democratic Labor Party or LDDP, the Lithuanian Social Democratic Party or LSDP, and New Democracy; Moderate Conservative Union [Gediminas VAGNORIUS]; Modern Christian Democratic Union [Vytautas BOGUSIS, chairman]; New Democracy and Farmer's Union [Kazimiera PRUNSKIENE, chairman]; New Union-Social Liberals [Arturas PAULAUSKAS, chairman]; Young Lithuania [Arnoldas PLATELIS] |
| **Luxembourg** | Action Committee for Democracy and Justice or ADR [Robert MEHLEN]; Christian Social People's Party or CSV (known also as Christian Social Party or PCS) [Erna HENNICOT-SCHOEPGES]; Democratic Party or DP [Lydie POLFER]; Green Party [Abbes JACOBY and Felix BRAS]; Luxembourg Socialist Workers' Party or LSAP [Jean ASSELBORN]; Marxist and Reformed Communist Party DEI LENK (the Left) [no formal leadership]; other minor parties |
| **Macau** | there are no formal political parties, however, there are civic associations that, for purposes of legislative voting, join together to form political blocs |
| **Macedonia, The Former Yugoslav Republic of** | Democratic Alternative or DA [Vasil TUPURKOVSKI, president]; Democratic Union for Integration or DUI (also BDI) [Ali AHMETI]; Democratic Party of Albanians or PDSH [Arben XHAFERI, president]; Internal Macedonian Revolutionary Organization-Democratic Party for Macedonian National Unity or VMRO-DPMNE [Ljubco GEORGIEVSKI, president]; Internal Macedonian Revolutionary Organization-True Macedonian Reform Option or VMRO-VMRO [Boris ZMEJKOVSKI]; Internal Macedonian Revolutionary Organization-Macedonian [Boris STOJMENOV]; Liberal Democratic Party or LDP [Risto PENOV]; Liberal Party [Stojan ANDOV]; National Democratic Party or PDK [Kastriot HAXHIREXHA]; Party for Democratic Prosperity or PPD [Abdurrahman HALITI]; Social-Democratic Alliance of Macedonia or SDSM [Branko CRVENKOVSKI, president]; Socialist Party of Macedonia or SP [Ljubisav IVANOV, president]; Together for Macedonia coalition (including the SDSM and LDP) [Branko CRVENKOVSKI]; Union of Romanies of Macedonia or SRM [leader NA] |
| **Madagascar** | Association for the Rebirth of Madagascar or AREMA [leader vacant]; Economic Liberalism and Democratic Action for National Recovery or LEADER/Fanilo [Herizo RAZAFIMAHALEO]; I Love Madagascar or TIM [leader NA]; National Union or FP [leader NA]; Renewal of the Social Democratic Party or RPSD [Evariste MARSON] |
| **Malawi** | Alliance for Democracy or AFORD [Chakufwa CHIHANA]; Malawi Congress Party or MCP [John TEMBO, president; Gwanda CHAKUAMBA, vice president]; Malawi Democratic Party or MDP [Kampelo KALUA]; United Democratic Front or UDF [Bakili MULUZI] - governing party |
| **Malaysia** | *ruling coalition parties:* Gerakan Rakyat Malaysia Party or PGRM [LIM Kheng Yaik]; Liberal Democratic Party (Parti Liberal Demokratik - Sabah) or LDP [CHONG Kah Kiat]; Malaysian Chinese Association (Persatuan China Malaysia) or MCA [LING Ong Ka Ting]; Malaysian Indian Congress (Kongresi India Malaysia) or MIC [S. Samy VELLU]; Parti Bangsa Dayak Sarawak or PBDS [Leo MOGGIE]; Parti Bersatu Sabah or PBS [Joseph PAIRIN Kitingan]; Parti Pesaka Bumiputra Bersatu or PBB [Patinggi Haji Abdul TAIB Mahmud]; Sabah Progressive Party (Parti Progresif Sabah) or SAPP [YONG Teck Lee]; Sarawak United People's Party (Parti Bersatu Rakyat Sarawak) or SUPP [WONG Soon Kah]; United Malays National Organization or UMNO [ABDULLAH Ahmad Badawi]; United Pasokmomogun Kadazandusun Murut Organization (Pertubuhan Pasko Momogun Kadazan Dusun Bersatu) or UPKO [leader NA]; opposition parties: Democratic Action Party (Parti Tindakan Demokratik) or DAP [KERK Kim Hock]; Islamic Party of Malaysia (Parti Islam se Malaysia) or PAS [Abdul HADI Awang]; National Justice Party (Parti Keadilan Nasional) or Keadilan [WAN AZIZAH Wan Ismael]; National Front (Barisan Nasional) or BN (the ruling coalition dominated by the UMNO and includes MCA, MIC, PGRM, PBDS, SUPP, PBB, PBS, LDP, SAPP, UPKO) [ABDULLAH Ahmad Badawi] |
| **Maldives** | although political parties are not banned, none exist |
| **Mali** | Alliance for Democracy or ADEMA [Diounconda Traore KEITA, party chairman]; Block of Alternative for the Renewal of Africa or BARA [Yoro DIAKITE]; Democratic and Social Convention or CDS [Mamadou Bakary SANGARE, chairman]; Hope 2002 [leader NA]; Movement for the Independence, Renaissance and Integration of Africa or MIRIA [Mohamed Lamine TRAORE, Mouhamedou DICKO]; National Congress for Democratic Initiative or CNID [Mountaga TALL, chairman]; Party for Democracy and Progress or PDP [Me Idrissa TRAORE]; Party for National Renewal or PARENA [Yoro DIAKITE, chairman; Tiebile DRAME, secretary general]; Rally for Democracy and Labor or RDT [Ali GNANGADO]; Rally for Democracy and Progress or RDP [Almamy SYLLA, chairman]; Rally for Mali or RPM [Ibrahim Bonbasor KEITA, chairman]; Sudanese Union/African Democratic Rally or US/RDA [Mamadou Bamou TOURE, secretary general]; Union of Democratic Forces for Progress or UFDP [Youssouf TOURE, secretary general]; Union for Democracy and Development or UDD [Moussa Balla COULIBALY] |
| **Malta** | Alternativa Demokratika/Alliance for Social Justice or AD [Harry VASSALLO]; Malta Labor Party or MLP [Alfred SANT]; Nationalist Party or PN [Edward FENECH ADAMI] |
| **Man, Isle of** | Man Labor Party [leader NA]; Alliance for Progressive Government [leader NA]; Man Nationalist Party [leader NA] |
| | *note:* most members sit as independents |
| **Marshall Islands** | traditionally there have been no formally organized political parties; what has existed more closely resembles factions or interest groups because they do not have party headquarters, formal platforms, or party structures; the following two "groupings" have competed in legislative balloting in recent years - Kabua Party [Imata KABUA] and United Democratic Party or UDP [Litokwa TOMEING] |
| **Martinique** | Martinique Communist Party or PCM [Pierre SUEDILLE]; Martinique Independence Movement or MIM [Alfred MARIE-JEANNE]; Martinique Progressive Party or PPM [Camille DARSIERES]; Martinique Socialist Party or PMS [Ernest WAN-AJOUHU]; Movement of Democrats and Ecologists for a Sovereign Martinique or Modemas [Garcin MALSA]; Rally for the Republic or RPR [Michel CHARLONE]; Socialist Revolution Group or GRS [Philippe PIERRE-CHARLES]; Union for French Democracy or UDF [Jean MAREN] |
| **Mauritania** | Action for Change or AC [Messoud Ould BOULKHEIR]; Alliance for Justice and Democracy or AJD [Kebe ABDOULAYE]; Democratic and Social Republican Party or PRDS (ruling party) [President Maaouya Ould Sid Ahmed TAYA]; Mauritanian Party for Renewal and Concorde or PMRC [Molaye El Hassen Ould JIYID]; National Union for Democracy and Development or UNDD [Tidjane KOITA]; Party for Liberty, Equality and Justice or PLEJ [Daouda M'BAGNIGA]; Popular Front or FP [Ch'bih Ould CHEIKH MALAININE]; Popular Progress Alliance or APP [Mohamed El Hafed Ould ISMAEL]; Popular Social and Democratic Union or UPSD [Mohamed Mahmoud Ould MAH]; Progress Force Union or UFP [Mohamed Ould MAOULOUD]; Rally of Democratic Forces or RFD [Ahmed Ould DADDAH]; Rally for Democracy and Unity or RDU [Ahmed Ould SIDI BABA]; Union for Democracy and Progress or UDP [Naha Mint MOUKNASS] |
| | *note:* the Action for Change party was banned in January 2002; parties legalized by constitution ratified 12 July 1991, however, politics continue to be tribally based |
| **Mauritius** | Hizbullah [Cehl Mohamed FAKEEMEEAH]; Mauritian Labor Party or MLP [Navinchandra RAMGOOLAM]; Mauritian Militant Movement or MMM [Paul BERENGER] - in coalition with MSM; Mauritian Social Democrat Party or PMSD [Charles Xavier-Luc DUVAL]; Militant Socialist Movement or MSM [Pravind JUGNAUTH] - governing party; Rodrigues Movement or MR [Joseph (Nicholas) Von MALLY]; Rodrigues Peoples Organization or OPR [Serge CLAIR] |
| **Mayotte** | Democratic Front or FD [Youssouf MOUSSA]; Mahoran Popular Movement or MPM [Ahmed MADI]; Federation of Mahorans or RPR [Mansour KAMARDINE]; Movement for Department Status Mayotte or MDM [Mouhoutar SALIM]; Socialist Party or PS (local branch of French Parti Socialiste) [Ibrahim ABUBACAR]; Union for French Democracy or UDF [Henri JEAN-BAPTISTE] |
| **Mexico** | Convergence for Democracy or CD [Dante DELGADO Ranauro]; Institutional Revolutionary Party or PRI [Dulce Maria SAURI Riancho]; Mexican Green Ecological Party or PVEM [Jorge Emilio GONZALEZ Martinez]; National Action Party or PAN [Luis Felipe BRAVO Mena]; Party of the Democratic Revolution or PRD [Amalia GARCIA Medina]; Party of the Nationalist Society or PSN [Gustavo RIOJAS Santana]; Social Alliance Party or PAS [Guillermo CALDERON Dominguez]; Workers Party or PT [Alberto ANAYA Gutierrez] |
| **Micronesia, Federated States of** | no formal parties |
| **Moldova** | Braghis Alliance [Dumitru BRAGHIS]; Communist Party or PCM [Vladimir VORONIN, first chairman]; Popular Christian Democratic Party or PPCD [Iurie ROSCA]; Social Democratic Union (composed of Braghis Alliance and the Democratic Party of Moldova) [leader NA] |
| **Monaco** | National and Democratic Union or UND [Jean-Louis CAMPORA]; Union for Monaco or UPM (including National Union for the Future of Monaco or UNAM [leader NA] |
| **Mongolia** | Citizens' Will Party or CWP (also called Civil Will Party or Civil Courage Party) [Sanjaasurengyn OYUN]; Democratic Party or DP [D. DORLIGJAN]; Mongolian People's Revolutionary Party or MPRP [Nambaryn ENKHBAYAR]; Mongolian New Socialist Democratic Party or MNSDP [B. ERDENEBAT]; Mongolian Republican Party or MRP [B. JARGALSAIHAN] |
| | *note:* the MPRP is the ruling party |
| **Montserrat** | National Progressive Party or NPP [Reuben T. MEADE]; New People's Liberation Movement or NPLM [John A. OSBORNE] |
| **Morocco** | Action Party or PA [Muhammad EL IDRISSI]; Alliance of Liberties or ADL [Ali BELHAJ]; Annahj Addimocrati or Annahj [Abdellah EL HARIF]; Avant Garde Social Democratic Party or PADS [Ahmed BENJELLOUN]; Citizen Forces or FC [Abderrahman LAHJOUJI]; Citizen's Initiatives for Development [Mohamed BENHAMOU]; Constitutional Union or UC [Mohamed ABIED (interim)]; Democratic and Independence Party or PDI [Abdelwahed MAACH]; Democratic and Social Movement or MDS [Mahmoud ARCHANE]; Democratic Socialist Party or PSD [Aissa OUARDIGHI]; Democratic Union or UD [Bouazza IKKEN]; Environment and Development Party or PED [Ahmed EL ALAMI]; Front of Democratic Forces or FFD [Thami EL KHYARI]; Istiqlal Party (Independence Party) or PI [Abbas El FASSI]; Justice and Development Party (formerly the Constitutional and Democratic Popular Movement) or PJD [Abdelkrim EL KHATIB]; Moroccan Liberal Party or PML [Mohamed ZIANE]; National Democratic Party or PND [Abdallah KADIRI]; National Ittihadi Congress Party or CNI [Abdelmajid BOUZOUBAA]; National Popular Movement or MNP [Mahjoubi AHERDANE]; National Rally of Independents or RNI [Ahmed OSMAN]; National Union of Popular Forces or UNFP [Abdellah IBRAHIM]; Parti Al Ahd or Al Ahd [Najib EL OUAZZANI, chairman]; Party of Progress and Socialism or PPS [Ismail ALAOUI]; Party of Renewal and Equity or PRE [Chakir ACHABAR]; Party of the Unified Socialist Left or GSU [Mohamed Ben Said AIT IDDER]; Popular Movement or MP [Mohamed LAENSER]; Reform and Development Party or PRD [Abderrahmane EL KOUHEN]; Social Center Party or PSC [Lahcen MADIH]; Socialist Union of Popular Forces or USFP [Abderrahman EL-YOUSSOUFI] |
| **Mozambique** | Front for the Liberation of Mozambique (Frente de Liberatacao de Mocambique) or Frelimo [Joaquim Alberto CHISSANO, president]; Mozambique National Resistance-Electoral Union (Resistencia Nacional Mocambicana-Uniao Eleitoral) or Renamo-UE [Afonso DHLAKAMA, president] |
| **Namibia** | Congress of Democrats or COD [Ben ULENGA]; Democratic Turnhalle Alliance of Namibia or DTA [Katuutire KAURA, president]; Monitor Action Group or MAG [Kosie PRETORIUS]; South West Africa People's Organization or SWAPO [Sam Shafishuna NUJOMA]; United Democratic Front or UDF [Justus GAROEB] |
| **Nauru** | loose multiparty system; Democratic Party [Kennan ADEANG]; Nauru Party (informal) [leader NA]; Naoero Amo (Nauru First) Party [leader NA] |
| **Nepal** | Communist Party of Nepal/United Marxist-Leninist or CPN/UML [Madhav Kumar NEPAL, general secretary]; National Democratic Party or NDP (also called Rastriya Prajantra Party or RPP) [Surya Bahadur THAPA, chairman]; National People's Front (Rastriya Jana Morcha) [Chitra Bahadur, chairman]; Nepal Sadbhavana (Goodwill) Party or NSP [Bhadri Prasad MANDAL, acting party president]; Nepal Workers and Peasants Party or NWPP [Narayan Man BIJUKCHHE, party chairman]; Nepali Congress or NC [Girija Prasad KOIRALA, party president; Sushil KOIRALA, general secretary]; Samyukta Janmorcha Nepal [Lila Mani POKHAREL, general secretary] |
| **Netherlands** | Christian Democratic Appeal or CDA [Maxime Jacques Marcel VERHAGEN]; Christian Union Party [Andre ROUVOET]; Democrats 66 or D66 [Boris DITTRICH]; Green Party [Femke HALSEMA]; Labor Party or PvdA [Wouter BOS]; List Pim Fortuyn [Mat HERBEN]; People's Party for Freedom and Democracy (Liberal) or VVD [Gerrit ZALM]; Socialist Party [Jan MARIJNISSEN]; a host of minor parties |
| **Netherlands Antilles** | Antillean Restructuring Party or PAR [Miguel POURIER]; C 93 [Stanley BROWN]; Democratic Party of Bonaire or PDB [Jopi ABRAHAM]; Democratic Party of Curacao or DP [Errol HERNANDEZ]; Democratic Party of Sint Eustatius or DP-St. E [Julian WOODLEY]; Democratic Party of Sint Maarten or DP-St. M [Sarah WESCOTT-WILLIAMS]; Foundation Energetic Management Anti-Narcotics or FAME [Eric LODEWIJKS]; Labor Party People's Crusade or PLKP [Errol COVA]; National People's Party or PNP [Susanne F. C. CAMELIA-ROMER]; New Antilles Movement or MAN [Kenneth GIJSBERTHA]; Patriotic Union of Bonaire or UPB [Ramon BOOI]; Patriotic Movement of Sint Maarten or SPA [Vance JAMES, Jr.]; People's Party or PAPU [Richard Hodi]; Pro Curacao Party or PPK [Winston LOURENS]; Saba Democratic Labor Movement [Steve HASSELL]; Saba Unity Party [Carmen SIMMONDS]; St. Eustatius Alliance or SEA [Kenneth VAN PUTTEN]; Serious Alternative People's Party or Sapp [Julian ROLLOCKS]; Social Action Cause or KAS [Benny DEMEI]; Windward Islands People's Movement or WIPM [Will JOHNSTON]; Workers' Liberation Front or FOL [Anthony GODETT, Rignald LAK, Editha WRIGHT] |
| | *note:* political parties are indigenous to each island |
| **New Caledonia** | Alliance pour la Caledonie or APLC [Didier LE ROUX]; Federation des Comites de Coordination des Independantistes or FCCI [Francois BURCK]; Front National or FN [Guy GEORGE]; Front Uni de Liberation Kanak or FULK [Ernest UNE]; Kanak Socialist Front for National Liberation or FLNKS [leader NA] (includes PALIKA, UNI, UC, and UPM); Parti de Liberation Kanak or PALIKA [Paul NEAOUTYINE and Elie POIGOUNE]; Rally for Caledonia in the Republic (anti independent) or RPCR [Jacques LAFLEUR]; Union Nationale pour l'Independance or UNI [Paul NEAOUTYINE]; note - may no longer exist, but Paul NEAOUTYINE has since become a president of Parti de Liberation Kanak or PALIKA; Union Progressiste Melanesienne or UPM [Victor TUTUGORO] |
| **New Zealand** | ACT New Zealand [Richard PREBBLE]; Alliance (a coalition of the New Labor Party, Democratic Party, New Zealand Liberal Party, and Mana Motuhake) [James (Jim) ANDERTON]; Green Party [Jeanette FITZSIMONS and Rod DONALD]; National Party or NP [Don BRASH]; New Zealand First Party or NZFP [Winston PETERS]; New Zealand Labor Party or NZLP [Helen CLARK]; United Future or UF [Peter DUNNE] |
| **Nicaragua** | Conservative Party of Nicaragua or PCN [Dr. Fernando AGUERO Rocha]; Independent Liberal Party or PLI [Virgilio GODOY]; Liberal Alliance (ruling alliance including Liberal Constitutional Party or PLC, New Liberal Party or PALI, Independent Liberal Party for National Unity or PLIUN, and Central American Unionist Party or PUCA) [leader NA]; National Conservative Party or PC [Pedro SOLARZANO, Noel VIDAURRE]; National Project or PRONAL [Benjamin LANZAS]; Nicaraguan Party of the Christian Path or PCCN [Guillermo OSORNO, Roberto RODRIGUEZ]; Nicaraguan Resistance Party or PRN [Salvador TALAVERA]; Sandinista National Liberation Front or FSLN [Daniel ORTEGA Saavedra]; Sandinista Renovation Movement or MRS [Sergio RAMIREZ]; Unity Alliance or AU [Alejandro SERRANO]; Union Nacional Opositora 96 or UNO-96 [Alfredo CESAR Aguirre] |
| **Niger** | Democratic Rally of the People-Jama'a or RDP-Jama'a [Hamid ALGABID]; Democratic and Social Convention-Rahama or CDS-Rahama [Mahamane OUSMANE]; National Movement for a Developing Society-Nassara or MNSD-Nassara [Mamadou TANDJA, chairman]; Nigerien Alliance for Democracy and Social Progress-Zaman Lahiya or ANDPS-Zaman Lahiya [Moumouni Adamou DJERMAKOYE]; Nigerien Party for Democracy and Socialism-Tarayya or PNDS-Tarayya [Mahamadou ISSOUFOU]; Union of Democratic Patriots and Progressives-Chamoua or UPDP-Chamoua [Professor Andre' SALIFOU, chairman] |
| **Nigeria** | Alliance for Democracy or AD [Alhaji Adamu ABDULKADIR]; All Nigeria Peoples' Party or ANPP [Don ETIEBET]; All Progressives Grand Alliance or APGA [Chekwas OKORIE]; National Democratic Party or NDP [Aliyu Habu FARI]; Peoples Democratic Party or PDP [Audu OGBEH]; Peoples Redemption Party or PRP [Abdulkadir Balarabe MUSA]; Peoples Salvation Party or PSP [Lawal MAITURARE]; United Nigeria Peoples Party or UNPP [Saleh JAMBO] |
| **Niue** | Niue People's Action Party or NPP [Young VIVIAN]; Alliance of Independents or AI [leader NA] |
| **Norfolk Island** | none |
| **Northern Mariana Islands** | Democratic Party [Dr. Carlos S. CAMACHO]; Republican Party [Benigno R. FITIAL] |
| **Norway** | Center Party [Aslaug Marie HAGA]; Christian People's Party [Valgerd Svarstad HAUGLAND]; Coastal Party [Steinar BASTESEN]; Conservative Party [Jan PETERSEN]; Labor Party [Jens STOLTENBERG]; Liberal Party [Lars SPONHEIM]; Progress Party [Carl I. HAGEN]; Socialist Left Party [Kristin HALVORSEN] |
| **Oman** | none |
| **Pakistan** | Awami National Party or ANP [Wali KHAN]; Balochistan National Movement/Hayee Group or BNM/H [Dr. Hayee BALUCH]; Baluch National Party or BNP [Sardar Akhtar MENGAL]; Baluch National Party/Awami or BNP/Awami [Moheem Kahn BALOCH]; Jamhoori Watan Party or JWP [Akbar Khan BUGTI]; Jamiat-al-Hadith or JAH [Sajid MIR]; Jamiat Ulema-i-Islam, Fazlur Rehman faction or JUI/F [Fazlur REHMAN]; Jamiat Ulema-i-Islam, Sami-ul-HAQ faction or JUI/S [Sami ul-HAQ]; Jamiat-i-Islami or JI [Qazi Hussain AHMED]; Jamiat Ulema-i-Pakistan, Noorani faction or JUP/NO [Shah Ahmad NOORANI]; Millat Party or MP [Farooq LEGHARI]; Mutahida Qaumi Movement, Altaf faction or MQM/A [Altaf HUSSAIN]; Muhajir Quami Movement, Haqiqi faction or MQM/H [Afaq AHMAD]; Muttahida Majlis-e-Amal Pakistan or MMA [leader NA]; National Alliance or NA [Farooq Ahmad Khan LEGHARI]; National People's Party or NPP [Ghulam Mustapha JATOI]; Pakhtun Khwa Milli Awami Party or PkMAP [Mahmood Khan ACHAKZAI]; Pakhtun Quami Party or PQP [Mohammed Afzal KHAN]; Pakistan Awami Tehrik or PAT [Tahir ul QADRI]; Pakistan Democratic Party or PDP [Nawabadzada KHAN]; Pakistan Muslim League, Functional Group or PML/F [Pir PAGARO]; Pakistan Muslim League, Junejo faction or PML/J [Hamid Nasir CHATTHA]; Pakistan Muslim League, Nawaz Sharif faction or PML/N [Nawaz SHARIF]; Pakistan Muslim League, Quaid-l-Azam faction or PML/Q [Chaudhry Shujjat HUSSEIN]; Pakistan Muslim League, Zia-ul-HAQ or PML/Z [Ejaz ul-Haq]; Pakistan National Party or PNP [Hasil BIZENJO]; Pakistan People's Party or PPP [Benazir BHUTTO]; Pakistan People's Party/Sherpao or PPP/S [Aftab Ahmed Khan SHERPAO]; Pakistan People's Party/Shaheed Bhutto or PPP/SB [Ghinva BHUTTO]; Pakistan People's Party Parliamentarians or PPPP [Amin FAHIM]; Pakistan Tehrik-e-Insaaf or PTI [Imran KHAN]; Tehrik-i-Islami [Allama Sajid NAQVI]; Tehrik-i-Insaaf or PTI [Imran KHAN] |
| | *note:* political alliances in Pakistan can shift frequently |
| **Palau** | none |
| **Panama** | Arnulfista Party or PA [Mireya Elisa MOSCOSO Rodriguez]; Civic Renewal Party or PRC [Serguei DE LA ROSA]; Democratic Change [Ricardo MARTINELLI]; Democratic Revolutionary Party or PRD [Martin TORRIJOS]; National Liberal Party or PLN [Raul ARANGO Gasteazopo]; National Renovation Movement or MORENA [Pedro VALLARINO Cox]; Nationalist Republican Liberal Movement or MOLIRENA [Ramon MORALES]; Popular Party or PP (formerly Christian Democratic Party or PDC) [Ruben AROSEMENA]; Solidarity Party or PS [Samuel LEWIS Galindo] |
| **Papua New Guinea** | Melanesian Alliance Party or MAP [Bernard NAROKOBI]; National Alliance or NA [Michael SOMARE, party leader; George MANOA, party president]; National Front Party [leader NA]; National Party or NP [leader NA]; Papua New Guinea Revival Party [John PUNDARI]; Papua New Guinea United Party or Pangu Pati [Pate WAMP, party leader; Chris HAIVETA, parliamentary leader]; People's Action Party or PAP [Ted DIRO]; People's Democratic Movement or PDM [Sir Mekere MORAUTA]; People's Labor Party or PLP [Peter YAMA]; People's National Congress or PNC [Bill SKATE]; People's Progress Party or PPP [Michael NALI]; People's Unity Party or PUP [leader NA]; United Party or UP [Rimbiuk PATO] |
| | *note:* 43 political parties registered to participate in the June 2002 elections |
| **Paraguay** | Asociacion Nacional Republicana - Colorado Party or ANR [Nicanor DUARTE FRUTOS]; Movimiento Patria Querida or MPQ [Pedro Nicolas Maraa FADUL Niella]; Movimiento Union Nacional de Colorados Eticos or UNACE [Lino Cesar OVIEDO Silva]; Partido Encuentro Nacional or PEN [Diego ABENTE Brun]; Partido Liberal Radical Autentico or PLRA [Julio Cesar FRANCO]; Partido Pais Solidario or PPS [Carlos Alberto FILIZZOLA Pallares] |
| **Peru** | Peruvian Aprista Party or PAP [Alan GARCIA]; Independent Moralizing Front or FIM [Fernando OLIVERA Vega]; National Unity (Unidad Nacional) or UN [Lourdes FLORES Nano]; Peru Posible or PP [Luis SOLARI]; Popular Action or AP [Javier DIAZ Orihuela]; Solucion Popular [Carlos BOLANA]; Somos Peru or SP [Alberto ANDRADE]; Union for Peru or UPP [Roger GUERRA Garcia] |
| **Philippines** | Laban Ng Demokratikong Pilipino (Struggle of Filipino Democrats) or LDP [Edgardo ANGARA, president, Agapito AQUINO, secretary general]; Lakas Ng Edsa (National Union of Christian Democrats) or Lakas [Jose DE VENECIA, president]; Liberal Party or LP [Florencio ABAD, president; Franklin DRILON, chairman]; National People's Coalition or NPC [Eduardo COJUANGCO, chairman emeritus; Frisco SAN JUAN, president; Faustino DY, chairman]; PDP-Laban [Aquilino PIMENTEL, chairman; Jejomar BINAY, president]; PMP [Horacio MORALES, president]; Aksyon Demokratiko Party [Raul ROCO, president]; Reporma [Renato DE VILLA, chairman]; PROMDI [Emilio OSMENA, president] |
| **Pitcairn Islands** | none |
