CIA - The World Factbook -- Field Listing :: Political parties and leaders   

This entry includes a listing of significant political organizations and their leaders.

| Country | Political parties and leaders |
| **Italy** | *Center-Right coalition:* Lega Nord or LN [Umberto BOSSI]; Movement for Autonomy or MpA [Raffaele LOMBARDO]; People of Freedom or PdL [Silvio BERLUSCONI] |
| | *Center-Left coalition:* Democratic Party or PD [Pier Luigi BERSANI]; Italy of Values or IdV [Antonio DI PIETRO] |
| | *other non-allied parties:* Future and Liberty Party or FLI [Gianfranco FINI]; Union of the Center or UdC [Pier Ferdinando CASINI] |
| **Jamaica** | Jamaica Labor Party or JLP [Andrew HOLNESS]; People's National Party or PNP [Portia SIMPSON-MILLER]; National Democratic Movement or NDM [Michael WILLIAMS] |
| **Japan** | Democratic Party of Japan or DPJ [Yoshihiko NODA]; Japan Communist Party or JCP [Kazuo SHII]; Liberal Democratic Party or LDP [Sadakazu TANIGAKI]; New Komeito or NK [Natsuo YAMAGUCHI]; People's New Party or PNP [Shizuka KAMEI]; Social Democratic Party or SDP [Mizuho FUKUSHIMA]; Your Party or YP [Yoshimi WATANABE] |
| **Jersey** | *two declared parties:* Centre Party; Jersey Democratic Alliance |
| | *note:* all senators and deputies elected in 2008 were independents |
| **Jordan** | Arab Ba'ath Socialist Party [Akram al-HIMSI]; Ba'ath Arab Progressive Party [Fuad DABBOUR]; Call Party [Muhammed ABU BAKR]; Democratic People's Party [Ablah ABU ULBAH]; Democratic Popular Unity Party [Sa'id DIAB]; Islamic Action Front or IAF [Hamzah MANSOUR]; Islamic Center Party [Marwan al-FA'URI]; Jordanian Communist Party [Munir HAMARNAH]; Jordanian National Party [Muna ABU BAKR]; Jordanian United Front [Amjad al-MAJALI]; Life Party [Zahier AMR]; Message Party [Hazem QASHOU]; National Constitution Party [Ahmad al-SHUNAQ]; National Current Party [Abd al-Hadi al-MAJALI]; National Movement for Direct Democracy [Muhammad al-QAQ] |
| **Kazakhstan** | Adilet (Justice) [Maksut NARIKBAYEV, Zeynulla ALSHIMBAYEV, Serik ABDRAHMANOV, Bakhytbek AKHMETZHAN, Yerkin ONGARBAYEV, Tolegan SYDYKOV] (formerly Democratic Party of Kazakhstan); Agrarian and Industrial Union of Workers Block or AIST (Agrarian Party and Civic Party); Ak Zhol Party (Bright Path) [Alikhan BAYMENOV]; Alga [Vladimir KOZLOV] (unregistered); Auyl (Village) [Gani KALIYEV]; Azat (Freedom) Party [Bolat ABILOV] (formerly True Ak Zhol Party); Azat NSDP [co-chaired by Bolat ABILOV and Zharmakhan TUYAKBAY]; Azat and NSDP united in 2009, but the authorities have refused to register Azat NSDP as a single party; Communist Party of Kazakhstan or KPK [Serikbolsyn ABDILDIN]; Communist People's Party of Kazakhstan [Vladislav KOSAREV]; National Social Democratic Party or NSDP [Zharmakhan TUYAKBAY]; Nur Otan [Bakhytzhan ZHUMAGULOV] (the Agrarian, Asar, and Civic parties merged with Otan); Patriots' Party [Gani KASYMOV]; Rukhaniyat (Spirituality) [Serikzhan MAMBETALIN] |
| **Kenya** | Forum for the Restoration of Democracy-Kenya or FORD-Kenya [Musikari KOMBO]; Forum for the Restoration of Democracy-People or FORD-People [Reuben OYONDI]; Kenya African National Union or KANU [Uhuru KENYATTA]; National Rainbow Coalition-Kenya or NARC-Kenya [Martha KARUA]; Orange Democratic Movement or ODM [Raila ODINGA]; Orange Democratic Movement-Kenya or ODM-K [Kalonzo MUSYOKA]; Party of National Unity or PNU [Mwai KIBAKI]; Shirikisho Party of Kenya or SPK [Chirau Ali MWAKWERE] |
| **Kiribati** | Boutokaan Te Koaua Party or BTK [Taberannang TIMEON]; Maneaban Te Mauri Party or MTM [Teburoro TITO]; Maurin Kiribati Pati or MKP; National Progressive Party or NPP [Dr. Harry TONG] |
| | *note:* there is no tradition of formally organized political parties in Kiribati; they more closely resemble factions or interest groups because they have no party headquarters, formal platforms, or party structures |
| **Korea, North** | major party - Korean Workers' Party or KWP [KIM Jong Il]; minor parties - Chondoist Chongu Party [RYU Mi Yong] (under KWP control), Social Democratic Party [KIM Yong Dae] (under KWP control) |
| **Korea, South** | Democratic Party or DP [SONG Hak-kyu] (formerly the United Democratic Party or UDP); Democratic Labor Party or DLP [LEE Jung-hee]; Future Hope Alliance or FHA [ROH Cheoi-rae} (formerly Pro-Park Alliance); Grand National Party or GNP [PARK Geun-hye]; Liberty Forward Party or LFP [SHIM Dae-pyeong]; Renewal Korea Party or RKP [HAN Myeon-hee] |
| **Kosovo** | Albanian Christian Democratic Party of Kosovo or PShDK [Marjan DEMAJ]; Alliance for a New Kosovo or AKR [Behgjet PACOLLI]; Alliance for the Future of Kosovo or AAK [Ramush HARADINAJ]; Alliance of Independent Social Democrats of Kosovo and Metohija or SDSKIM [Ljubisa ZIVIC]; Bosniak Vakat Coalition or DSV [Sadik IDRIZI]; Citizens' Initiative of Gora or GIG [Murselj HALJILJI]; Democratic Action Party or SDA [Numan BALIC]; Democratic League of Dardania or LDD [Nexhat DACI]; Democratic League of Kosovo or LDK [Isa MUSTAFA]; Democratic Party of Ashkali of Kosovo or PDAK [Berat QERIMI]; Democratic Party of Bosniaks [Dzezair MURATI]; Democratic Party of Kosovo or PDK [Hashim THACI]; Independent Liberal Party or SLS [Slobadan PETROVIC]; Kosovo Democratic Turkish Party of KDTP [Mahir YAGCILAR]; Movement for Self-Determination (Vetevendosje) [Albin KURTI]; New Democratic Initiative of Kosovo or IRDK [Xhevdet NEZIRAJ]; New Democratic Party or ND [Predrag JOVIC]; New Spirit or FER [Shpend AHMETI]; Serb National Party or SNS [Mihailo SCEPANOVIC]; Serbian Democratic Party of Kosovo and Metohija or SDS KiM [Slavisa PETKOVIC]; Serbian Kosovo and Metohija Party or SKMS [Dragisa MIRIC]; Serbian National Council of Northern Kosovo and Metohija or SNV [Milan IVANOVIC]; Social Democratic Party of Kosovo or PSDK [Agim CEKU]; Socialist Party of Kosovo or PSK [Emrush XHEMAJLI]; United Roma Party of Kosovo or PREBK [Ilaz KADOLLI] |
| **Kuwait** | none; formation of political parties is in practice illegal but is not forbidden by law |
| **Kyrgyzstan** | Ar-Namys (Dignity) Party [Feliks KULOV]; Ata-Jurt (Homeland) [Kamchybek TASHIEV, Akhmat KELDIBEKOV]; Ata-Meken (Fatherland) [Omurbek TEKEBAEV]; Butun Kyrgyzstan (All Kyrgyzstan) [Adakhan MADUMAROV, Miroslav NIYAZOV]; Respublika [Omurbek BABANOV]; Social-Democratic Party of Kyrgyzstan (SDPK) [Almazbek ATAMBAEV] |
| **Laos** | Lao People's Revolutionary Party or LPRP [CHOUMMALI Saignason]; other parties proscribed |
| **Latvia** | All For Latvia! [Irnants PARADNIEKS, Raivis DZINTARS]; Civic Union [Sandra KALNIETE, Girts Valdis KRISTOVSKIS]; First Party of Latvia/Latvia's Way or LPP/LC [Ainars SLESERS]; For Human Rights in a United Latvia or PCTVL [Jakovs PLINERS, Tatjana ZDANOKA]; For the Fatherland and Freedom/Latvian National Independence Movement or TB/LNNK [Roberts ZILE, Maris GRINBLATS]; Harmony Center or SC [Nils USAKOVS, Janis URBANOVICS]; National Alliance (alliance of TB/LNNK, All For Latvia!) [Gaidis BERZINS, Raivis DZINTARS]; New Era Party or JL [Solvita ABOLTINA, Dzintars ZAKIS]; Society for Different Politics or SCP [Aigars STOKENBERGS; Artis PABRIKS]; The Union of Latvian Greens and Farmers Party or ZZS [Augusts BRIGMANIS]; Unity [Solvita ABOLTINA]; Zatlers' Reform Party [Valdis ZATLERS] |
| **Lebanon** | *14 March Coalition:* Democratic Left [Ilyas ATALLAH]; Democratic Renewal Movement [Nassib LAHUD]; Future Movement Bloc [Sa'ad al-HARIRI]; Kataeb Party [Amine GEMAYEL]; Lebanese Forces [Samir JA'JA]; Tripoli Independent Bloc |
| | *8 March Coalition:* Development and Resistance Bloc [Nabih BERRI, leader of Amal Movement]; Free Patriotic Movement [Michel AWN]; Loyalty to the Resistance Bloc [Mohammad RA'AD] (includes Hizballah [Hassan NASRALLAH]); Nasserite Popular Movement [Usama SAAD]; Popular Bloc [Elias SKAFF]; Syrian Ba'th Party [Sayez SHUKR]; Syrian Social Nationalist Party [Ali QANSO]; Tashnaq [Hovig MEKHITIRIAN] |
| | *Independent:* Democratic Gathering Bloc [Walid JUNBLATT, leader of Progressive Socialist Party]; Metn Bloc [Michel MURR] |
| **Lesotho** | Alliance of Congress Parties or ACP (including the Lesotho People's Congress or LCP [Kelebone MAOPE], the Basotholand African Congress or BAC [Khauhelo RALITAPOLE], and a faction of the Basotho Congress Party or BCP [Ntsukunyane MPHANYA]); All Basotho Convention or ABC [Thomas THABANE]; Basotho Batho Democratic Party or BBDP; Basotho Congress Party or BCP; Basotho Democratic National Party or BDNP [Thabang NYEOE]; Basotho National Party or BNP [vacant]; Basotholand African National Congress or BANC; Christian Democratic Party or CDP [Enerst RAMOKOENA]; Lesotho Congress for Democracy or LCD [Pakalitha MOSISILI] (the governing party); Lesotho Workers Party or LWP [Macaefa BILLY]; National Independent Party or NIP [Anthony MANYELI] |
| **Liberia** | Alliance for Peace and Democracy or APD [Togba-na TIPOTEH]; Congress for Democratic Change or CDC [George WEAH]; Liberty Party or LP [Charles BRUMSKINE]; National Patriotic Party or NPP [Roland MASSAQUOI]; Unity Party or UP [Varney SHERMAN] |
| **Libya** | NA |
| **Liechtenstein** | Die Freie Liste (The Free List) or FL [Wolfgang MARXER]; Fortschrittliche Buergerpartei (Progressive Citizens' Party) or FBP [Alexander BATLINER]; Vaterlaendische Union (Fatherland Union) or VU [Adolf HEEB] |
| **Lithuania** | Christian party [Gediminas VAGNORIUS]; Civil Democracy Party or PDP [Algimantas MATULEVICIUS]; Electoral Action of Lithuanian Poles or LLRA [Valdemar TOMASZEVSKI]; Homeland Union - Lithuanian Christian Democrats or TS-LKD [Andrius KUBILIUS]; Labor Party or DP [Viktor USPASKICH]; Liberal and Center Union or LCS [Gintautas BABRAVICIUS]; Liberal Movement or LS or LRLS [Eligijus MASIULIS]; Lithuanian Farmers' Union or LVLS or VLS [ Ramunas KARBAUSKIS]; Lithuanian People's Party (not yet officially established) [Kazimiera PRUNSKIENE]; National Revival or TPP [Arunas VALINSKAS]; New Union (Social Liberal) or NS [Arturas PAULAUSKAS]; Order and Justice Party or TT [Rolandas PAKSAS]; Social Democratic Party or LSDP [Algirdas BUTKEVICIUS] |
| **Luxembourg** | Alternative Democratic Reform Party or ADR [Robert MEHLEN]; Christian Social People's Party or CSV [Michel WOLTER]; dei Lenk/la Gauche (the Left); Democratic Party or DP [Claude MEISCH]; Green Party [Francois BAUSCH]; Luxembourg Socialist Workers' Party or LSAP [Alex BODRY]; other minor parties |
| **Macau** | Alliance for Change or MUDAR; Macau Development Alliance or NUDM [Angela LEONG On-kei]; Macau-Guangdong Union or UNG; Macau United Citizens' Association or ACUM [CHAN Meng-kam]; New Macau Association or NMA [Jason CHAO]; New Hope or NE [Jose Maria Pereira COUTINHO]; Union for Promoting Progress or UPP [LEONG Heng-teng] |
| | *note:* there is no political party ordinance, so there are no registered political parties; politically active groups register as societies or companies |
| **Macedonia** | Albanian Democratic Resistance or PDK [Rufi OSMANI]; Democratic Alliance or DS [Pavle TRAJANOV]; Democratic Party of Serbs in Macedonia [Ivan STOILJKOVIC]; Democratic Party of the Albanians or PDSh/DPA [Menduh THACI]; Democratic Party of Turks in Macedonia [Kenan HASIPI]; Democratic Union for Integration or BDI/DUI [Ali AHMETI]; Internal Macedonian Revolutionary Organization--Democratic Party for Macedonian National Unity (VMRO-DPMNE) [Nikola GRUEVSKI]; Liberal Democratic Party or LDP [Risto PENOV]; Liberal Party [Borce STOJANOVSKI]; Movement for Reconstruction of Macedonia or DOM [Liljana POPOVSKA]; New Alternative [Gjorgji OROVCANEC]; New Democracy or DR [Imer SELMANI]; New Social-Democratic Party or NSDP [Tito PETKOVSKI]; Party for Democratic Action in Macedonia or SDAM [Avdija PEPIC]; Party for European Future or PEI [Fijat CANOSKI]; Social-Democratic Union of Macedonia or SDSM [Branko CRVENKOVSKI]; Socialist Party or SP [Ljubisav IVANOV-DZINGO]; Union of Roma of Macedonia [Amdi BAJRAM]; United for Macedonia or OM [Ljube BOSKOVSKI]; VMRO-Macedonian [Borislav STOJMENOV]; VMRO-People's Party or VMRO-NP [Ljubco GEORGIEVSKI] |
| **Madagascar** | Association for the Rebirth of Madagascar or AREMA [Pierrot RAJAONARIVELO]; Democratic Party for Union in Madagascar or PSDUM [Jean LAHINIRIKO]; Economic Liberalism and Democratic Action for National Recovery or LEADER/Fanilo [Herizo RAZAFIMAHALEO]; Fihaonana Party or FP [Guy-Willy RAZANAMASY]; I Love Madagascar or TIM [Marc RAVALOMANANA]; Renewal of the Social Democratic Party or RPSD [Evariste MARSON] |
| **Malawi** | Alliance for Democracy or AFORD [Dindi NYASULU]; Congress of Democrats or CODE [Ralph KASAMBARA]; Democratic Progressive Party or DPP [Bingu wa MUTHARIKA]; Malawi Congress Party or MCP [John TEMBO]; Malawi Democratic Party or MDP [Kampelo KALUA]; Malawi Forum for Unity and Development or MAFUNDE [George MNESA]; Maravi People's Party [Uladi MUSSA]; National Unity Party or NUP [Harry CHIUME]; New Rainbow Coalition Party [Beatrice MWALE]; New Republican Party [Gwanda CHAKUWAMBA]; People's Progressive Movement or PPM [Aleke BANDA]; People's Transformation Movement or PETRA [Kamuzu CHIBAMBO]; Republican Party or RP [Stanley MASAULI]; United Democratic Front or UDF [Bakili MULUZI]; United Democratic Party [Kenedy KALAMBO] |
| **Malaysia** | *National Front (Barisan Nasional) or BN (ruling coalition) consists of the following parties:* Gerakan Rakyat Malaysia Party or PGRM [KOH Tsu Koon]; Liberal Democratic Party (Parti Liberal Demokratik - Sabah) or LDP [LIEW Vui Keong]; Malaysian Chinese Association (Persatuan China Malaysia) or MCA [CHUA Soi Lek]; Malaysian Indian Congress (Kongres India Malaysia) or MIC [Govindasamy PALANIVEL]; Parti Bersatu Rakyat Sabah or PBRS [Joseph KURUP]; Parti Bersatu Sabah or PBS [Joseph PAIRIN Kitingan]; Parti Pesaka Bumiputera Bersatu or PBB [Abdul TAIB Mahmud]; Parti Rakyat Sarawak or PRS [James MASING]; Sarawak United People's Party (Parti Bersatu Rakyat Sarawak) or SUPP [George CHAN Hong Nam]; United Malays National Organization or UMNO [NAJIB bin Abdul Razak]; United Pasokmomogun Kadazandusun Murut Organization (Pertubuhan Pasko Momogun Kadazan Dusun Bersatu) or UPKO [Bernard DOMPOK]; People's Progressive Party (Parti Progresif Penduduk Malaysia) or PPP [M.Kayveas]; Sarawak Progressive Democratic Party or SPDP [William MAWAN]) |
| | *People's Alliance (Pakatan Rakyat) or PR (opposition coalition) consists of the following parties:* Democratic Action Party (Parti Tindakan Demokratik) or DAP [KARPAL Singh]; Islamic Party of Malaysia (Parti Islam se Malaysia) or PAS [Abdul HADI Awang]; People's Justice Party (Parti Keadilan Rakyat) or PKR [WAN AZIZAH Wan Ismail]; Sarawak National Party or SNAP [Edwin DUNDANG] |
| | *independent party:* Sabah Progressive Party (Parti Progresif Saban) or SAPP [YONG Teck Lee] |
| **Maldives** | Adhaalath (Justice) Party or AP [Shaykh Hussein RASHEED Ahmed]; Dhivehi Qaumee Party or DQP [Hassan SAEED]; Dhivehi Rayyithunge Party (Maldivian People's Party) or DRP [Ahmed THASMEEN Ali]; Gaumee Itthihaad (National Alliance) or GI [Mohamed WAHEED]; Islamic Democratic Party or IDP; Maldivian Democratic Party or MDP [Ibrahim DIDI]; Maldives National Congress or MNC; Maldives Social Democratic Party or MSDP; Meedhu Dhaaira; People's Alliance or PA [Abdullah YAMEEN]; People's Party or PP; Poverty Alleviation Party or PAP; Progressive Party of Maldives or PPM [Maumoon Abdul GAYOOM]; Republican (Jumhooree) Party or JP [Gasim IBRAHIM]; Social Liberal Party or SLP [Mazian RASHEED] |
| **Mali** | African Solidarity for Democracy and Independence or SADI [Oumar MARIKO, secretary general]; Alliance for Democracy or ADEMA [Diounconda TRAORE]; Alliance for Democracy and Progress or ADP (a coalition of political parties including ADEMA and URD formed in December 2006 to support the presidential candidacy of Amadou TOURE); Alliance for Democratic Change (political group comprised mainly of Tuareg from Mali's northern region); Convergence 2007 [Soumeylou Boubeye MAIGA]; Front for Democracy and the Republic or FDR (a coalition of political parties including RPM and PARENA formed to oppose the presidential candidacy of Amadou TOURE); National Congress for Democratic Initiative or CNID [Mountaga TALL]; Party for Democracy and Progress or PDP [Mady KONATE]; Party for National Renewal or PARENA [Tiebile DRAME]; Patriotic Movement for Renewal or MPR [Choguel MAIGA]; Rally for Democracy and Labor or RDT [Amadou Ali NIANGADOU]; Rally for Mali or RPM [Ibrahim Boubacar KEITA]; Sudanese Union/African Democratic Rally or US/RDA [Mamadou Basir GOLOGO]; Union for Democracy and Development or UDD [Moussa Balla COULIBALY]; Union for Republic and Democracy or URD [Soumaila CISSE] |
| **Malta** | Alternativa Demokratika/Alliance for Social Justice or AD [Michael BRIGUGLIO]; Labor Party or PL [Joseph MUSCAT]; Nationalist Party or PN [Lawrence GONZI]; The Malta Communist Party [Victor DEGIOVANNI] |
| **Marshall Islands** | traditionally there have been no formally organized political parties; what has existed more closely resembles factions or interest groups because they do not have party headquarters, formal platforms, or party structures; the following two "groupings" have competed in legislative balloting in recent years - Aelon Kein Ad Party [Michael KABUA] and United Democratic Party or UDP [Litokwa TOMEING] |
| **Mauritania** | Alternative or El-Badil [Mohamed Yahdhi Ould MOCTAR HACEN]; Coalition of Majority Parties or CPM (parties supporting the regime including PRDR, UPR, RD, HATEM-PMUC, UCD); Coordination of Democratic Opposition or COD (coalition of opposition political parties opposed to the government including APP, RFD, UFP, PNDD-ADIL, Alternative or El-Badil); Democratic Renewal or RD [Moustapha Ould ABDEIDARRAHMANE]; Mauritanian Party for Unity and Change or HATEM-PMUC [Saleh Ould HANENA]; National Pact for Democracy and Development or PNDD-ADIL [Yahya Ould Ahmed Ould WAGHEF] (independents formerly supporting President Abdellahi); National Rally for Freedom, Democracy and Equality or RNDLE; National Rally for Reform and Development or RNRD-TAWASSOUL [Mohamed Jamil MANSOUR] (moderate Islamists); Popular Front or FP [Ch'bih Ould CHEIKH MALAININE]; Popular Progressive Alliance or APP [Messoud Ould BOULKHEIR]; Rally of Democratic Forces or RFD [Ahmed Ould DADDAH]; Republican Party for Democracy and Renewal or PRDR [Mintata Mint HDEID]; Socialist and Democratic Unity Party or PUDS; Union for Democracy and Progress or UDP [Naha Mint MOUKNASS]; Union for the Republic or UPR; Union of Democratic Center or UCD [Cheikh Sid'Ahmed Ould BABA]; Union of the Forces for Progress or UFP [Mohamed Ould MAOULOUD]; |
| **Mauritius** | Alliance of the Future or AF [Navinchandra RAMGOOLAM] (governing coalition - includes MLP, MMSM, MR, MSD, PMSD); Mauritian Labor Party or MLP [Navinchandra RAMGOOLAM]; Mauritian Militant Movement or MMM [Paul BERENGER]; Mauritian Militant Socialist Movement or MMSM [Pravind JUGNAUTH]; Mauritian Socialist Militant Movement or MSMM [Madan DULLOO]; Mauritian Solidarity Front of FSM [Cehl FAKEERMEEAH]; Mouvement Republicain or MR [Jayarama VALAYDEN]; Maurition Social Democratic Party or PMSD [Xavier Luc DUVAL]; Rodrigues Movement or MR [Joseph (Nicholas) Von MALLY]; Rodrigues Peoples Organization or OPR [Serge CLAIR] |
| **Mexico** | Convergence for Democracy or CD [Luis WALTON Aburto]; Institutional Revolutionary Party or PRI [Humberto MOREIRA Valdes]; Labor Party or PT [Alberto ANAYA Gutierrez]; Mexican Green Ecological Party or PVEM [Jorge Emilio GONZALEZ Martinez]; National Action Party (Partido Accion Nacional) or PAN [Gustavo MADERO Munoz]; New Alliance Party (Partido Nueva Alianza) or PNA/PANAL [Jorge Antonio KAHWAGI Macari]; Party of the Democratic Revolution (Partido de la Revolucion Democratica) or PRD [Jesus ORTEGA Martinez] |
| **Micronesia, Federated States of** | no formal parties |
| **Moldova** | *represented in Parliament:* Communist Party of the Republic of Moldova or PCRM [Vladimir VORONIN]; Democratic Party or PD [Marian LUPU]; Liberal Democratic Party or PLDM [Vladimir FILAT]; Liberal Party or PL [Mihai GHIMPU]; Alliance for European Integration or AIE (coalition of the PD, PLDM, and PL) |
| | *not represented in Parliament:* Christian Democratic People's Party or PPCD [Iurie ROSCA]; Conservative Party or PC [Natalia NIRCA]; Ecological Party of Moldova "Green Alliance" or PEMAVE [Vladimir BRAGA]; European Action Movement or MAE [Veaceslav UNTILA]; For Nation and Country Party or PpNT [Sergiu MOCANU]; Humanist Party of Moldova or PUM [Valeriu PASAT]; Labor Party or PM [Gheorghe SIMA]; National Liberal Party or PNL [Vitalia PAVLICENKO]; Our Moldova Alliance or AMN [Serafim URECHEAN]; Patriots of Moldova Party or PPM [Mihail GARBUZ]; Popular Republican Party or PPR [Nicolae ANDRONIC]; Republican Party of Moldova or PRM [Andrei STRATAN]; Roma Social Political Movement of the Republic of Moldova or MRRM [Ion BUCUR]; Social Democratic Party or PSD [Victor SELIN]; Social Political Movement "Equality" or MR [Valeriy KLIMENCO]; United Moldova Party or PMUEM [Vladimir TURCAN] |
| **Monaco** | Monaco Together; Rally and Issues for Monaco or REM; Union for Monaco or UPM (including National Union for the Future of Monaco or UNAM) |
| **Mongolia** | Civil Will-Green Party or CWGP [Dangaasuren EHKHBAT]; Democratic Party or DP [Norov ALTANHUYAG]; Mongolian People's Party or MPP [Sukhbaatar BATBOLD]; Mongolian People's Revolutionary Party or MPRP [Nambaryn ENKHBAYAR] |
| **Montenegro** | Albanian Alternative or AA [Vesel SINISHTAJ]; Coalition for European Montenegro (bloc) [Milo DJUKANOVIC] (includes Democratic Party of Socialists or DPS [Milo DJUKANOVIC], Social Democratic Party or SDP [Ranko KRIVOKAPIC], Bosniak Party of BS [Rafet HUSOVIC], and Croatian Civic Initiative or HGI [Marija VUCINOVIC); Coalition SNP-NS-DSS (bloc) (includes Socialist People's Party or SNP [Srdjan MILIC], People's Party of Montenegro or NS [Predrag POPOVIC], and Democratic Serbian Party of Montenegro or DSS [Ranko KADIC]); Democratic League-Party of Democratic Prosperity or SPP [Mehmet BARDHIJ]; Democratic Union of Albanians or DUA [Ferhat DINOSHA]; For a Different Montenegro (bloc) [Goran BATRICEVIC] (includes Democratic Center or DC [Goran BATRICEVIC] and Liberal Party of Montenegro or LP [Miodrag ZIVKOVIC]); FORCA [Nazif CUNGU]; Movement for Changes or PZP [Nebojsa MEDOJEVIC]; National Coalition (includes People's Party of Montenegro or NS [Predrag POPOVIC] and Democratic Serbian Party of Montenegro or DSS [Ranko KADIC]); New Serb Democracy or NOVA [Andrija MANDIC]; Socialist People's Party of Montenegro or SNP [Srdjan MILIC] |
| **Montserrat** | Montserrat Democratic Party or MDP [Lowell LEWIS]; Movement for Change and Prosperity or MCAP [Roselyn CASSELL-SEALY]; New People's Liberation Movement or NPLM [John A. OSBORNE] |
| **Morocco** | Action Party or PA [Mohammed EL IDRISSI]; Al Ahd (The Covenant) Party [Najib EL OUAZZANI]; Alliance des Libert'es (Alliance of Liberty) or ADL [Ali BELHAJ]; An-Nahj Ad-Dimocrati or An-Nahj [Abdellah EL HARIF]; Authenticity and Modernity Party or PAM [Mohamed Cheikh BIADILLAH, secretary general]; Choura et Istiqlal (Consultation and Independence) Party or PCI [Abdelwahed MAACH]; Citizens' Forces or FC [Abderrahman LAHJOUJI]; Citizenship and Development Initiative or ICD [Mohamed BENHAMOU]; Constitutional Union Party or UC [Mohammed ABIED]; Democratic and Social Movement or MDS [Mahmoud ARCHANE]; Democratic Forces Front or FFD [Touhami EL KHIARI]; Democratic Socialist Vanguard Party or PADS [Ahmed BENJELLOUN]; Democratic Society Party or PSD [Zhor CHEKKAFI]; Democratic Union or UD [Bouazza IKKEN]; Environment and Development Party or PED [Ahmed EL ALAMI]; Istiqlal (Independence) Party or PI [Abbas EL FASSI]; Justice and Development Party or PJD [Abdelilah BENKIRANE]; Labor Party or PT [Abdelkrim BENATIK]; Moroccan Liberal Party or PML [Mohamed ZIANE]; National Democratic Party or PND [Abdallah KADIRI]; National Ittihadi Congress Party or CNI [Abdelmajid BOUZOUBAA]; National Popular Movement or MNP [Mahjoubi AHERDANE]; National Rally of Independents or RNI [Mustapha EL MANSOURI]; National Union of Popular Forces or UNFP [Abdellah IBRAHIM]; Popular Movement or MP [Mohamed LAENSER]; Progress and Socialism Party or PPS [Ismail ALAOUI]; Reform and Development Party or PRD [Abderrahmane EL KOUHEN]; Renaissance and Virtue Party or PRV [Mohamed KHALIDI]; Renewal and Equity Party or PRE [Chakir ACHABAR]; Social Center Party or PSC [Lahcen MADIH]; Socialist Democratic Party or PSD [Aissa OUARDIGHI]; Socialist Union of Popular Forces or USFP [Abdelwahed RADI]; Unified Socialist Left Party or PGSU [Mohamed Ben Said AIT IDDER] |
| **Mozambique** | Democratic Movement of Mozambique (Movimento Democratico de Mocambique) or MDM [Daviz SIMANGO]; Front for the Liberation of Mozambique (Frente de Liberatacao de Mocambique) or FRELIMO [Armando Emilio GUEBUZA]; Mozambique National Resistance (Resistencia Nacional Mocambicana) or RENAMO [Afonso DHLAKAMA] |
| **Namibia** | All People's Party or APP [Ignatius SHIXWAMENI]; Congress of Democrats or COD [Benjamin ULENGA]; Democratic Turnhalle Alliance of Namibia or DTA [Katuutire KAURA]; Monitor Action Group or MAG [Jurie VILJOEN]; National Democratic Movement for Change or NamDMC; National Unity Democratic Organization or NUDO [Kuaima RIRUAKO]; Rally for Democracy and Progress or RDP [Hidipo HAMUTENYA]; Republican Party or RP [Hendrick MUDGE]; South West Africa National Union or SWANU [Usutuaije MAAMBERUA]; South West Africa People's Organization or SWAPO [Hifikepunye POHAMBA]; United Democratic Front or UDF [Justus GAROEB] |
| **Nauru** | Democratic Party [Kennan ADEANG]; Nauru First (Naoero Amo) Party; Nauru Party (informal); note - loose multiparty system |
| **Nepal** | Chure Bhawar Rastriya Ekata Party [Keshav Prasad MAINALI]; Communist Party of Nepal-Maoist (inactive); Communist Party of Nepal-Marxist Leninist or CPN-ML [C.P. MAINALI]; Communist Party of Nepal-Unified [Raj Singh SHRIS]; Communist Party of Nepal-United [Chandra Dev JOSHI]; Communist Party of Nepal-Unified Marxist-Leninist or CPN-UML [Jhalanath KHANAL]; Dalit Janajati Party [Vishwendraman PASHWAN]; Federal Democratic National Forum; Madhesi People's Rights Forum-Democratic [Bijay Kumar GACHHADAR]; Madhesi People's Rights Forum-Nepal [Upendra YADAV]; Nepal Loktantrik Samajbadi Dal [Upendra GACHCHHADAR]; Nepal Pariwar Dal [Eknath DHAKAL]; Nepal Sadbhavana Party-Anandi Devi [Sarita GIRI]; Nepal Workers and Peasants Party or [Narayan Man BIJUKCHHE]; Nepali Congress or NC [Sushil KOIRALA]; Nepali Janata Dal [Harish Chandra SHA]; Newa Rastriya Party [Keshav Man SHAKYA]; Rastriya Janamorcha [Chitra Bahadur K.C.]; Rastriya Janamukti Party [Malwar Singh THAPA]; Rastriya Janashakti Party or RJP [Surya Bahadur THAPA]; Rastriya Prajantantra Party [Pashupati Shumsher RANA]; Rastriya Prajantantra Party Nepal [Kamal THAPA]; Sadbhavana Party [Rajendra MAHATO]; Samajbadi Prajatantrik Janata Party Nepal [Prem Bahadur SINGH]; Terai Madhes Democratic Party [Mahantha THAKUR]; Unified Communist Party of Nepal (Maoist) [Pushpa Kamal DAHAL, also known as PRACHANDA] |
