CIA - The World Factbook -- Field Listing - Political parties and leaders

| Country | Political parties and leaders |
| **Israel** | Democratic Front for Peace and Equality (Hadash) [Muhammad BARAKA]; Green Leaf Party (no longer active) [Boaz WACHTEL and Shlomi SANDAK]; Herut (no longer active) [Michael KLEINER]; Labor Party [Shimon PERES]; Likud Party [Ariel SHARON]; Meretz (merged with YAHAD) [Zahava GALON]; National Democratic Assembly (Balad) [Azmi BISHARA]; National Religious Party [Ephraim "Efie" EITAM]; National Union (Haichud Haleumi) [Avigdor LIBERMAN] (includes Tekuma Moledet and Yisra'el Beiteinu); One Nation [David TAL]; Shas [Eliyahu YISHAI]; Shinui [Yosef "Tommy" LAPID]; United Arab List [Abd al-Malik DAHAMSHAH]; United Torah Judaism [Yaakov LITZMAN]; YAHAD [Yossi BEILIN]; Yisra'el Ba'Aliya or YBA (merged with Likud) [Natan SHARANSKY] |
| **Italy** | Center-Left Olive Tree Coalition [Francesco RUTELLI] - Democrats of the Left, Daisy Alliance (including Italian Popular Party, Italian Renewal, Union of Democrats for Europe, The Democrats), Sunflower Alliance (including Green Federation, Italian Democratic Socialists), Italian Communist Party; Center-Right Freedom House Coalition [Silvio BERLUSCONI] (formerly House of Liberties and Freedom Alliance) - Forza Italia, National Alliance, The Whiteflower Alliance (includes Christian Democratic Center, United Christian Democrats), Northern League; Democrats of the Left or DS [Piero FASSINO]; Forza Italia or FI [Silvio BERLUSCONI]; Green Federation [Alfonso Pecoraro SCANIO]; Italian Communist Party or PdCI [Armando COSSUTTA]; Italian Renewal or RI [Lamberto DINI]; merged with PPI and I Democratici to form La Margherita (or The Daisy Alliance); Italian Social Democrats or SDI [Enrico BOSELLI]; Lega Padana [Roberto BERNARDELLI]; National Alliance or AN [Gianfranco FINI]; Northern League or NL [Umberto BOSSI]; Per le Autonomie [leader NA]; Socialist Movement-Tricolor Flame or MS-Fiamma [Luca ROMAGNOLI]; South Tyrol People's Party or SVP (German speakers) [Elmar Pichler ROLLE]; Sunflower Alliance (includes Green Federation, Italian Social Democrats); The Daisy Alliance (includes Italian Popular Party, Italian Renewal, Union of Democrats for Europe, The Democrats) [Francesco RUTELLI]; The Democrats [Arturo PARISI]; The Radicals (formerly Pannella Reformers and Autonomous List) [Marco PANNELLA]; Union of Democrats for Europe or UDEUR [Clemente MASTELLA]; Union of Christian and Center Democrats or UDC [Marco FOLLINI] |
| **Jamaica** | Jamaica Labor Party or JLP [Bruce GOLDING]; National Democratic Movement or NDM [Hyacinth BENNETT]; People's National Party or PNP [Percival James PATTERSON] |
| **Japan** | Democratic Party of Japan or DPJ [Seiji MAEHARA, leader; Yukio HATOYAMA, secretary general]; Japan Communist Party or JCP [Kazuo SHII, chairman; Tadayoshi ICHIDA, secretary general]; Komeito [Takenori KANZAKI, president; Tetsuzo FUYUSHIBA, secretary general]; Liberal Democratic Party or LDP [Junichiro KOIZUMI, president; Tsutomu TAKEBE, secretary general]; Social Democratic Party or SDP [Mizuho FUKUSHIMA, chairperson; Seiji MATAICHI, secretary general] |
| **Jersey** | none; all independents |
| **Jordan** | Al-Ajyal [Muhammad KHALAYLEH, secretary general]; Al-Umma (Nation) Party [Ahmad al-HANANDEH, secretary general]; Arab Land Party [Dr. Ayishah Salih HIJAZAYN, secretary general]; Ba'th Arab Progressive Party [Fu'ad DABBUR, secretary general]; Communist Party [Munir HAMARINAH, secretary general]; Constitutional National Party [Ahmad al-SHUNNAQ, secretary general; Democratic Arab Islamic Movement [Yusuf ABU BAKR, president]; Green Party [Muhammad BATAYNEH, secretary general]; Islamic Action Front [Hazma MANSOUR, secretary general]; Islamic al-Walsat Party [Marwan al-FAURI], secretary general; Jordanian Democratic Left Party [Musa MA'AYTEH, secretary general]; Jordanian Democratic Popular Unity Party [Sa'id Dhiyab Ali MUSTAFA, secretary general]; Jordanian People's Democratic (Hashd) Party [Ahmad YUSUF, secretary general]; Jordanian Progressive Party [Fawwaz al-ZUBI, secretary general]; Labor Party [Dr. Mazin Sulayman Jiryis HANNA, secretary general]; Muslim Centrist Party [leader NA]; National Action (Haqq) Party [Tariq al-KAYYALI, secretary general]; National Constitutional Party [Abdul Hadi MAJALI, secretary general]; National Movement for Direct Democracy [Mahmud al-NUWAYHI, secretary general]; Pan-Arab (Democratic) Movement [Mahmud al-NUWAYHI, secretary general]; (Arab) Socialist Ba'th Party [Taysir al-HIMSI, secretary general] |
| **Kazakhstan** | Agrarian Party [Romin MADINOV]; Ak Zhol Party "Bright Path" [Bulat ABILOV, Uraz ZHANDOSOV, Lyudmila ZHULANOVA, Alikhan BAYMENOV, Altynbek SARSENBAYEV, co-chairs]; ASAR "All Together" [Dariga NAZARBAYEVA, chairwoman]; AUL "Village" [Gani KALIYEV]; Civic Party [Azat PERUASHEV, first secretary]; Communist Party or KPK [Serikbolsyn ABDILDIN, first secretary]; Communist People's Party of Kazakhstan [Vladislav KOSAREV]; Democratic Party of Kazakhstan [Maksut NARIKBAEV]; Otan "Fatherland" [Bakhytzhan ZHUMAGULOV, acting chairman]; Patriots' Party [Gani KASYMOV]; Rukhaniyat [Altynshash JAGANOVA] |
| **Kenya** | Forum for the Restoration of Democracy-People or FORD-People [Kimaniwa NYOIKE, chairman]; Kenya African National Union or KANU [Uhuru KENYATTA]; National Rainbow Coalition or NARC [Mwai KIBAKI] - the governing party |
| **Kiribati** | Boutokaan Te Koaua Party or BTK [Taberannang TIMEON]; Maneaban Te Mauri Party or MTM [Teburoro TITO]; Maurin Kiribati Pati or MKP [leader NA]; National Progressive Party or NPP [Dr. Harry TONG] |
| | *note:* there is no tradition of formally organized political parties in Kiribati; they more closely resemble factions or interest groups because they have no party headquarters, formal platforms, or party structures |
| **Korea, North** | major party - Korean Workers' Party or KWP [KIM Jong Il, general secretary]; minor parties - Chondoist Chongu Party [RYU Mi Yong, chairwoman] (under KWP control); Social Democratic Party [KIM Yong Dae, chairman] (under KWP control) |
| **Korea, South** | Democratic Labor Party or DLP [KIM Hye-kyung, chairwoman]; Democratic Party or DP [HAHN Hwa-kap, chairman]; Grand National Party or GNP [PARK Geun-hye, chairwoman]; United Liberal Democrats or ULD [KIM Hak-won, chairman]; Uri Party [MOON Hee-sang, chairman] |
| **Kuwait** | none; formation of political parties is illegal |
| **Kyrgyzstan** | Adilet (Justice) Party [Toychubek KASYMOV]; Agrarian Labor Party of Kyrgyzstan [Uson SYDYKOV]; Agrarian Party of Kyrgyzstan [Erkin ALIYEV]; Alga, Kyrgyzstan (Forward, Kyrgyzstan) [Bolot BEGALIYEV]; Ar-Namys (Dignity) Party [Emil ALIYEV]; Asaba (Banner National Revival Party) [Azimbek BEKNAZAROV]; Ata-Meken (Fatherland) [Omurbek TEKEBAYEV]; Communist Party of Kyrgyzstan [Klara ADZHIBEKOVA]; Democratic Movement of Kyrgyzstan or DDK [Jypar JEKSHEYEV]; Erkin Kyrgyzstan Progressive and Democratic Party [Bektur ASANOV]; Erkindik (Freedom) Party [Topchubek TURGUNALIYEV]; Future of Kyrgyzstan [Balbak TULEBAYEV]; Jany Kyrgyzstan (New Kyrgyzstan) [Dosbol NUR UULU]; Kairan El [Dooronbek SADYKOV]; Kyrgyz National Party [Bakyt BESHIMOV]; Kyrgyzstan Kelechegi [Ruslan CHYNYBAYEV]; Manas El (Party of Spiritual Restoration) [Chingiz AITMATOV]; Moya Strana (My Country Party of Action) [Joomart OTORBAYEV]; Party of Communists of Kyrgyzstan or KCP [Bakytbek BEKBOYEV]; Party of Justice and Progress [Muratbek IMANALIEV]; Party of Peasants [Esengul ISAKOV] |
| **Laos** | Lao People's Revolutionary Party or LPRP [KHAMTAI Siphadon, party president]; other parties proscribed |
| **Latvia** | First Party of Latvia or LPP [Juris LUJANS]; For Human Rights in a United Latvia or PCTVL [Tatjana ZDANOKA, Jakovs PLINERS]; For the Fatherland and Freedom/Latvian National Independence Movement or TB/LNNK [Janis STRAUME]; Harmony Center or SC [Sergejs DOLGOPOLOVS]; Latvian Green Party or LZP [Indulis EMSIS, Viesturs SILENIEKS, Raimonds VEJONIS]; Latvian Farmer's Union or LZS [Augusts BRIGMANIS]; Latvian Social Democratic Workers Party (Social Democrats) or LSDSP [Juris BOJARS]; Latvian Socialist Party or LSP [Alfreds RUBIKS]; Latvia's Way or LC [Ivars GODMANIS]; New Democrats or JD [Maris GULBIS]; New Era Party or JL [Einars REPSE]; People's Harmony Party or TSP [Aivars DATAVS]; People's Party or TP [Atis SLAKTERIS]; Social Democratic Union or SDS [Egils BALDZENS] |
| **Lebanon** | Ba'th Party [leader NA]; Democratic Gathering [Walid JUNBLATT]; Democratic Left [leader NA]; Development and Resistance Bloc [Nabih BARRI, Amal leader/speaker]; Free Patriotic Movement [Michel AWN]; Future Movement Bloc [Sa'ad HARIRI]; Kataeb Party [leader NA]; Kataeb Reform Movement [leader NA]; Lebanese Forces [leader NA]; Loyalty to the Resistance [Mohammad RA'AD]; Nasserite Popular Movement [leader NA]; Popular Bloc [leader NA]; Qornet Shewan [leader NA]; Syrian National Socialist Party [leader NA]; Tripoli Independent Bloc [leader NA] |
| **Lesotho** | Basotholand African Congress or BAC [Khauhelo RALITAPOLE]; Basotholand Congress Party or BCP [Ntsukunyane MPHANYA]; Basotho National Party or BNP [Maj. Gen. Justine Metsing LEKHANYA]; Lesotho Congress for Democracy or LCD [Pakalitha MOSISILI] - the governing party; Lesotho People's Congress or LPC [Kelebone MAOPE]; Lesotho Workers Party of LWP [Macaefa BILLY]; Marematlou Freedom Party or MFP [Vincent MALEBO]; National Independent Party or NIP [Anthony MANYELI]; National Progressive Party or NPP [Chief Peete Nkoebe PEETE]; Popular Front for Democracy or PFD [Lekhetho RAKUOANE]; Sefate Democratic Party or SDP [Bofihla NKUEBE] |
| **Liberia** | Alliance of Political Parties (a coalition of LAP and LUP) [leader NA]; All Liberia Coalition Party or ALCOP [Peter KERBAY]; Liberian Action Party or LAP [C. Gyude BRYANT]; Liberian People's Party or LPP [Koffa NAGBE]; Liberia Unification Party or LUP [leader NA]; National Patriotic Party or NPP [Cyril ALLEN] - governing party; United People's Party or UPP [Wesley JOHNSON]; Unity Party or UP [Charles CLARKE] |
| **Libya** | none |
| **Liechtenstein** | Patriotic Union (was Fatherland Union) or VU [Heinz FROMMELT]; Progressive Citizens' Party or FBP [Johannes MATT]; The Free List or FL [Dr. Pepo FRICK, Elisabeth TELLENBACH-FRICK, Adolf RITTER] |
| **Lithuania** | Electoral Action of Lithuanian Poles [Valdemar TOMASZEVSKI, chairman]; Homeland Union/Conservative Party or TS [Andrius KUBILIUS, chairman]; Labor Party [Viktor USPASKICH, chairman]; Liberal and Center Union [Arturas ZUOKAS, chairman]; Liberal Democratic Party [Valentinas MAZURONIS, chairman]; Lithuanian Christian Democrats or LKD [Valentinas STUNDYS, chairman]; Lithuanian People's Union for a Fair Lithuania; Lithuanian Social Democratic Coalition [Algirdas BRAZAUSKAS, chairman] consists of the Lithuanian Democratic Labor Party or LDDP and the Lithuanian Social Democratic Party or LSDP; New Democracy and Farmer's Union or VNDPS [Kazimiera PRUNSKIENE, chairman]; Social Liberals (New Union) [Arturas PAULAUSKAS, chairman]; Social Union of Christian Conservatives [Gediminas VAGNORIUS, chairman]; Young Lithuania and New Nationalists |
| **Luxembourg** | Action Committee for Democracy and Justice or ADR [Gast GIBERYEN]; Christian Social People's Party or CSV (known also as Christian Social Party or PCS) [Francois BILTGEN]; Democratic Party or DP [Claude MEISCH]; Green Party [Francois BAUSCH]; Luxembourg Socialist Workers' Party or LSAP [Alex BODRY]; Marxist and Reformed Communist Party dei Lenk/la Gauche (the Left) [no formal leadership]; other minor parties |
| **Macau** | Civil Service Union [Jose Maria Pereira COUTINHO]; Development Union [KWAN Tsui-hang]; Macau Development Alliance [Angela LEONG On-kei]; Macau United Citizens' Association [CHAN Meng-kam]; New Democratic Macau Association [Antonio NG Kuok-cheong]; United Forces [leader NA] |
| **Macedonia** | Democratic Alliance [Pavle TRAJANOV]; Democratic Alternative or DA [Vasil TUPURKOVSKI, president]; Democratic League of the Bosniaks [Rafet MUMINOVIC]; Democratic Party of Albanians or PDSH/DPA [Arben XHAFERI, president]; Democratic Party of Serbs [Ivan STOILJKOVIC]; Democratic Party of Turks [Kenan HASIPI]; Democratic Republican Union of Macedonia or DRUM [Dosta DIMOVSKA]; Democratic Union of Vlachs for Macedonia [leader NA]; Democratic Union for Integration or BDI/DUI [Ali AHMETI]; Internal Macedonian Revolutionary Organization-Agrarian Party or VMRO-Agrarian Party [Marjan GJORCEV]; Internal Macedonian Revolutionary Organization-Democratic Party for Macedonian National Unity or VMRO-DPMNE (including VMRO and LDT) [Nikola GRUEVSKI]; Internal Macedonian Revolutionary Organization-True Macedonian Option or VMRO-Vistinska [Boris ZMEJKOVSKI]; Internal Macedonian Revolutionary Organization-Macedonian [Boris STOJMENOV]; Internal Macedonian Revolutionary Organization-People's Party or VMRO-Narodna [Vesna JANEVSKA]; League for Democracy [Gjorgi MARJANOVIC]; Liberal Democratic Party or LDP [Risto PENOV]; Liberal Party [Stojan ANDOV]; National Democratic Party or PDK [Basri HALITI]; National Farmers' Party [Vejljo TANTAROV]; Party for Democratic Prosperity or PPD/PDP [Abduljhadi VEJSELI]; Social Democratic Alliance of Macedonia or SDSM [Vlado BUCKOVSKI, president]; Socialist Party of Macedonia or SP [Ljubisav IVANOV, president]; Together for Macedonia coalition (including the SDSM and LDP) [Vlado BUCKOVSI]; United Party for Emancipation or OPE [Nezdet MUSTAFA] |
| **Madagascar** | Association for the Rebirth of Madagascar or AREMA [Pierrot RAJAONARIVO]; Economic Liberalism and Democratic Action for National Recovery or LEADER/Fanilo [Herizo RAZAFIMAHALEO]; Fihaonana Party or FP [Guy-Willy RAZANAMASY]; I Love Madagascar or TIM [Marc RAVALOMANANA]; Renewal of the Social Democratic Party or RPSD [Evariste MARSON] |
| **Malawi** | Alliance for Democracy or AFORD [Chakufwa CHIHANA]; Malawi Congress Party or MCP [John TEMBO]; Malawi Democratic Party or MDP [Kampelo KALUA]; Malawi Forum for Unity and Development or MAFUNDE [George MNESA]; Mgwirizano Coalition or MC (coalition of MAFUNDE, MDP, MGODE, NUP, PETRA, PPM, RP) [Gwandaguluwe CHAKUAMBA]; Movement for Genuine Democratic Change or MGODE [Sam Kandodo BANDA]; National Democratic Alliance or NDA [Brown MPINGANJIRA]; National Unity Party or NUP [Harry CHIUME]; New Congress for Democracy or NCD [Hetherwick NTABA]; People's Progressive Movement or PPM [Aleke BANDA]; People's Transformation Movement or PETRA [Kamuzu CHIBAMBO]; Republican Party or RP [Gwandaguluwe CHAKUAMBA]; United Democratic Front or UDF [Bingu wa MUTHARIKA] - governing party |
| **Malaysia** | ruling-coalition National Front (Barisan Nasional) or BN, consisting of the following parties: Gerakan Rakyat Malaysia Party or PGRM [LIM Keng Yaik]; Liberal Democratic Party (Parti Liberal Demokratik - Sabah) or LDP [CHONG Kah Kiat]; Malaysian Chinese Association (Persatuan China Malaysia) or MCA [ONG Ka Ting]; Malaysian Indian Congress (Kongresi India Malaysia) or MIC [S. Samy VELLU]; Parti Bersatu Pakyat Sabah or PBRS [Joseph KURUP]; Parti Bersatu Sabah or PBS [Joseph PAIRIN Kitingan]; Parti Pesaka Bumiputra Bersatu or PBB [Patinggi Haji Abdul TAIB Mahmud]; Parti Rakyat Sarawak or PRS [James MASING]; Sabah Progressive Party (Parti Progresif Sabah) or SAPP [YONG Teck Lee]; Sarawak United People's Party (Parti Bersatu Rakyat Sarawak) or SUPP [George CHAN Hong Nam]; United Malays National Organization or UMNO [ABDULLAH bin Ahmad Badawi]; United Pasokmomogun Kadazandusun Murut Organization (Pertubuhan Pasko Momogun Kadazan Dusun Bersatu) or UPKO [Bernard DOMPOK]; People's Progressive Party (Parti Progresif Penduduk Malaysia) or PPP [M.Keyveas]; Sarawak Progressive Democratic Party or SPDP [William MAWANI]; opposition parties: Democratic Action Party (Parti Tindakan Demokratik) or DAP [KARPAL Singh]; Islamic Party of Malaysia (Parti Islam se Malaysia) or PAS [Abdul HADI Awang]; People's Justice Party (Parti Keadilan Rakyat) or PKR [WAN AZIZAH Wan Ismael]; Sarawak National Party or SNAP [Edwin DANDUNG]; opposition coalition Alternative Front (Barisan Alternatif) or BA consists of PAS and PKR |
| **Maldives** | although political parties are not banned, none exist |
| **Mali** | Alliance for Democracy or ADEMA [Diounconda TRAORE, party chairman]; Block of Alternative for the Renewal of Africa or BARA [Yoro DIAKITE]; Democratic and Social Convention or CDS [Mamadou Bakary SANGARE, chairman]; Hope 2002 [leader NA]; Movement for the Independence, Renaissance and Integration of Africa or MIRIA [Mohamed Lamine TRAORE, Mouhamedou DICKO]; National Congress for Democratic Initiative or CNID [Mountaga TALL, chairman]; Party for Democracy and Progress or PDP [Me Idrissa TRAORE]; Party for National Renewal or PARENA [Yoro DIAKITE, chairman; Tiebile DRAME, secretary general]; Rally for Democracy and Labor or RDT [Ali GNANGADO]; Rally for Democracy and Progress or RDP [Almamy SYLLA, chairman]; Rally for Mali or RPM [Ibrahim Boubacar KEITA, chairman]; Sudanese Union/African Democratic Rally or US/RDA [Mamadou Bamou TOURE, secretary general]; Union of Democratic Forces for Progress or UFDP [Youssouf TOURE, secretary general]; Union for Democracy and Development or UDD [Moussa Balla COULIBALY]; Union for Republic and Democracy or URD [Soumaila CISSE] |
| **Malta** | Alternativa Demokratika/Alliance for Social Justice or AD [Harry VASSALLO]; Malta Labor Party or MLP [Alfred SANT]; Nationalist Party or PN [Lawrence GONZI] |
| **Man, Isle of** | Man Labor Party [leader NA]; Alliance for Progressive Government [leader NA]; Man Nationalist Party [leader NA] |
| | *note:* most members sit as independents |
| **Marshall Islands** | traditionally there have been no formally organized political parties; what has existed more closely resembles factions or interest groups because they do not have party headquarters, formal platforms, or party structures; the following two "groupings" have competed in legislative balloting in recent years - Kabua Party [Imata KABUA] and United Democratic Party or UDP [Litokwa TOMEING] |
| **Martinique** | Martinique Communist Party or PCM [Georges ERICHOT]; Martinique Independence Movement or MIM [Alfred MARIE-JEANNE]; Martinique Progressive Party or PPM [Pierre SUEDILE]; Martinique Socialist Party or PMS [Ernest WAN-AJOUHU]; Movement of Democrats and Ecologists for a Sovereign Martinique or Modemas [Garcin MALSA]; Rally for the Republic or RPR [Michel CHARLONE]; Socialist Revolution Group or GRS [Philippe PIERRE-CHARLES]; Union for French Democracy or UDF [Jean MAREN] |
| **Mauritania** | Action for Change or AC [Messoud Ould BOULKHEIR]; Alliance for Justice and Democracy or AJD [Kebe ABDOULAYE]; Democratic and Social Republican Party or PRDS (ruling party) [President Maaouya Ould Sid Ahmed TAYA]; Mauritanian Party for Renewal and Concorde or PMRC [Molaye El Hassen Ould JIYID]; National Union for Democracy and Development or UNDD [Tidjane KOITA]; Party for Liberty, Equality and Justice or PLEJ [Daouda M'BAGNIGA]; Popular Front or FP [Ch'bih Ould CHEIKH MALAININE]; Popular Progress Alliance or APP [Messoud Ould BOULKHEIR]; Popular Social and Democratic Union or UPSD [Mohamed Mahmoud Ould MAH]; Progress Force Union or UFP [Mohamed Ould MAOULOUD]; Rally of Democratic Forces or RFD [Ahmed Ould DADDAH]; Rally for Democracy and Unity or RDU [Ahmed Ould SIDI BABA]; Union for Democracy and Progress or UDP [Naha Mint MOUKNASS] |
| | *note:* the Action for Change party was banned in January 2002 although its members were permitted to keep their seats in the National Assembly; parties legalized by constitution ratified 12 July 1991, however, politics continue to be tribally based |
| **Mauritius** | Hizbullah [Cehl Mohamed FAKEEMEEAH]; Mauritian Labor Party or MLP [Navinchandra RAMGOOLAM]; Mauritian Militant Movement or MMM [Paul BERENGER] - in coalition with MSM; Mauritian Social Democrat Party or PMSD [Charles Xavier-Luc DUVAL]; Militant Socialist Movement or MSM [Pravind JUGNAUTH] - governing party; Rodrigues Movement or MR [Joseph (Nicholas) Von MALLY]; Rodrigues Peoples Organization or OPR [Serge CLAIR] |
| **Mayotte** | Democratic Front or FD [Youssouf MOUSSA]; Mahoran Popular Movement or MPM [Ahmed MADI]; FARC [leader NA]; Federation of Mahorans or RPR (UMP) [Mansour KAMARDINE]; Movement for Department Status Mayotte or MDM [Mouhoutar SALIM]; Renewed Communist Party of Mayotte or MRC [Omar SIMBA]; Socialist Party or PS (local branch of French Parti Socialiste) [Ibrahim ABUBACAR]; Union for French Democracy or UDF [Henri JEAN-BAPTISTE] |
| **Mexico** | Convergence for Democracy or CD [Dante DELGADO Ranauro]; Institutional Revolutionary Party or PRI [Roberto MADRAZO Pintado]; Mexican Green Ecological Party or PVEM [Jorge Emilio GONZALEZ Martinez]; National Action Party or PAN [Luis Felipe BRAVO Mena]; Party of the Democratic Revolution or PRD [Leonel GODOY]; Workers Party or PT [Alberto ANAYA Gutierrez] |
| **Micronesia, Federated States of** | no formal parties |
| **Moldova** | *Democratic Modova Bloc [Serafim URECHEANU] includes:* Democratic Party [Dumitru DIACOV], Our Moldova Alliance [Dumitru BRAGHIS, Serafim URECHEANU], Social Liberal Party [Oleg SEREBRIAN]; Communist Party of the Republic of Moldova or PCRM [Vladimir VORONIN, first chairman]; Popular Christian Democratic Party or PPCD [Iurie ROSCA] |
| **Monaco** | National and Democratic Union or UND [Jean-Louis CAMPORA]; Union for Monaco or UPM (including National Union for the Future of Monaco or UNAM) [leader NA] |
| **Mongolia** | Citizens' Will Republican Party or CWRP (also called Civil Courage Republican Party or CCRP) [Sanjaasurengiin OYUN]; Democratic Party or DP [R. GONCHIKDORJ]; Motherland-Mongolian New Socialist Democratic Party or M-MNSDP [Badarchyn ERDENEBAT]; Mongolian People's Revolutionary Party or MPRP [Nambaryn ENKHBAYAR]; Mongolian Republican Party or MRP [Bazarsadyn JARGALSAIKHAN] |
| | *note:* DP and M-MNSDP formed Motherland-Democracy Coalition (MDC) in 2003 and with CWRP contested June 2004 elections as single party; MDC's leadership dissolved coalition in December 2004 |
| **Montserrat** | National Progressive Party or NPP [Reuben T. MEADE]; New People's Liberation Movement or NPLM [John A. OSBORNE] |
| **Morocco** | Action Party or PA [Muhammad EL IDRISSI]; Alliance of Liberties or ADL [Ali BELHAJ]; Annahj Addimocrati or Annahj [Abdellah EL HARIF]; Avant Garde Social Democratic Party or PADS [Ahmed BENJELLOUN]; Citizen Forces or FC [Abderrahman LAHJOUJI]; Citizen's Initiatives for Development [Mohamed BENHAMOU]; Constitutional Union or UC [Mohamed ABIED (interim)]; Democratic and Independence Party or PDI [Abdelwahed MAACH]; Democratic and Social Movement or MDS [Mahmoud ARCHANE]; Democratic Socialist Party or PSD [Aissa OUARDIGHI]; Democratic Union or UD [Bouazza IKKEN]; Environment and Development Party or PED [Ahmed EL ALAMI]; Front of Democratic Forces or FFD [Thami EL KHYARI]; Istiqlal Party (Independence Party) or PI [Abbas El FASSI]; Justice and Development Party or PJD [Saad Eddine OTHMANI]; Moroccan Liberal Party or PML [Mohamed ZIANE]; National Democratic Party or PND [Abdallah KADIRI]; National Ittihadi Congress Party or CNI [Abdelmajid BOUZOUBAA]; National Popular Movement or MNP [Mahjoubi AHERDANE]; National Rally of Independents or RNI [Ahmed OSMAN]; National Union of Popular Forces or UNFP [Abdellah IBRAHIM]; Parti Al Ahd or Al Ahd [Najib EL OUAZZANI, chairman]; Party of Progress and Socialism or PPS [Ismail ALAOUI]; Party of Renewal and Equity or PRE [Chakir ACHABAR]; Party of the Unified Socialist Left or GSU [Mohamed Ben Said AIT IDDER]; Popular Movement or MP [Mohamed LAENSER]; Reform and Development Party or PRD [Abderrahmane EL KOUHEN]; Social Center Party or PSC [Lahcen MADIH]; Socialist Union of Popular Forces or USFP [Mohammed El-YAZGHI] |
| **Mozambique** | Front for the Liberation of Mozambique (Frente de Liberatacao de Mocambique) or FRELIMO [Armando Emilio GUEBUZA, president]; Mozambique National Resistance-Electoral Union (Resistencia Nacional Mocambicana-Uniao Eleitoral) or RENAMO-UE [Afonso DHLAKAMA, president] |
| **Namibia** | Congress of Democrats or COD [Ben ULENGA]; Democratic Turnhalle Alliance of Namibia or DTA [Katuutire KAURA, president]; Monitor Action Group or MAG [Kosie PRETORIUS]; South West Africa People's Organization or SWAPO [Sam Shafishuna NUJOMA]; United Democratic Front or UDF [Justus GAROEB] |
| **Nauru** | loose multiparty system; Democratic Party [Kennan ADEANG]; Nauru Party (informal) [leader NA]; Naoero Amo (Nauru First) Party [leader NA] |
| **Nepal** | Communist Party of Nepal/United Marxist-Leninist or CPN/UML [Madhav Kumar NEPAL, general secretary]; National Democratic Party or NDP (also called Rastriya Prajantra Party or RPP) [Surya Bahadur THAPA, chairman]; People's Front Nepal (Rastriya Jana Morcha) [Chitra BAHADUR, chairman]; Nepali Congress-Democratic [Sher Bahadur DEUBA, president]; Nepali Congress or NC [Girija Prasad KOIRALA, party president; Sushil KOIRALA, general secretary]; Nepal Sadbhavana (Goodwill) Party or NSP [Bhadri Prasad MANDAL, acting party president]; Nepal Workers and Peasants Party or NWPP [Narayan Man BIJUKCHHE, party chairman]; Samyukta Janmorcha Nepal [leader NA] |
| **Netherlands** | Christian Democratic Appeal or CDA [Maxime Jacques Marcel VERHAGEN]; Christian Union Party [Andre ROUVOET]; Democrats 66 or D66 [Boris DITTRICH]; Green Party [Femke HALSEMA]; Labor Party or PvdA [Wouter BOS]; List Pim Fortuyn [Gerard van AS]; People's Party for Freedom and Democracy (Liberal) or VVD [Jozias VAN AARTSEN]; Socialist Party [Jan MARIJNISSEN]; plus a few minor parties |
| **Netherlands Antilles** | Antillean Restructuring Party or PAR [Etienne YS]; C 93 [Stanley BROWN]; Democratic Party of Bonaire or PDB [Jopi ABRAHAM]; Democratic Party of Curacao or DP [Errol HERNANDEZ]; Democratic Party of Sint Eustatius or DP-St. E [Julian WOODLEY]; Democratic Party of Sint Maarten or DP-St. M [Sarah WESCOTT-WILLIAMS]; Foundation Energetic Management Anti-Narcotics or FAME [Eric LODEWIJKS]; Labor Party People's Crusade or PLKP [Errol COVA]; National Alliance [William MARLIN]; National People's Party or PNP [Susanne F. C. CAMELIA-ROMER]; New Antilles Movement or MAN [Kenneth GIJSBERTHA]; Patriotic Union of Bonaire or UP Bonaire [Ramonsito BOOI]; Patriotic Movement of Sint Maarten or SPA [Vance JAMES, Jr.]; People's Party or PAPU [Richard HODI]; Pro Curacao Party or PPK [Winston LOURENS]; Saba Democratic Labor Movement [Steve HASSELL]; Saba Unity Party [Carmen SIMMONDS]; St. Eustatius Alliance or SEA [Kenneth VAN PUTTEN]; Serious Alternative People's Party or Sapp [Julian ROLLOCKS]; Social Action Cause or KAS [Benny DEMEI]; Windward Islands People's Movement or WIPM [Will JOHNSTON]; Workers' Liberation Front or FOL [Anthony GODETT, Rignald LAK, Editha WRIGHT] |
| | *note:* political parties are indigenous to each island |
| **New Caledonia** | Alliance pour la Caledonie or APLC [Didier LE ROUX]; Caleonian Union or UC [leader NA]; Federation des Comites de Coordination des Independantistes or FCCI [Francois BURCK]; Front National or FN [Guy GEORGE]; Front Uni de Liberation Kanak or FULK [Ernest UNE]; Kanak Socialist Front for National Liberation or FLNKS [leader NA] (includes PALIKA, UNI, UC, and UPM); Parti de Liberation Kanak or PALIKA [Paul NEAOUTYINE and Elie POIGOUNE]; Rally for Caledonia in the Republic (anti independent) or RPCR-UMP [Jacques LAFLEUR]; The Future Together or AE [Harold MARTIN]; Union Nationale pour l'Independance or UNI [Paul NEAOUTYINE]; note - may no longer exist, but Paul NEAOUTYINE has since become a president of Parti de Liberation Kanak or PALIKA; Union Progressiste Melanesienne or UPM [Victor TUTUGORO] |
