CIA - The World Factbook -- Field Listing - Political parties and leaders

| Country | Political parties and leaders |
| **Hong Kong** | Association for Democracy and People's Livelihood or ADPL [Frederick FUNG Kin-kee]; Citizens Party [Alex CHAN Kai-chung]; Civic Party [KUAN Hsin-chi]; Democratic Alliance for the Betterment and Progress of Hong Kong or DAB [MA Lik]; Democratic Party [Albert HO]; Frontier Party [Emily LAU Wai-hing]; Liberal Party [James TIEN Pei-chun] |
| | *note:* political blocs include: pro-democracy - ADPL, Democratic Party, Frontier Party; pro-Beijing - DAB, Liberal Party |
| **Hungary** | Alliance of Free Democrats or SzDSz [Janos KOKA]; Christian Democratic People's Party or KDNP [Zsolt SEMJEN]; Hungarian Civic Alliance or Fidesz [Viktor ORBAN, chairman]; Hungarian Democratic Forum or MDF [Ibolya DAVID]; Hungarian Socialist Party or MSzP [Ferenc GYURCSANY] |
| **Iceland** | Independence Party or IP [Geir H. HAARDE]; Left-Green Movement or LGM [Steingrimur SIGFUSSON]; Liberal Party or LP [Gudjon KRISTJANSSON]; Progressive Party or PP [Gudni AGUSTSSON]; Social Democratic Alliance or SDA [Ingibjorg Solrun GISLADOTTIR] (includes People's Alliance or PA, Social Democratic Party or SDP, Women's List) |
| **India** | Bahujan Samaj Party or BSP [MAYAWATI]; Bharatiya Janata Party or BJP [Rajnath SINGH]; Biju Janata Dal or BJD [Naveen PATNAIK]; Communist Party of India or CPI [Ardhendu Bhushan BARDHAN]; Communist Party of India-Marxist or CPI-M [Prakash KARAT]; Dravida Munnetra Kazagham or DMK [M. KARUNANIDHI]; Indian National Congress or INC [Sonia GANDHI]; Janata Dal (United) or JD(U) [Sharad YADEV]; Jharkhand Mukti Morcha or JMM [Shibu SOREN]; Lok Jan Shakti Party or LJSP [Ram Vilas PASWAN]; Marumalarchi Dravida Munnetra Kazhagam or MDMK [VAIKU]; Nationalist Congress Party or NCP [Sharad PAWAR]; Pattali Makkal Katchi or PMK [S. RAMADOSS]; Rashtriya Janata Dal or RJD [Laloo Prasad YADAV]; Samajwadi Party or SP [Mulayam Singh YADAV]; Shiromani Akali Dal or SAD [Prakash Singh BADAL]; Shiv Sena or SS [Bal THACKERAY]; Telangana Rashtra Samithi or TRS [K. Chandrasekhar RAO]; Telugu Desam Party or TDP [Chandrababu NAIDU]; note - India has dozens of national and regional political parties; only parties with four or more seats in the People's Assembly are listed |
| **Indonesia** | Crescent Moon and Star Party or PBB [MS KABAN]; Democratic Party or PD [Hadi UTOMO]; Functional Groups Party or Golkar [Yusuf KALLA]; Indonesia Democratic Party-Struggle or PDI-P [MEGAWATI Sukarnoputri]; National Awakening Party or PKB [MUHAIMIN Iskander]; National Mandate Party or PAN [Sutrisno BACHIR]; Prosperous Justice Party or PKS [Tifatul SEMBIRING]; United Development Party or PPP [Suryadharma ALI] |
| **Iran** | *formal political parties are a relatively new phenomenon in Iran and most conservatives still prefer to work through political pressure groups rather than parties, and often political parties or groups are formed prior to elections and disbanded soon thereafter; a loose pro-reform coalition called the 2nd Khordad Front, which includes political parties as well as less formal pressure groups and organizations, achieved considerable success at elections to the sixth Majles in early 2000; groups in the coalition include:* Islamic Iran Participation Front (IIPF), Executives of Construction Party (Kargozaran), Solidarity Party, Islamic Labor Party, Mardom Salari, Mojahedin of the Islamic Revolution Organization (MIRO), and Militant Clerics Society (Ruhaniyun); the coalition participated in the seventh Majles elections in early 2004; following his defeat in the 2005 presidential elections, former MCS Secretary General Mehdi KARUBI formed the National Trust Party; a new apparently conservative group, the Builders of Islamic Iran, took a leading position in the new Majles after winning a majority of the seats in February 2004 |
| **Iraq** | Assyrian Democratic Movement [Yunadim KANNA]; Badr Organization [Hadi al-AMIRI]; Constitutional Monarchy Movement or CMM [Sharif Ali Bin al-HUSAYN]; Da'wa al-Islamiya Party [Ibrahim al-JA'FARI]; General Conference of Iraqi People [Adnan al-DULAYMI]; Independent Iraqi Alliance or IIA [Falah al-NAQIB]; Iraqi Communist Party [Hamid al-MUSA]; Iraqi Front for National Dialogue [Salih al-MUTLAQ]; Iraqi Hizballah [Karim Mahmud al-MUHAMMADAWI]; Iraqi Independent Democrats or IID [Adnan PACHACHI, Mahdi al-HAFIZ]; Iraqi Islamic Party or IIP [Tariq al-HASHIMI]; Iraqi National Accord or INA [Ayad ALLAWI]; Iraqi National Congress or INC [Ahmad CHALABI]; Iraqi National Council for Dialogue or INCD [Khalaf Ulayan al-Khalifawi al-DULAYMI]; Iraqi National Unity Movement or INUM [Ahmad al-KUBAYSI]; Islamic Action Organization or IAO [Ayatollah Muhammad al-MUDARRISI]; Jama'at al Fadilah or JAF [Muhammad Ali al-YAQUBI]; Kurdistan Democratic Party or KDP [Masud BARZANI]; Kurdistan Islamic Union [Salah ad-Din Muhammad BAHA al-DIN]; National Reconciliation and Liberation Party [Mishan al-JABBURI]; Patriotic Union of Kurdistan or PUK [Jalal TALABANI]; Sadrist Trend [Muqtada al-SADR] (not an organized political party, but it fields independent candidates affiliated with Muqtada al-SADR); Supreme Islamic Iraqi Council or SIIC [Abd al-Aziz al-HAKIM] |
| | *note:* the Kurdistan Alliance, Iraqi National List, Tawafuq Coalition, Iraqi Front for National Dialogue, and Unified Iraqi Alliance were only electoral slates consisting of the representatives from the various Iraqi political parties |
| **Ireland** | Fianna Fail [Bertie AHERN]; Fine Gael [Enda KENNY]; Green Party [Trevor SARGENT, acting leader]; Labor Party [Pat RABBITTE]; Progressive Democrats [Michael McDOWELL]; Sinn Fein [Gerry ADAMS]; Socialist Party [Joe HIGGINS]; The Workers' Party [Sean GARLAND] |
| **Isle of Man** | Alliance for Progressive Government; Liberal Vannin Party [Peter KARRAN]; Man Labor Party; Man Nationalist Party (Mec Vannin) [Bernard MOFFATT] |
| | *note:* most members sit as independents |
| **Israel** | Democratic Front for Peace and Equality (HADASH) [Muhammad BARAKA]; GIL (Pensioners) [Rafael EITAN]; Kadima [Ehud OLMERT]; Labor Party [Ehud BARAK]; The Likud [Binyamin NETANYAHU]; Meretz-YAHAD [Yossi BEILIN]; National Democratic Assembly (Balad) [Azmi BISHARA]; National Union (NU)/National Religious Party (NRP) [Binyamin ELON]; SHAS [Eliyahu YISHAI]; Torah and Shabbat Judaism [Yaakov LITZMAN]; United Arab List [Ibrahim SARSOUR]; Yisrael Beiteinu [Avigdor LIEBERMAN] |
| **Italy** | *Center-Left Union Coalition [Romano PRODI]:* Ulivo Alliance (including Democrats of the Left or DS [Piero FASSINO]; Daisy-Democracy is Freedom or DL [Francesco RUTELLI]); Rose in the Fist (including Italian Social Democrats or SDI [Enrico BOSELLI]; Italian Radical Party [Emma BONINO]); Together with the Union (including Italian Communist Party or PdCI [Oliviero DILIBERTO]; Green Federation [Alfonso PECORARO SCANIO]; United Consumers); Communist Renewal or RC [Fausto BERTINOTTI]; Italy of Values or IdV [Antonio DI PIETRO]; Union of Democrats for Europe or UDEUR [Clemente MASTELLA]; Republican European Movement or MRE [Luciana SBARBATI] |
| | *Center-Right Freedom House Coalition [Silvio BERLUSCONI]:* Forza Italia or FI [Silvio BERLUSCONI]; National Alliance or AN [Gianfranco FINI]; Union of Christian Democrats and Centrist Democrats or UDC [Pier Ferdinando CASINI]; Northern League or LEGA [Umberto BOSSI]; Christian Democracy (Per la Autonomie) [Gianfranco ROTONDI] |
| | *other non-allied parties:* New Italian Socialist Party or New PSI [Gianni DE MICHELIS]; Italian Republican Party or PRI [Giorgio LA MALFA]; Social Alternative [Alessandra MUSSOLINI]; Social Movement-Tricolor Flame or MSI-Fiamma [Luca ROMAGNOLI]; Social Idea Movement with Rauti or MIS [Pino RAUTI]; South Tyrol People's Party or SVP (German speakers) [Elmar Pichler ROLLE]; Union of Valley Aosta Region or UV [Guido CESAL] |
| **Jamaica** | Jamaica Labor Party or JLP [Bruce GOLDING]; People's National Party or PNP [Portia SIMPSON-MILLER]; National Democratic Movement or NDM [Michael WILLIAMS] |
| **Japan** | Democratic Party of Japan or DPJ [Ichiro OZAWA]; Japan Communist Party or JCP [Kazuo SHII]; Komeito [Akihiro OTA]; Liberal Democratic Party or LDP [Yasuo FUKUDA]; Social Democratic Party or SDP [Mizuho FUKUSHIMA] |
| **Jersey** | *two declared parties:* Centre Party; Jersey Democratic Alliance |
| | *note:* all senators and deputies elected in 2005 were independents |
| **Jordan** | al-Ahd Party; Arab Islamic Democratic Movement [Yusuf ABU BAKR]; Arab Land Party [Dr. Ayishah Salih HIJAZAYN]; Arab Socialist Ba'th Party [Taysir al-HIMSI]; Ba'th Arab Progressive Party [Fu'ad DABBUR]; Freedom Party; Future Party; Islamic Action Front or IAF [Zaki Sa'ed BANI IRSHEID]; Islamic Center Party [Marwan al-FAURI]; Jordanian Arab Ansar Party; Jordanian Arab New Dawn Party; Jordanian Arab Party; Jordanian Citizens' Rights Movement; Jordanian Communist Party [Munir HAMARINAH]; Jordanian Communist Workers Party; Jordanian Democratic Left Party [Musa MA'AYTEH]; Jordanian Democratic Popular Unity Party [Sa'id Dhiyab Ali MUSTAFA]; Jordanian Generations Party [Muhammad KHALAYLEH]; Jordanian Green Party [Muhammad BATAYNEH]; Jordanian Labor Party [Dr. Mazin Sulayman Jiryis HANNA]; Jordanian Peace Party; Jordanian People's Committees Movement; Jordanian People's Democratic Party (Hashd) [Ahmad YUSUF]; Jordanian Rafah Party; Jordanian Renaissance Party; Mission Party; Nation Party [Ahmad al-HANANDEH]; National Action Party (Haqq) [Tariq al-KAYYALI]; National Constitutional Party [Abdul Hadi MAJALI]; National Popular Democratic Movement [Mahmud al-NUWAYHI]; Progressive Party [Fawwaz al-ZUBI] |
| **Kazakhstan** | Adilet (Justice) [Maksut NARIKBAYEV, Zeynulla ALSHIMBAYEV, Bakhytbek AKHMETZHAN, Yerkin ONGARBAYEV, Tolegan SYDYKOV] (formerly Democratic Party of Kazakhstan); Agrarian and Industrial Union of Workers Block or AIST (Agrarian Party and Civic Party); Ak Zhol Party (Bright Path) [Alikhan BAIMENOV]; Auyl (Village) [Gani KALIYEV]; Communist Party of Kazakhstan or KPK [Serikbolsyn ABDILDIN]; Communist People's Party of Kazakhstan [Vladislav KOSAREV]; National Social Democratic Party (NSDP)[Zharmakhan TUYAKBAY]; Nur-Otan [Bakhytzhan ZHUMAGULOV] (the Agrarian, Asar, and Civic parties merged with Otan); Patriots' Party [Gani KASYMOV]; Rukhaniyat (Spirituality) [Altynshash ZHAGANOVA] |
| **Kenya** | Forum for the Restoration of Democracy-Kenya or FORD-Kenya [Musikari KOMBO or Soita SHITANDA, disputed]; Forum for the Restoration of Democracy-People or FORD-People [Simeon NYACHAE]; Kenya African National Union or KANU [Nicholas BIWOTT or Uhuru KENYATTA, disputed]; National Rainbow Coalition-Kenya or NARC-K [Mwai KIBAKI, unofficially, since the break-up of KIBAKI's original coalition]; Orange Democratic Movement-Kenya or ODM-Kenya [Raila ODINGA, unofficially] |
| **Kiribati** | Boutokaan Te Koaua Party or BTK [Taberannang TIMEON]; Maneaban Te Mauri Party or MTM [Teburoro TITO]; Maurin Kiribati Pati or MKP; National Progressive Party or NPP [Dr. Harry TONG] |
| | *note:* there is no tradition of formally organized political parties in Kiribati; they more closely resemble factions or interest groups because they have no party headquarters, formal platforms, or party structures |
| **Korea, North** | major party - Korean Workers' Party or KWP [KIM Jong Il]; minor parties - Chondoist Chongu Party [RYU Mi Yong] (under KWP control), Social Democratic Party [KIM Yong Dae] (under KWP control) |
| **Korea, South** | Democratic Labor Party or DLP [MOON Seong-hyun]; Democratic Party or DP [PARK Sang-chun]; Grand National Party or GNP [KANG Jae-sup]; People-First Party or PFP [SHIN Kook-hwan and SIM Dae-pyung]; Uri Party [Chung Sye-kyun] |
| **Kuwait** | none; formation of political parties is in practice illegal, but is not forbidden by law |
| **Kyrgyzstan** | Ar-Namys (Dignity) Party [Emil ALIYEV]; Asaba (Banner National Revival Party) [Azimbek BEKNAZAROV, Roza OTUNBAYEVA]; Ata-Meken (Fatherland) [Omurbek TEKEBAYEV]; Democratic Movement of Kyrgyzstan or DDK [Viktor TCHETRNOMORETS]; Erkindik (Freedom) Party [Topchubek TURGUNALIYEV]; Moya Strana (My Country Party of Action) [Medet SADYRKULOV]; Party of Communists of Kyrgyzstan or KCP [Ishak MASALIYEV]; Party of Justice and Progress [Muratbek IMANALIEV]; Party of Peasants [Esengul ISAKOV]; Republican Party of Labor and Unity [Tabaldy OROZALIYEV]; Sanjira (Tree of Life) [Ednan KARABAYEV]; Social Democratic Party [Almaz ATAMBAYEV]; Sodruzhestvo (Cooperation) [Vladimir NIFADYEV, Samat BORUBAYEV]; Union of Democratic Forces [Kubatbek BAIBOLOV] |
| **Laos** | Lao People's Revolutionary Party or LPRP [CHOUMMALI Saignason]; other parties proscribed |
| **Latvia** | First Party of Latvia or LPP [Ainars SLESERS]; For Human Rights in a United Latvia or PCTVL [Jakovs PLINERS]; For the Fatherland and Freedom/Latvian National Independence Movement or TB/LNNK [Roberts ZILE, Maris GRINBLATS]; Harmony Center or SC [Janis URBANOVICS, Nils USAKOVS]; Latvian Farmer's Union or LZS [Augusts BRIGMANIS]; Latvian Social Democratic Workers Party (Social Democrats) or LSDSP [Juris BOJARS]; Latvian Socialist Party or LSP [Alfreds RUBIKS]; Latvia's Way or LC [Ivars GODMANIS, Ainars BERZINS]; New Democrats or JD [Maris GULBIS]; New Era Party or JL [Einars REPSE, Krisjanis KARINS]; People's Party or TP [Aigars KALVITIS]; The Union of Latvian Greens and Farmers Party or ZZS [Indulis EMSIS] |
| **Lebanon** | *14 March Coalition:* Democratic Gathering [Walid JUNBLATT, leader of Progressive Socialist Party]; Democratic Left [Ilyas ATALLAH]; Democratic Renewal Movement [Nassib LAHUD]; Future Movement Bloc [Sa'ad HARIRI]; Kataeb Reform Movement [Amine GEMAYEL]; Lebanese Forces [Samir JA'JA]; Nasserite Popular Movement [Ussama SAAD]; Qornet Shewan Gathering (a grouping composed of political parties and independent members of the National Assembly [no individual leader]); Tripoli Independent Bloc |
| | *Change and Reform Alliance:* Free Patriotic Movement [Michel AWN]; Metn Bloc [Michel MURR]; Popular Bloc [Elias SKAFF]; Tachnaq |
| | *Hizballah and Amal Alliance:* Ba'th Party [Muhammad MUHAMMADIYAH]; Development and Resistance Bloc [Nabih BERRI, leader of Amal Movement]; Kataeb Party [Karim PAKRADONI]; Loyalty to the Resistance [Mohammad RA'AD]; Syrian Social Nationalist Party [Dr. Issam al-MAYHAYRI, secretary general] |
| **Lesotho** | Alliance of Congress Parties or ACP; All Basotho Convention or ABC [Thomas THABANE]; Basotholand African Congress or BAC [Khauhelo RALITAPOLE]; Basotho Congress Party or BCP [Ntsukunyane MPHANYA]; Basotho National Party or BNP [Maj. Gen. Justin Metsing LEKHANYA]; Kopanang Basotho Party or KPB [Pheelo MOSALA]; Lesotho Congress for Democracy or LCD (the governing party) [Pakalitha MOSISILI]; Lesotho Education Party or LEP [Thabo PITSO]; Lesotho Workers Party or LWP [Macaefa BILLY]; Marematlou Freedom Party or MFP [Vincent MALEBO]; National Independent Party or NIP [Anthony MANYELI]; New Lesotho Freedom Party or NLFP [Manapo MAJARA]; Popular Front for Democracy or PFD [Lekhetho RAKUOANE]; Sefate Democratic Union or SDU [Bofihla NKUEBE]; Social Democratic Party of SDP [Masitise SELESO] |
| **Liberia** | Alliance for Peace and Democracy or APD [Togba-na TIPOTEH]; Coalition for the Transformation of Liberia or COTOL; Congress for Democratic Change or CDC [George WEAH]; Liberian Action Party or LAP [H. Varney SHERMAN]; Liberty Party or LP [Charles BRUMSKINE]; National Patriotic Party or NPP [Cyril ALLEN]; Unity Party or UP [Charles CLARKE] |
| **Libya** | none |
| **Liechtenstein** | Patriotic Union or VU [Adolf HEEB] (was Fatherland Union); Progressive Citizens' Party or FBP [Otmar HASLER]; The Free List or FL [Claudia HEEB-FLECK and Egon MATT] |
| **Lithuania** | Civil Democracy Party [Viktor MUNTIANAS]; Electoral Action of Lithuanian Poles [Valdemar TOMASZEVSKI]; National Farmer's Union [Kazimiera PRUNSKIENE]; Homeland Union/Conservative Party or TS [Andrius KUBILIUS]; Labor Party [Kestutis DAUKSYS]; Liberal and Center Union [Arturas ZUOKAS]; Liberal Democratic Party [Rolandas PAKSAS]; Liberal Movement [Petras AUSTREVICIUS]; Lithuanian Christian Democrats or LKD [Valentinas STUNDYS]; Lithuanian People's Union for a Fair Lithuania [Julius VESELKA]; Lithuanian Social Democratic Party [Algirdas BRAZAUSKAS]; Social Liberal/New Union [Arturas PAULAUSKAS]; Social Union of Christian Conservatives [Gediminas VAGNORIUS]; Young Lithuania and New Nationalists [Stanislovas BUSKEVICIUS] |
| **Luxembourg** | Action Committee for Democracy and Justice or ADR [Gast GIBERYEN]; Christian Social People's Party or CSV [Francois BILTGEN] (also known as Christian Social Party or PCS); Democratic Party or DP [Claude MEISCH]; Green Party [Francois BAUSCH]; Luxembourg Socialist Workers' Party or LSAP [Alex BODRY]; dei Lenk/la Gauche (the Left); other minor parties |
| **Macau** | Civil Service Union [Jose Maria Pereira COUTINHO]; Development Union [KWAN Tsui-hang]; Macau Development Alliance [Angela LEONG On-kei]; Macau United Citizens' Association [CHAN Meng-kam]; New Democratic Macau Association [Antonio NG Kuok-cheong]; United Forces |
| **Macedonia** | Democratic Alliance [Pavle TRAJANOV]; Democratic League of the Bosniaks [Rafet MUMINOVIC]; Democratic Party of Albanians or PDSh/DPA [Arben XHAFERI]; Democratic Party of Serbs [Ivan STOILJKOVIC]; Democratic Party of Turks [Kenan HASIPI]; Democratic Renewal of Macedonia [Liljana POPOVSKA]; Democratic Union of Vlachs for Macedonia [Mitko KOSTOV]; Democratic Union for Integration or BDI/DUI [Ali AHMETI]; Internal Macedonian Revolutionary Organization-Democratic Party for Macedonian National Unity or VMRO-DPMNE [Nikola GRUEVSKI]; Internal Macedonian Revolutionary Organization-People's Party or VMRO-Narodna [Vesna JANEVSKA]; League for Democracy [Gjorgi MARJANOVIC]; Liberal Democratic Party or LDP [Risto PENOV]; Liberal Party [Stojan ANDOV]; National Alternative [Harun ALIU]; National Democratic Party-New Democratic Forces or PDK-FRO [Hysni SHAQIR]; New Social Democratic Party or NSDP [Tito PETKOVSKI]; Party for Democratic Future [Alajdin DEMIRI]; Party for Democratic Prosperity or PPD/PDP [Abduljhadi VEJSELI]; Party for European Future or PEI [Fijat CANOSKI]; Social Democratic Alliance of Macedonia or SDSM [Radmila SEKERINSKA]; Socialist Party of Macedonia or SP [Ljubisav IVANOV-ZINGO]; Union of Romas or SR [Saliu SHABAN]; United Party for Emancipation or OPE [Nezdet MUSTAFA] |
| **Madagascar** | Association for the Rebirth of Madagascar or AREMA [Pierrot RAJAONARIVELO]; Democratic Party for Union in Madagascar or PSDUM [Jean LAHINIRIKO]; Economic Liberalism and Democratic Action for National Recovery or LEADER/Fanilo [Herizo RAZAFIMAHALEO]; Fihaonana Party or FP [Guy-Willy RAZANAMASY]; I Love Madagascar or TIM [Marc RAVALOMANANA]; Renewal of the Social Democratic Party or RPSD [Evariste MARSON] |
| **Malawi** | Alliance for Democracy or AFORD; Congress for National Unity or CONU; Democratic Progressive Party or DPP [Bingu wa MUTHARIKA]; Malawi Congress Party or MCP [John TEMBO]; Malawi Democratic Party or MDP [Kampelo KALUA]; Malawi Forum for Unity and Development or MAFUNDE [George MNESA]; Mgwirizano Coalition or MC [Gwandaguluwe CHAKUAMBA] (coalition of MAFUNDE, MDP, MGODE, NUP, PETRA, PPM, RP); Movement for Genuine Democratic Change or MGODE [Sam Kandodo BANDA]; National Democratic Alliance or NDA [Brown MPINGANJIRA]; National Unity Party or NUP [Harry CHIUME]; People's Progressive Movement or PPM [Aleke BANDA]; People's Transformation Movement or PETRA [Kamuzu CHIBAMBO]; Republican Party or RP [Gwandaguluwe CHAKUAMBA]; United Democratic Front or UDF |
| **Malaysia** | National Front (Barisan Nasional) or BN (ruling coalition) (consists of the following parties: Gerakan Rakyat Malaysia Party or PGRM [KOH Tsu Koon - acting]; Liberal Democratic Party (Parti Liberal Demokratik - Sabah) or LDP [LIEW Vui Keong]; Malaysian Chinese Association (Persatuan China Malaysia) or MCA [ONG Ka Ting]; Malaysian Indian Congress (Kongresi India Malaysia) or MIC [S. Samy VELLU]; Parti Bersatu Rakyat Sabah or PBRS [Joseph KURUP]; Parti Bersatu Sabah or PBS [Joseph PAIRIN Kitingan]; Parti Pesaka Bumiputera Bersatu or PBB [Patinggi Haji Abdul TAIB Mahmud]; Parti Rakyat Sarawak or PRS [James MASING]; Sabah Progressive Party (Parti Progresif Sabah) or SAPP [YONG Teck Lee]; Sarawak United People's Party (Parti Bersatu Rakyat Sarawak) or SUPP [George CHAN Hong Nam]; United Malays National Organization or UMNO [ABDULLAH bin Ahmad Badawi]; United Pasokmomogun Kadazandusun Murut Organization (Pertubuhan Pasko Momogun Kadazan Dusun Bersatu) or UPKO [Bernard DOMPOK]; People's Progressive Party (Parti Progresif Penduduk Malaysia) or PPP [M.Keyveas]; Sarawak Progressive Democratic Party or SPDP [William MAWANI]); opposition parties: Alternative Front (Barisan Alternatif) or BA (consists of PAS and PKR); Democratic Action Party (Parti Tindakan Demokratik) or DAP [KARPAL Singh]; Islamic Party of Malaysia (Parti Islam se Malaysia) or PAS [Abdul HADI Awang]; People's Justice Party (Parti Keadilan Rakyat) or PKR [WAN AZIZAH Wan Ismael]; Sarawak National Party or SNAP [Edwin DUNDANG] |
| **Maldives** | Adhaalath (Justice) Party or AP [Abdul Majeed Abdul BARI]; Dhivehi Rayyithunge Party (Maldivian People's Party) or DRP [Maumoon Abdul GAYOOM]; Islamic Democratic Party or IDP [Omar NASEER]; Maldivian Democratic Party or MDP [Mohamed NASHEED]; note - political parties were allowed to register in June 2005 |
| **Mali** | African Solidarity for Democracy and Independence or SADI [Oumar MARIKO, secretary general]; Alliance for Democracy and Progress or ADP (a coalition of political parties including ADEMA and URD formed in December 2006 to support the presidential candidacy of Amadou TOURE); Alliance for Democracy or ADEMA [Diounconda TRAORE]; Convergence 2007 [Soumeylou Boubeye MAIGA]; Front for Democracy and the Republic or FDR (a coalition of political parties including RPM and PARENA formed to oppose the presidential candidacy of Amadou TOURE); National Congress for Democratic Initiative or CNID [Mountaga TALL]; Party for Democracy and Progress or PDP [Me Idrissa TRAORE]; Party for National Renewal or PARENA [Tiebile DRAME]; Patriotic Movement for Renewal or MPR [Choguel MAIGA]; Rally for Democracy and Labor or RDT; Rally for Mali or RPM [Ibrahim Boubacar KEITA]; Sudanese Union/African Democratic Rally or US/RDA [Mamadou Bamou TOURE]; Union for Democracy and Development or UDD [Moussa Balla COULIBALY]; Union for Republic and Democracy or URD [Soumaila CISSE] |
| **Malta** | Alternativa Demokratika/Alliance for Social Justice or AD [Harry VASSALLO]; Malta Labor Party or MLP [Alfred SANT]; Nationalist Party or PN [Lawrence GONZI] |
| **Marshall Islands** | traditionally there have been no formally organized political parties; what has existed more closely resembles factions or interest groups because they do not have party headquarters, formal platforms, or party structures; the following two "groupings" have competed in legislative balloting in recent years - Aelon Kein Ad Party [Michael KABUA] and United Democratic Party or UDP [Litokwa TOMEING] |
| **Mauritania** | Al-Mithaq (coalition of independents and parties associated with the former regime including Alternative or El-Badil, PRDR, UDP, RDU); Alternative or El-Badil; Centrist Reformists (independent moderate Islamists); Coalition for Forces for Democratic Change or CFCD (coalition of political parties including APP, Centrist Reformists (independent moderate Islamists), HATEM-PMUC, PUDS, RD, RFD, UFP); Democratic and Social Republican Party or PRDS; Democratic Renewal or RD; Mauritanian Party for Unity and Change or HATEM-PMUC; National Rally for Freedom, Democracy and Equality or RNDLE; Popular Front or FP [Ch'bih Ould CHEIKH MALAININE]; Popular Progressive Alliance or APP [Messoud Ould BOULKHEIR]; Rally of Democratic Forces or RFD [Ahmed Ould DADDAH]; Rally for Democracy and Unity or RDU [Ahmed Ould SIDI BABA]; Republican Party for Democracy and Renewal or PRDR [Boullah Ould MOGUEYA] (formerly ruling Democratic and Social Republican Party or PRDS); Socialist and Democratic Unity Party or PUDS; Union for Democracy and Progress or UDP [Naha Mint MOUKNASS]; Union of Democratic Centre or UCD; Union of the Forces for Progress or UFP |
| **Mauritius** | Alliance Sociale or AS; Hizbullah [Cehl Mohamed FAKEEMEEAH]; Mauritian Labor Party or MLP [Navinchandra RAMGOOLAM]; Mauritian Militant Movement or MMM [Paul BERENGER] (in coalition with MSM); Mauritian Social Democrat Party or PMSD [Charles Xavier-Luc DUVAL]; Militant Socialist Movement or MSM (the governing party) [Pravind JUGNAUTH]; Rodrigues Movement or MR [Joseph (Nicholas) Von MALLY]; Rodrigues Peoples Organization or OPR [Serge CLAIR] |
| **Mayotte** | Democratic Front or FD [Youssouf MOUSSA]; Mahoran Popular Movement or MPM [Ahmed MADI]; Federation of Mahorans or UMP-RPR [Mansour KAMARDINE]; Force of the Rally and the Alliance for Democracy or FRAP; Movement for Department Status Mayotte or MDM [Mouhoutar SALIM]; Renewed Communist Party of Mayotte or MRC [Omar SIMBA]; Socialist Party or PS [Ibrahim ABUBACAR] (local branch of French Parti Socialiste); Union for French Democracy or UDF [Henri JEAN-BAPTISTE] |
| **Mexico** | Convergence for Democracy or CD [Luis MALDONADO Venegas]; Institutional Revolutionary Party or PRI [Beatriz PAREDES]; Labor Party or PT [Alberto ANAYA Gutierrez]; Mexican Green Ecological Party or PVEM [Jorge Emilio GONZALEZ Martinez]; National Action Party (Partido Accion Nacional) or PAN [Manuel ESPINO Barrientos]; New Alliance Party (Partido Nueva Alianza) or PNA [Miguel Angel JIMENEZ Godinez]; Party of the Democratic Revolution (Partido de la Revolucion Democratica) or PRD [Leonel COTA Montano]; Social Democratic and Peasant Alternative Party (Partido Alternativa Socialdemocrata y Campesina) or Alternativa [Alberto BEGNE Guerra] |
| **Micronesia, Federated States of** | no formal parties |
| **Moldova** | Christian Democratic People's Party or PPCD [Iurie ROSCA]; Communist Party of the Republic of Moldova or PCRM [Vladimir VORONIN]; Democratic Party or PD [Dumitru DIACOV]; National Liberal Party or NLP [Vitalia PAVLICENKO]; Our Moldova Alliance or AMN [Serafim URECHEAN]; Party for Social Democracy or PSD [Dumitru BRAGHIS]; Social Liberal Party or PSL [Oleg SEREBRIAN] |
| **Monaco** | National and Democratic Union or UND [Guy MAGNAN]; Union for Monaco or UPM (including National Union for the Future of Monaco or UNAM) |
| **Mongolia** | Citizens' Will Republican Party or CWRP [Sanjaasurengiin OYUN] (also called Civil Courage Republican Party or CCRP); Democratic Party or DP [Tsakhiagiyn ELBEGDORJ]; Motherland-Mongolian New Socialist Democratic Party or M-MNSDP [Badarchyn ERDENEBAT]; Mongolian People's Revolutionary Party or MPRP [Sanji BAYAR]; Mongolian Republican Party or MRP [Bazarsadyn JARGALSAIKHAN]; People's Party or PP [Lamjav GUNDALAI] |
| | *note:* DP and M-MNSDP formed Motherland-Democracy Coalition (MDC) in 2003 and with CWRP contested June 2004 elections as single party; MDC's leadership dissolved coalition in December 2004 |
