CIA -- The World Factbook -- Political parties and leaders

| Country | Political parties and leaders |
| **Lesotho** | Basotho Congress Party or BCP [Tseliso MAKHAKHE]; Basotho National Party or BNP [Maj. Gen. Justine Metsing LEKHANYA]; Lesotho Congress for Democracy or LCD [Phebe MOTEBANO, chairwoman; Dr. Pakalitha MOSISILI, leader] - the governing party; United Democratic Party or UDP [Charles MOFELI]; Marematlou Freedom Party or MFP and Setlamo Alliance [Vincent MALEBO]; Progressive National Party or PNP [Chief Peete Nkoebe PEETE]; Sefate Democratic Party or SDP [Bofihla NKUEBE] |
| **Liberia** | All Liberia Coalition Party or ALCOP [Lusinee KAMARA]; Liberian Action Party or LAP [Cletus WOTORSON]; Liberian National Union or LINU [Henry MONIBA, chairman]; Liberian People's Party or LPP [Togba-Nah TIPOTEH, chairman]; National Democratic Party of Liberia or NDPL [Isaac DAKINAH]; National Patriotic Party or NPP [Charles Ghankay TAYLOR] - governing party; People's Progressive Party or PPP [Chea CHEAPOO, chairman]; Reformation Alliance Party or RAP [Henry Boimah FAHNBULLEH, chairman]; True Whig Party or TWP [Rudolph SHERMAN, chairman]; United People's Party or UPP [Gabriel Baccus MATTHEWS, chairman]; Unity Party or UP [Charles Clarke] |
| **Libya** | none |
| **Liechtenstein** | Fatherland Union or VU [Dr. Oswald KRANZ]; Progressive Citizens' Party or FBP [Dr. Ernst WALCH]; The Free List or FL [Dr. Pepo FRICK, Karin JENNY, Rene HASLER] |
| **Lithuania** | Christian Democratic Party or LKDP [Zigmas ZINKEVICIUS, chairman]; Electoral Action of Lithuanian Poles [Valdemar TOMASZEVSKI, chairman]; Homeland Union/Conservative Party or TS [Vytautas LANDSBERGIS, chairman]; Lithuanian Center Union or LCS [Kestutis GLAVECKAS, chairman]; Lithuanian Farmer's Party or LUP [Ramunas KARBAUSKIS, chairman]; Lithuanian Liberal Union [Rolandas PAKSAS, chairman]; Lithuanian Social Democratic Coalition [Algirdas BRAZAUSKAS, chairman] consists of the Lithuanian Democratic Labor Party or LDDP, the Lithuanian Social Democratic Party or LSPD, and New Democracy; Modern Christian Democratic Union [Vytautas BOGUSIS, chairman]; New Union-Social Liberals [Arturas PAULAUSKAS, chairman] |
| **Luxembourg** | Action Committee for Democracy and Justice or ADR [Robert MEHLEN]; Christian Social People's Party or CSV (known also as Christian Social Party or PCS) [Erna HENNICOT-SCHOEPGES]; Democratic Party or DP [Lydie POLFER]; Green Party [Abbes JACOBY and Felix BRAS]; Luxembourg Socialist Workers' Party or LSAP [Jean ASSELBORN]; Marxist and Reformed Communist Party DEI LENK (the Left) [no formal leadership]; other minor parties |
| **Macau** | *the following is a listing of those associations that participated in the last legislative elections:* Associacao de Novo Macau Democratico or ANMD [leader NA]; Associacao Promotora para a Economia de Macau or APPEM [leader NA]; Convergencia para o Desenvolvimento or CODEM [leader NA]; Uniao Geral para o Desenvolvimento de Macau or UDM [leader NA]; Uniao para o Desenvolvimento or UPD [leader NA]; Uniao Promotora para o Progresso or UNIPRO [leader NA] |
| | *note:*  there are no formal political parties, but civic associations are used instead |
| **Macedonia, The Former Yugoslav Republic of** | Democratic Alternative or DA [Vasil TUPURKOVSKI, president]; Democratic Party for Albanians or DPA [Arben XHAFERI, president]; Internal Macedonian Revolutionary Organization - Democratic Party for Macedonian National Unity or VMRO-DPMNE [Ljubcho GEORGIEVSKI, president]; Internal Macedonian Revolutionary Organization-True Macedonian Reform Option or VMRO-VMRO [Boris STOJMANOV]; Liberal Democratic Party or LDP [Risto GUSTERVO]; Party for Democratic Prosperity or PDP [Imeri IMERI, president]; Social-Democratic Alliance of Macedonia or SDSM (former Communist Party) [Branko CRVENKOVSKI, president]; Socialist Party of Macedonia or SP [Ljubisav IVANOV, president]; Union of Romanies of Macedonia or SRM [leader NA] |
| **Madagascar** | Action, Truth, Development, and Harmony or AFFA [Professor Albert ZAFY]; Association for the Rebirth of Madagascar or AREMA [leader vacant]; Congress Party for Malagasy Independence or AKFM/Fanavaozana; Economic Liberalism and Democratic Action for National Recovery or LEADER/Fanilo [Herizo RAZAFIMAHALEO]; Fihaonana Rally or Fihaonana [Guy RAZANAMASY]; Group of Reflection and Action for the Development of Madagascar or GRAD/Iloafo; Judged by Your Work or AVI [Norbert RATSIRAHONANA]; Movement for the Progress of Madagascar or MFM [Manandafy RAKOTONIRINA]; Renewal of the Social Democratic Party or RPSD [Evariste MARSON]; Tranobe (Big House) [Ny Hasina ANDRIAMANJATO] |
| **Malawi** | Alliance for Democracy or AFORD [Chakufwa CHIHANA, president]; Malawi Congress Party or MCP [Gwanda CHAKUAMBA, president, John TEMBO, vice president]; Malawi Democratic Party or MDP [Kampelo KALUA, president]; National Independence Party; Social Democratic Party or SDP [Eston KAKHOME, president]; United Democratic Front or UDF [Bakili MULUZI] - governing party |
| **Malaysia** | Alternative Coalition or Barisan Alternatif-BA (includes the following parties: Party Islam Se-Malaysia or PAS [FADZIL Mohamad Noor], National Justice Party or NJP [WAN AZIZAH Wan Ismail], Democratic Action Party or DAP [LIM Kit Siang], and Malaysian People's Party or PRM [SYED HUSIN]); National Front or NF (ruling coalition dominated by the United Malays National Organization or UMNO [MAHATHIR bin Mohammad], includes the following parties: Malaysian Indian Congress or MIC [S. Samy VELLU], Malaysian Chinese Association or MCA [LING Liong Sik], Gerakan Rakyat Malaysia or Gerakan [LIM Keng Yaik], Parti Pesaka Bumiputra Bersatu or PBB [Patinggi Haji Abdul TAIB Mahmud], Parti Angkatan Keadilan Rakyat Bersatu or Akar [PANDIKAR Amin Mulia], Parti Bangsa Dayak Sarawak or PBDS [Leo MOGGIE], Sarawak United People's Party or SUPP [George CHAN Hong Nam], Liberal Democratic Party or LDP [CHONG Kah Kiat], Sabah Progressive Party or SAPP [YONG Teck Lee], People's Progressive Party or PPP [M. KAYVEAS], Parti Bersatu Rakyat Sabah or PBRS [Joseph KURUP], Sarawak National Party or SNAP [Amar James WONG], Parti Demokratik Sabah or PDS [leader NA], and United Pasok Momogun Kadazan Organization or UPKO (state level only) [Bernard DOMPOK]); Parti Bersatu Sabah or PBS [Joseph PAIRIN Kitingan]; Parti Bersekutu [HARRIS Salleh]; State Reform Party of Sarawak or STAR [PATAU Rubis] |
| **Maldives** | although political parties are not banned, none exist |
| **Mali** | Alliance for Democracy or ADEMA [Ibrahim Boubacar KEITA, party chairman]; Block of Alternative for the Renewal of Africa or BARA [Yoro DIAKITE]; Democratic and Social Convention or CDS [Mamadou Bakary SANGARE, chairman]; Movement for the Independence, Renaissance and Integration of Africa or MIRIA [Mohamed Lamine TRAORE, Mouhamedou DICKO]; National Congress for Democratic Initiative or CNID [Mountaga TALL, chairman]; Party for Democracy and Progress or PDP [Me Idrissa TRAORE]; Party for National Renewal or PARENA [Yoro DIAKITE, chairman; Tiebile DRAME, secretary general]; Rally for Democracy and Labor or RDT [Ali GNANGADO]; Rally for Democracy and Progress or RDP [Almamy SYLLA, chairman]; Sudanese Union/African Democratic Rally or US/RDA [Mamadou Bamou TOURE, secretary general]; Union of Democratic Forces for Progress or UFDP [Youssouf TOURE, secretary general]; Union for Democracy and Development or UDD [Moussa Balla COULIBALY] |
| **Malta** | Alternativa Demokratika/Alliance for Social Justice or AD [Harry VASSALLO]; Malta Labor Party or MLP [Alfred SANT]; Nationalist Party or PN [Edward FENECH ADAMI] |
| **Man, Isle of** | there is no party system; members sit as independents |
| **Marshall Islands** | traditionally there have been no formally organized political parties; what has existed more closely resembles factions or interest groups because they do not have party headquarters, formal platforms, or party structures; the following two "groupings" have competed in legislative balloting in recent years - Kabua Party [Imata KABUA] and United Democratic Party or UDP [Litokwa TOMEING] |
| **Martinique** | Martinique Independence Movement or MIM [Alfred MARIE-JEANNE]; Martinique Progressive Party or PPM [Camille DARSIERES]; Martinique Socialist Party or PMS [Ernest WAN-AJOUHU]; Rally for the Republic or RPR [Michel CHARLONE]; Union for French Democracy or UDF (replaced by Martinique Forces of Progress) [Jean MAREN] |
| **Mauritania** | Action for Change or AC [Messoud Ould BOULKHEIR]; Assembly for Democracy and Unity or RDU [Ahmed Ould SIDI BABA]; Democratic and Social Republican Party or PRDS (ruling party) [President Col. Maaouya Ould Sid Ahmed TAYA]; Mauritanian Party for Renewal and Concorde or PMRC [Molaye El Hassen Ould JIYID]; National Union for Democracy and Development or UNDD [Tidjane KOITA]; Party for Liberty, Equality and Justice or PLEJ [Daouda M'BAGNIGA]; Popular Front or FP [Ch'bih Ould CHEIKH MALAININE]; Popular Progress Alliance or APP [Mohamed El Hafed Ould ISMAEL]; Popular Social and Democratic Union or UPSD [Mohamed Mahmoud Ould MAH]; Progress Force Union or UFP [Mohamed Ould MOLOUD]; Union for Progress and Democracy or UNDD [Naha Mint MOUKNASS] |
| | *note:*  parties legalized by constitution ratified 12 July 1991; however, politics continue to be tribally based |
| **Mauritius** | Hizbullah [Cehl Mohamed FAKEEMEEAH]; Mauritian Labor Party or MLP [Navinchandra RAMGOOLAM]; Mauritian Militant Movement or MMM [Paul BERENGER] - in coalition with MSM; Mauritian Militant Renaissance or MMR [Dr. Paramhansa NABABSING]; Mauritian Social Democrat Party or PMSD [Charles Xavier-Luc DUVAL]; Militant Socialist Movement or MSM [Sir Anerood JUGNAUTH] - governing party; Rodrigues Movement or OPR [Joseph (Nicholas) Von MALLY] |
| **Mayotte** | Democratic Front or FD [Youssouf MOUSSA]; Mahoran Popular Movement or MPM [Younoussa BAMANA]; Mahoran Rally for the Republic or RPR [Mansour KAMARDINE]; Movement for Department Status Mayotte or MDM [Henri JEAN-BAPTISTE]; Socialist Party or PS (local branch of French Parti Socialiste) [Ibrahim ABUBACAR]; Union for French Democracy or UDF [Henri JEAN-BAPTISTE] |
| **Mexico** | Convergence for Democracy or CD [Dante DELGADO Ranauro]; Institutional Revolutionary Party or PRI [Dulce Maria SAURI Riancho]; Mexican Green Ecological Party or PVEM [Jorge GONZALEZ Torres]; National Action Party or PAN [Luis Felipe BRAVO Mena]; Party of the Democratic Center or PCD [Manuel CAMACHO Solis]; Party of the Democratic Revolution or PRD [Amalia GARCIA Medina]; Party of the Nationalist Society or PSN [Gustavo RIOJAIS Santana]; Social Alliance Party or PAS [Jose Antonio CALDERON Cardoso]; Workers Party or PT [Alberto ANAYA Gutierrez] |
| **Micronesia, Federated States of** | no formal parties |
| **Moldova** | Braghis Alliance [Dumitru BRAGHIS]; Popular Christian Democratic Party or PPCD [Iurie ROSCA]; Communist Party or PCM [Vladimir VORONIN, first chairman] |
| **Monaco** | National and Democratic Union or UND [leader NA]; National Union for the Future of Monaco or UNAM [leader NA]; Rally for the Monegasque Family [leader NA] |
| **Mongolia** | Citizens' Will Party or CWP (also called Civil Will Party) [Sanjaasurengyn OYUN]; Democratic Party or DP [D. DORLIGAN]; Mongolian People's Revolutionary Party or MPRP [Nambaryn ENKHBAYAR]; Mongolian Democratic New Socialist Party or MDNSP [B. ERDENEBAT]; Mongolian Republican Party or MRP [B. JARGALSAIHAN] |
| | *note:*  the MPRP is the ruling party |
| **Montserrat** | Movement for National Reconstruction or MNR [Percival Austin BRAMBLE]; National Development Party or NDP [leader NA]; National Progressive Party or NPP [Reuben T. MEADE]; People's Progressive Alliance or PPA [John A. OSBORNE] |
| **Morocco** | Action Party or PA [Muhammad IDRISS]; Constitutional Union or UC [leader NA]; Democratic Forces Front or FFD [Thami KHIARI]; Democratic Socialist Party or PSD [Issa OUARDIGHI]; Democratic Party for Independence or PDI [Thami EL-OUAZZANI, Said BOUACHRINE]; Istiqlal Party or IP [Abbas El-FASSI]; Labor Party or UT [leader NA]; National Democratic Party or PND [Mohamed Arsalane EL-JADIDI]; National Popular Movement or MNP [Mahjoubi AHERDANE]; National Rally of Independents or RNI [Ahmed OSMAN]; Organization of Democratic and Popular Action or OADP [Mohamed BEN SAID ait Idder]; Party of Progress and Socialism or PPS [Moulay Ismail ALAOUI]; Popular Constitutional and Democratic Movement or MPCD (has become Party of Justice and Development or PJD) [Dr. Abdelkarim KHATIB]; Popular Movement or MP [Mohamed LAENSER]; Social Democratic Movement or MDS [Mahmoud ARCHANE]; Socialist Union of Popular Forces or USFP [Abd ar-Rahman EL-YOUSSOUFI] |
| **Mozambique** | Front for the Liberation of Mozambique (Frente de Liberatacao de Mocambique) or Frelimo [Joaquim Alberto CHISSANO, chairman]; Mozambique National Resistance - Electoral Union (Resistencia Nacional Mocambicana - Uniao Eleitoral) or Renamo-UE [Afonso DHLAKAMA, president] |
| **Namibia** | Congress of Democrats or COD [Ben ULENGA]; Democratic Turnhalle Alliance of Namibia or DTA [Katuutire KAURA, president]; Monitor Action Group or MAG [Kosie PRETORIUS]; South West Africa People's Organization or SWAPO [Sam NUJOMA]; United Democratic Front or UDF [Justus GAROEB] |
| **Nauru** | loose multiparty system; Democratic Party [Kennan ADEANG]; Nauru Party (informal) [Bernard DOWIYOGO] |
| **Nepal** | Communist Party of Nepal/United Marxist-Leninist or CPN/UML [Madhav Kumar NEPAL, general secretary]; National Democratic Party or NDP (also called Rastriya Prajantra Party or RPP) [Surya Bahadur THAPA, chairman]; Nepal Sadbhavana (Goodwill) Party or NSP [Gajendra Narayan SINGH, president]; Nepal Workers and Peasants Party or NWPP [Narayan Man BIJUKCHHE, party chair]; Nepali Congress or NC [Girija Prasad KOIRALA, party president, Sushil KOIRALA, general secretary]; Rastriya Jana Morcha [Chitra Bahadur K. C., chairman]; Samyukta Janmorcha Nepal [Lila Mani POKHAREL, general secretary] |
| **Netherlands** | Christian Democratic Appeal or CDA [Jaap de Hoop SCHEFFER]; Democrats '66 or D'66 [Tom DE GRAAF]; Labor Party or PvdA [Wim KOK]; People's Party for Freedom and Democracy (Liberal) or VVD [Hans F. DIJKSTAL]; a host of minor parties |
| **Netherlands Antilles** | Antillean Restructuring Party or PAR [Miguel POURIER]; C 93 [Stanley BROWN]; Democratic Party of Bonaire or PDB [Jopi ABRAHAM]; Democratic Party of Curacao or DP [Errol HERNANDEZ]; Democratic Party of Sint Eustatius or DP-St. E [Julian WOODLEY]; Democratic Party of Sint Maarten or DP-St. M [Sarah WESCOTT-WILLIAMS]; Foundation Energetic Management Anti-Narcotics or FAME [Eric LODEWIJKS]; Labor Party People's Crusade or PLKP [Errol COVA]; National People's Party or PNP [Susanne F. C. CAMELIA-ROMER]; New Antilles Movement or MAN [Kenneth GIJSBERTHA]; Patriotic Union of Bonaire or UPB [Ramon BOOI]; Patriotic Movement of Sint Maarten or SPA [Vance JAMES, Jr.]; People's Party or PAPU [Richard Hodi]; Pro Curacao Party or PPK [Winston LOURENS]; Saba Democratic Labor Movement [Steve HASSELL]; Saba Unity Party [Carmen SIMMONDS]; St. Eustatius Alliance or SEA [Kenneth VAN PUTTEN]; Serious Alternative People's Party or Sapp [Julian ROLLOCKS]; Social Action Cause or KAS [Benny DEMEI]; Windward Islands People's Movement or WIPM [Will JOHNSTON]; Workers' Liberation Front or FOL [Anthony GODETT, Rignald LAK, Editha WRIGHT] |
| | *note:*  political parties are indigenous to each island |
| **New Caledonia** | Alliance pour la Caledonie [Didier LEROUX]; Developper Ensemble pour Construire l'Avenir or DEPCA [Robert FROUIN]; Federation des Comites de Coordination des Independantistes or FCCI [Leopald SOREDIE]; Front Uni de Liberation Kanak or FULK [Ernest UNE]; Groupe de l'Alliance Multiraciale or GAM [Dany DALMAYRAE]; Independance et Progres [Alphonse PUJAPUJANE]; Kanak Socialist Front for National Liberation or FLNKS [Rock WAMYTAN] (includes PALIKA, UNI, UC, and UPM); La Caledonie Autrement [Denis MILLIARD]; Loyalty Islands Development Front or FDIL [Cono HAMU]; National Front or FN [Guy GEORGE]; Parti de Liberation Kanak or PALIKA [Charles WASHETINE]; Rally for Caledonia in the Republic or RPCR [Jacques LAFLEUR]; Rally for the Republic or RPR [leader NA]; Renouveau [Thierry VALET]; Socialist Kanak Liberation or LKS [Nidoish NAISSELINE]; Union Caledonienne or UC [Bernard LEPEU]; Union Nationale pour l'Independance or UNI [Paul NEAOUTYINE]; Union Progressiste Melanesienne or UPM [Andre GOPEA] |
| **New Zealand** | ACT, New Zealand [Richard PREBBLE]; Alliance (a coalition of the New Labor Party, Democratic Party, New Zealand Liberal Party, and Mana Motuhake) [Jim ANDERTON]; Green Party [Jeanette FITZSIMONS and Rod DONALD]; National Party or NP [Jenny SHIPLEY]; New Zealand First Party or NZFP [Winston PETERS]; New Zealand Labor Party or NZLP [Helen CLARK]; United New Zealand or UNZ [Peter DUNNE] |
| **Nicaragua** | Conservative Party of Nicaragua or PCN [Dr. Fernando AGUERO Rocha]; Independent Liberal Party or PLI [Virgilio GODOY]; Liberal Alliance (ruling alliance including Liberal Constitutional Party or PLC, New Liberal Party or PALI, Independent Liberal Party for National Unity or PLIUN, and Central American Unionist Party or PUCA) [leader NA]; National Conservative Party or PC [Pedro SOLARZANO, Noel VIDAURRE]; National Project or PRONAL [Benjamin LANZAS]; Nicaraguan Party of the Christian Path or PCCN [Guillermo OSORNO, Roberto RODRIGUEZ]; Nicaraguan Resistance Party or PRN [Salvador TALAVERA]; Sandinista National Liberation Front or FSLN [Daniel ORTEGA Saavedra]; Sandinista Renovation Movement or MRS [Sergio RAMIREZ]; Unity Alliance or AU [Alejandro SERRANO]; Union Nacional Opositora 96 or UNO-96 [Alfredo CESAR Aguirre] |
| **Niger** | Democratic Rally of the People-Jama'a or RDP-Jama'a [Hamid ALGABID]; Democratic and Social Convention-Rahama or CDS-Rahama [Mahamane OUSMANE]; National Movement for a Developing Society-Nassara or MNSD-Nassara [Mamadou TANDJA, chairman]; Nigerien Alliance for Democracy and Social Progress-Zaman Lahiya or ANDPS-Zaman Lahiya [Moumouni Adamou DJERMAKOYE]; Nigerien Party for Democracy and Socialism-Tarayya or PNDS-Tarayya [Mahamadou ISSOUFOU]; Union of Democratic Patriots and Progressives-Chamoua or UPDP-Chamoua [Professor Andre' SALIFOU, chairman] |
| **Nigeria** | All People's Party or APP [Alhaji Yusuf ALI]; Alliance for Democracy or AD [contested between Yusuf MAMMAN and Alhasi Adamu ABDULKADIR]; People's Democratic Party or PDP [Barnabas GEMADE] |
| **Niue** | Niue People's Action Party or NPP [Sani LAKATANI] |
| **Norfolk Island** | none |
| **Northern Mariana Islands** | Democratic Party [Dr. Carlos S. CAMACHO]; Republican Party [Benigno R. FITIAL] |
| **Norway** | Center Party [Odd Roger ENOKSEN]; Christian People's Party [Kiell Magne BONDEVIK]; Conservative Party [Jan PETERSEN]; Labor Party [Jens STOLTENBERG]; Liberal Party [Lars SPONHEIM]; Progress Party [Carl I. HAGEN]; Socialist Left Party [Kristin HALVORSEN] |
| **Oman** | none |
| **Pakistan** | *note:*  Gen. Pervez MUSHARRAF dissolved Parliament following the military takeover of 12 October 1999, however, political parties have been allowed to operate; Awami National Party or ANP [Wali KHAN]; Balochistan National Movement/Hayee Group or BNM/H [Dr. HAYEE Baluch]; Baluch National Party or BNP [Sardar Akhtar MENGAL]; Jamhoori Watan Party or JWP [Akbar Khan BUGTI]; Jamiat-al-Hadith or JAH [Sajid MIR]; Jamiat Ulema-i-Islam, Fazlur Rehman faction or JUI/F [Fazlur REHMAN]; Jamiat Ulema-i-Pakistan, Niazi faction or JUP/NI [Abdul Sattar Khan NIAZI]; Millat Party [Farooq LEGHARI]; Milli Yakjheti Council or MYC is an umbrella organization which includes Jamaat-i-Islami or JI [Qazi Hussain AHMED], Jamiat Ulema-i-Islam, Sami-ul-Haq faction or JUI/S [Sami ul-HAQ], Tehrik-I-Jafria Pakistan or TJP [Allama Sajid NAQVI], and Jamiat Ulema-i-Pakistan, Noorani faction or JUP/NO [Shah Ahmad NOORANI]; Mutahida Qaumi Movement, Altaf faction or MQM/A [Altaf HUSSAIN]; National People's Party or NPP [Ghulam Mustapha JATOI]; Pakhtun Khwa Milli Awami Party or PKMAP [Mahmood Khan ACHAKZAI]; Pakhtun Quami Party or PQP [Mohammed AFZAL Khan]; Pakistan Awami Tehrik or PAT [Tahir ul QADRI]; Pakistan Muslim League, Functional Group or PML/F [Pir PAGARO]; Pakistan Muslim League, Junejo faction or PML/J [Hamid Nasir CHATTHA]; Pakistan Muslim League, Nawaz Sharif faction or PML/N [Nawaz SHARIF]; Pakistan National Party or PNP [Hasil BIZENJO]; Pakistan People's Party or PPP [Benazir BHUTTO]; Pakistan People's Party/Shaheed Bhutto or PPP/SB [Ghinva BHUTTO]; Pakistan Tehrik-e-Insaaf or PTI [Imran KHAN] |
| | *note:*  political alliances in Pakistan can shift frequently |
| **Palau** | Palau Nationalist Party [Johnson TORIBIONG]; Ta Belau Party [Kuniwo NAKAMURA] |
| **Panama** | Arnulfista Party or PA [Mireya Elisa MOSCOSO Rodriguez]; Christian Democratic Party or PDC [Ruben AROSEMENA]; Civic Renewal Party or PRC [Serguei DE LA ROSA]; Democratic Change [Ricardo MARTINELLI]; Democratic Revolutionary Party or PRD [Martin TORRIJOS]; National Liberal Party or PLN [Raul ARANGO Gasteazopo]; National Renovation Movement or MORENA [Pedro VALLARINO Cox]; Nationalist Republican Liberal Movement or MOLIRENA [Ramon MORALES]; Solidarity Party or PS [Samuel LEWIS Galindo] |
| **Papua New Guinea** | National Alliance or NA [Michael SOMARE]; National Party or NP [Michael MEL]; Papua New Guinea United Party or Pangu Pati [Chris HAIVETA]; People's Action Party or PAP [Ted DIRO]; People's Democratic Movement or PDM [Sir Mekere MORAUTA]; People's National Congress or PNC [Simon KAUMI]; People's Progress Party or PPP [Michael NALI]; People's Unity Party or PUP [Alfred KAIABE]; United Party or UP [Rimbiuk PATO] |
| **Paraguay** | Authentic Radical Liberal Party or PLRA [Miguel Abdon SAGUIER]; Christian Democratic Party or PDC [Adalina GUITERREZ DE GALEANO]; Febrerista Revolutionary Party or PRF [Carlos Maria LJUBETIC]; National Encounter or PEN [Euclides ACEVEDO]; National Republican Association - Colorado Party [acting president Bader RACHID LICHI] |
| **Peru** | American Popular Revolutionary Alliance or APRA [Alan GARCIA]; Andean Rebirth [Ciro GALVEZ Herreria]; Avancemos [leader NA]; Democratic Cause [Jorge SANTISTEVAN]; Independent Moralizing Front or FIM [Fernando OLIVERA Vega]; National Solidarity or SN [Luis CASTANEDA Lossio]; National Unity [Lourdes FLORES Nano]; Peru 2000 [leader NA]; Peru Posible or PP [Alejandro TOLEDO Maniquez]; Popular Action or AP [leader NA]; Popular Agrarian Front of Peru or Frepap [leader NA]; Popular Solution [Carlos BOLONA Behr]; Project Country [Mario Antonio ARRUNATEGUI]; Somos Peru or SP [Alberto ANDRADE]; Union for Peru or UPP [leader NA]; Vamos Vecinos or VV [Absalon VASQUEZ] |
| **Philippines** | *People Power Coalition or PPC includes:* Aksyon Demokratiko or Democratic Action [Raul ROCO], Lakas-NUCD [Gloria MACAPAGAL-ARROYO, titular head, Teofisto GUINGONA, party president], Liberal Party or LP [Florencio ABAD], Probinsiya Muna Development Initiative or Promdi [Lito OSMENA], and Reporma Party [Renato DE VILLA]; Puwersa ng Masa (Force of the Masses) includes: Laban Ng Demokratikong Pilipino (Struggle of Filipino Democrats) or LDP [Eduardo ANGARA], Laban Ng Masang Pilipino or LAMP (Struggle of the Filipino Masses) [Joseph ESTRADA], and People's Reform Party or PRP [Miriam DEFENSOR-SANTIAGO]; Kilusang Bagong Lipunan (New Society Movement) [Imelda MARCOS]; Nacionalista Party [Jose OLIVEROS]; National People's Coalition or NPC [Eduardo COJUANGCO] |
| **Pitcairn Islands** | none |
| **Poland** | Coalition for Poland or KdP [first name unknown GRABOWSKI]; Confederation for an Independent Poland-Patriotic Camp or KPN-OP (KPN-Fatherland or KPN-O is a small group within the KPN-OP) [Michal JANISZEWSKI]; Democratic Left Alliance or SLD (Social Democracy of Poland) [Leszek MILLER]; Freedom Union or UW [Bronislaw GEREMEK]; German Minority of Lower Silesia or MNSO [Henryk KROLL]; Movement for the Reconstruction of Poland or ROP-PC [Jan OLSZEWSKI]; Polish Accord or PP [Jan LOPUSZANSKI]; Polish Peasant Party or PSL [Jaroslaw KALINOWSKI]; Polish Socialist Party or PPS [Piotr IKONOWICZ]; Solidarity Electoral Action or AWS (includes RS-AWS and Solidarity) [Marian KRZAKLEWSKI]; Social Movement-Solidarity Electoral Action or RS-AWS [Jerzy BUZEK] |
| **Portugal** | The Greens or PEV [leader NA]; Popular Party or PP [Paulo PORTAS]; Portuguese Communist Party/United Democratic Coalition or PCP/CDU [Carlos CARVALHAS]; Portuguese Socialist Party or PS [Antonio GUTERRES]; Social Democratic Party or PSD [leader vacant]; The Left Bloc [no leader] |
| **Puerto Rico** | National Democratic Party [Celeste BENITEZ]; National Republican Party of Puerto Rico [Luis FERRE]; New Progressive Party or PNP [Pedro ROSSELLO]; Popular Democratic Party or PPD [Hector Luis ACEVEDO]; Puerto Rican Independence Party or PIP [Ruben BERRIOS Martinez] |
| **Qatar** | none |
| **Reunion** | Communist Party of Reunion or PCR [Paul VERGES]; Rally for the Republic or RPR [Andre Maurice PIHOUEE]; Socialist Party or PS [Jean-Claude FRUTEAU]; Union for French Democracy or UDF [Gilbert GERARD] |
| **Romania** | Democratic Party or PD [Petre ROMAN]; Democratic Union of Hungarians in Romania or UDMR [Bela MARKO]; National Liberal Party or PNL [Mircea IONESCU-QUINTUS]; Party of Social Democracy in Romania or PDSR [Adrian NASTASE]; Romania Mare Party (Greater Romanian Party) or PRM [Corneliu Vadim TUDOR]; The Democratic Convention or CDR [Ion DIACONESCU] |
| **Russia** | Agrarian Party [Mikhail Ivanovich LAPSHIN]; Communist Party of the Russian Federation or KPRF [Gennadiy Andreyevich ZYUGANOV]; Fatherland-All Russia or OVR [Yuriy Mikhailovich LUZHKOV]; Liberal Democratic Party of Russia or LDPR [Vladimir Volfovich ZHIRINOVSKIY]; Union of Right Forces [Anatoliy Borisovich CHUBAYS, Yegor Timurovich GAYDAR, Irina Mutsuovna KHAKAMADA, Boris Yefimovich NEMTSOV]; Unity [Sergey Kuzhugetovich SHOYGU]; Yabloko Bloc [Grigoriy Alekseyevich YAVLINSKIY] |
| | *note:*  some 150 political parties, blocs, and movements registered with the Justice Ministry as of the 19 December 1998 deadline to be eligible to participate in the 19 December 1999 Duma elections; of these, 36 political organizations actually qualified to run slates of candidates on the Duma party list ballot, 6 parties cleared the 5% threshold to win a proportional share of the 225 party seats in the Duma, 9 other organizations hold seats in the Duma: Bloc of Nikolayev and Academician Fedorov, Congress of Russian Communities, Movement in Support of the Army, Our Home Is Russia, Party of Pensioners, Power to the People, Russian All-People's Union, Russian Socialist Party, and Spiritual Heritage; primary political blocs include pro-market democrats - (Yabloko Bloc and Union of Right Forces), anti-market and/or ultranationalist (Communist Party of the Russian Federation and Liberal Democratic Party of Russia) |
| **Rwanda** | Centrist Democratic Party or PDC [Jean-Nipomuscene NAYINZIRA]; Democratic Socialist Party or PSD [Charles NTAKIRUTINKA, Vincent BIRUTA, Augusin IYAMUREMYE]; Democratic Popular Union of Rwanda or UDPR [Adrien RANGIRA]; Democratic Republican Movement or MDR [Celestin KABANDA, Emile NTWARABAKIGA, Christian MARARA]; Islamic Democratic Party or PDI [Andre BUMAYA]; Liberal Party or PL [Pie MUGABO, Enock KABERA, Prosper MUGIRANEZA]; Rwanda Patriotic Army or RPA [Maj. Gen. Paul KAGAME, commander]; Rwanda Patriotic Front or FPR [Maj. Gen. Paul KAGAME]; Rwandan Socialist Party or PSR [Medard RUTIJANWA] |
| **Saint Helena** | none |
| **Saint Kitts and Nevis** | Concerned Citizens Movement or CCM [Vance AMORY]; Nevis Reformation Party or NRP [Joseph PARRY]; People's Action Movement or PAM [Lindsey GRANT]; Saint Kitts and Nevis Labor Party or SKNLP [Dr. Denzil DOUGLAS] |
